Date,Home,Away,HG,AG,Res
17/9/2022,Barcelona,Elche,3,0,H
17/9/2022,Mallorca,Almeria,1,0,H
17/9/2022,Real Valladolid,Cadiz,0,1,A
13/9/2022,Almeria,Osasuna,0,1,A
12/9/2022,Real Betis,Villarreal,1,0,H
12/9/2022,Getafe,Real Sociedad,2,1,H
11/9/2022,Elche,Athletic Bilbao,1,4,A
11/9/2022,Real Madrid,Mallorca,4,1,H
11/9/2022,Atletico Madrid,Celta Vigo,4,1,H
11/9/2022,Cadiz,Barcelona,0,4,A
10/9/2022,Espanyol,Sevilla,2,3,A
10/9/2022,Rayo Vallecano,Valencia,2,1,H
10/9/2022,Girona,Real Valladolid,2,1,H
6/9/2022,Real Valladolid,Almeria,1,0,H
5/9/2022,Valencia,Getafe,5,1,H
5/9/2022,Villarreal,Elche,4,0,H
4/9/2022,Athletic Bilbao,Espanyol,0,1,A
4/9/2022,Osasuna,Rayo Vallecano,2,1,H
4/9/2022,Sevilla,Barcelona,0,3,A
4/9/2022,Real Sociedad,Atletico Madrid,1,1,D
3/9/2022,Real Madrid,Real Betis,2,1,H
3/9/2022,Mallorca,Girona,1,1,D
3/9/2022,Celta Vigo,Cadiz,3,0,H
30/8/2022,Valencia,Atletico Madrid,0,1,A
30/8/2022,Cadiz,Athletic Bilbao,0,4,A
29/8/2022,Espanyol,Real Madrid,1,3,A
29/8/2022,Barcelona,Real Valladolid,4,0,H
28/8/2022,Getafe,Villarreal,0,0,D
28/8/2022,Almeria,Sevilla,2,1,H
28/8/2022,Rayo Vallecano,Mallorca,0,2,A
27/8/2022,Elche,Real Sociedad,0,1,A
27/8/2022,Real Betis,Osasuna,1,0,H
27/8/2022,Girona,Celta Vigo,0,1,A
23/8/2022,Girona,Getafe,3,1,H
23/8/2022,Elche,Almeria,1,1,D
22/8/2022,Real Sociedad,Barcelona,1,4,A
22/8/2022,Atletico Madrid,Villarreal,0,2,A
21/8/2022,Athletic Bilbao,Valencia,1,0,H
21/8/2022,Celta Vigo,Real Madrid,1,4,A
21/8/2022,Mallorca,Real Betis,1,2,A
20/8/2022,Osasuna,Cadiz,2,0,H
20/8/2022,Sevilla,Real Valladolid,1,1,D
20/8/2022,Espanyol,Rayo Vallecano,0,2,A
16/8/2022,Real Betis,Elche,3,0,H
16/8/2022,Getafe,Atletico Madrid,0,3,A
15/8/2022,Athletic Bilbao,Mallorca,0,0,D
15/8/2022,Almeria,Real Madrid,1,2,A
15/8/2022,Valencia,Girona,1,0,H
14/8/2022,Cadiz,Real Sociedad,0,1,A
14/8/2022,Barcelona,Rayo Vallecano,0,0,D
14/8/2022,Real Valladolid,Villarreal,0,3,A
13/8/2022,Celta Vigo,Espanyol,2,2,D
13/8/2022,Osasuna,Sevilla,2,1,H
