Date,Home,Away,HG,AG,Res
25/4/2023,Huesca,Tenerife,1,1,D
24/4/2023,Alaves,Leganes,2,1,H
24/4/2023,Racing Santander,Granada,1,0,H
24/4/2023,Mirandes,Burgos,2,1,H
23/4/2023,Lugo,Malaga,0,2,A
23/4/2023,Ibiza,Real Oviedo,1,2,A
23/4/2023,Las Palmas,Levante,0,0,D
22/4/2023,Ponferradina,FC Andorra,1,4,A
22/4/2023,FC Cartagena,Sporting Gijon,2,1,H
22/4/2023,Villarreal II,Albacete,1,2,A
22/4/2023,Eibar,Real Zaragoza,1,1,D
11/4/2023,Alaves,FC Andorra,0,0,D
10/4/2023,Las Palmas,Real Oviedo,0,1,A
10/4/2023,Ponferradina,Leganes,0,1,A
10/4/2023,FC Cartagena,Mirandes,1,0,H
9/4/2023,Eibar,Levante,1,1,D
9/4/2023,Huesca,Burgos,2,1,H
9/4/2023,Racing Santander,Albacete,4,1,H
9/4/2023,Ibiza,Sporting Gijon,1,3,A
8/4/2023,Real Zaragoza,Granada,1,0,H
8/4/2023,Villarreal II,Malaga,1,2,A
8/4/2023,Lugo,Tenerife,0,0,D
28/3/2023,Malaga,Leganes,2,0,H
27/3/2023,Las Palmas,Sporting Gijon,1,1,D
27/3/2023,Villarreal II,Huesca,0,0,D
27/3/2023,Granada,Real Oviedo,1,0,H
26/3/2023,Real Zaragoza,Albacete,1,1,D
26/3/2023,Ponferradina,Mirandes,0,0,D
26/3/2023,Eibar,FC Andorra,0,0,D
26/3/2023,Alaves,Tenerife,1,0,H
25/3/2023,Racing Santander,Levante,0,1,A
25/3/2023,Ibiza,Burgos,2,0,H
25/3/2023,FC Cartagena,Lugo,2,0,H
14/3/2023,Racing Santander,Huesca,1,1,D
13/3/2023,Granada,Ponferradina,2,2,D
13/3/2023,Levante,Albacete,0,0,D
13/3/2023,FC Cartagena,FC Andorra,0,3,A
12/3/2023,Sporting Gijon,Mirandes,3,4,A
12/3/2023,Real Zaragoza,Leganes,3,0,H
12/3/2023,Las Palmas,Malaga,2,2,D
12/3/2023,Ibiza,Villarreal II,0,0,D
12/3/2023,Alaves,Lugo,0,0,D
11/3/2023,Eibar,Burgos,1,0,H
11/3/2023,Real Oviedo,Tenerife,0,0,D
28/2/2023,Granada,Malaga,1,0,H
27/2/2023,Real Oviedo,Albacete,1,1,D
27/2/2023,Las Palmas,Ponferradina,2,0,H
26/2/2023,Real Zaragoza,Burgos,0,0,D
26/2/2023,Levante,Lugo,3,1,H
26/2/2023,Ibiza,Huesca,2,2,D
26/2/2023,Mirandes,Leganes,0,0,D
26/2/2023,Sporting Gijon,Tenerife,1,0,H
25/2/2023,Racing Santander,FC Andorra,2,1,H
25/2/2023,Alaves,FC Cartagena,0,0,D
25/2/2023,Eibar,Villarreal II,2,0,H
14/2/2023,Racing Santander,Leganes,2,1,H
13/2/2023,Ibiza,Ponferradina,1,1,D
13/2/2023,Sporting Gijon,Huesca,1,1,D
13/2/2023,Eibar,FC Cartagena,0,3,A
12/2/2023,Real Oviedo,Burgos,0,1,A
12/2/2023,Albacete,Malaga,3,2,H
12/2/2023,Las Palmas,Lugo,3,0,H
12/2/2023,Levante,FC Andorra,1,0,H
12/2/2023,Mirandes,Villarreal II,2,1,H
11/2/2023,Real Zaragoza,Alaves,1,4,A
11/2/2023,Granada,Tenerife,2,0,H
31/1/2023,Real Zaragoza,Ponferradina,0,0,D
30/1/2023,Ibiza,FC Cartagena,2,2,D
30/1/2023,Sporting Gijon,Malaga,0,0,D
30/1/2023,Albacete,Lugo,2,0,H
29/1/2023,Levante,Burgos,1,0,H
29/1/2023,Mirandes,Alaves,1,3,A
29/1/2023,Las Palmas,Huesca,1,0,H
29/1/2023,Real Oviedo,Villarreal II,0,1,A
29/1/2023,Eibar,Leganes,0,0,D
28/1/2023,Granada,FC Andorra,2,0,H
28/1/2023,Racing Santander,Tenerife,1,1,D
17/1/2023,Albacete,Leganes,1,0,H
15/1/2023,Mirandes,Lugo,2,0,H
15/1/2023,Burgos,FC Andorra,2,1,H
15/1/2023,Eibar,Malaga,2,1,H
15/1/2023,Levante,Granada,3,1,H
15/1/2023,Tenerife,Ponferradina,0,0,D
15/1/2023,Racing Santander,Sporting Gijon,2,0,H
14/1/2023,Villarreal II,Real Zaragoza,2,3,A
14/1/2023,Ibiza,Las Palmas,1,2,A
14/1/2023,FC Cartagena,Huesca,0,0,D
14/1/2023,Real Oviedo,Alaves,1,0,H
20/12/2022,Leganes,Real Zaragoza,2,1,H
19/12/2022,Malaga,Alaves,1,0,H
19/12/2022,Levante,Eibar,0,0,D
19/12/2022,Burgos,Huesca,1,1,D
18/12/2022,Albacete,Ibiza,4,0,H
18/12/2022,Real Oviedo,Sporting Gijon,1,0,H
18/12/2022,Villarreal II,Las Palmas,0,1,A
18/12/2022,FC Cartagena,Racing Santander,0,3,A
17/12/2022,Lugo,Granada,1,0,H
17/12/2022,Mirandes,Ponferradina,2,1,H
17/12/2022,Tenerife,FC Andorra,1,1,D
9/12/2022,Malaga,Granada,1,1,D
9/12/2022,Levante,Ponferradina,0,0,D
9/12/2022,Ibiza,Racing Santander,1,0,H
8/12/2022,Lugo,Sporting Gijon,0,1,A
8/12/2022,Burgos,Eibar,1,2,A
8/12/2022,Tenerife,Alaves,2,1,H
8/12/2022,Huesca,FC Andorra,1,0,H
8/12/2022,FC Cartagena,Villarreal II,0,1,A
7/12/2022,Albacete,Real Zaragoza,0,0,D
7/12/2022,Real Oviedo,Las Palmas,0,0,D
7/12/2022,Leganes,Mirandes,2,2,D
29/11/2022,Ibiza,FC Andorra,0,1,A
28/11/2022,FC Cartagena,Eibar,2,1,H
27/11/2022,Lugo,Levante,1,1,D
27/11/2022,Leganes,Granada,1,0,H
27/11/2022,Burgos,Real Zaragoza,2,2,D
27/11/2022,Las Palmas,Tenerife,3,1,H
27/11/2022,Real Oviedo,Mirandes,1,0,H
27/11/2022,Albacete,Racing Santander,2,1,H
26/11/2022,Malaga,Ponferradina,1,0,H
26/11/2022,Alaves,Villarreal II,2,0,H
26/11/2022,Huesca,Sporting Gijon,0,0,D
8/11/2022,Lugo,FC Cartagena,1,1,D
7/11/2022,Albacete,Levante,2,3,A
7/11/2022,Las Palmas,Eibar,1,1,D
7/11/2022,Malaga,Sporting Gijon,1,1,D
6/11/2022,Real Oviedo,Granada,1,0,H
6/11/2022,Ibiza,Mirandes,1,1,D
6/11/2022,Leganes,Ponferradina,2,1,H
6/11/2022,Huesca,Villarreal II,1,0,H
