Date,Home,Away,PredictResult,H,D,A
09/05/2023,Ulsan,Gangwon,Ulsan,69.09%,19.57%,11.34%,1.94,0.68
09/05/2023,Daegu,Pohang Steelers,Pohang Steelers,23.18%,26.18%,50.64%,0.92,1.48
09/05/2023,Seoul,Gwangju,Gwangju,34.53%,28.05%,37.43%,1.14,1.20
10/05/2023,Jeju United,Incheon United,Draw,29.37%,38.11%,32.52%,0.68,0.73
10/05/2023,Suwon Bluewings,Jeonbuk Motors,Jeonbuk Motors,24.46%,28.67%,46.87%,0.85,1.28
10/05/2023,Daejeon Hana Citizen,Suwon,Daejeon Hana Citizen,40.68%,38.37%,20.95%,0.83,0.51
