Date,Home,Away,PredictResult,H,D,A
09/05/2023,Ulsan,Gangwon,Ulsan,72.86%,17.23%,9.91%,2.12,0.70
09/05/2023,Daegu,Pohang Steelers,Pohang Steelers,21.64%,27.37%,50.99%,0.81,1.39
09/05/2023,Seoul,Gwangju,Gwangju,30.74%,28.49%,40.77%,1.03,1.23
10/05/2023,Jeju United,Incheon United,Draw,37.86%,38.50%,23.63%,0.80,0.56
10/05/2023,Suwon Bluewings,Jeonbuk Motors,Jeonbuk Motors,33.27%,30.97%,35.76%,0.97,1.01
10/05/2023,Daejeon Hana Citizen,Suwon,Draw,35.53%,37.45%,27.02%,0.79,0.65
