Date,Home,Away,PredictResult,H,D,A
07/05/2023,Malmö,AIK,Malmö,44.02%,34.16%,21.82%,1.00,0.61
07/05/2023,Halmstad,Häcken,Häcken,18.71%,21.58%,59.72%,1.00,1.89
09/05/2023,Sirius,Elfsborg,Elfsborg,22.50%,27.68%,49.81%,0.83,1.36
09/05/2023,Brommapojkarna,IFK Göteborg,IFK Göteborg,27.15%,32.45%,40.40%,0.78,1.02
09/05/2023,Degerfors,Norrköping,Norrköping,13.20%,22.28%,64.53%,0.66,1.74
09/05/2023,Djurgården,Kalmar,Kalmar,22.08%,25.06%,52.86%,0.94,1.57
10/05/2023,Hammarby,Mjällby,Mjällby,21.01%,29.22%,49.77%,0.72,1.27
10/05/2023,Värnamo,Varberg,Värnamo,34.96%,31.48%,33.56%,0.98,0.95
