Date,Home,Away,PredictResult,H,D,A
17/05/2023,Aalesund,Molde,Molde,9.46%,23.50%,67.03%,0.43,1.59
17/05/2023,Brann,Stabæk,Brann,39.63%,27.41%,32.97%,1.28,1.14
17/05/2023,Lillestrøm,Sarpsborg 08,Sarpsborg 08,30.35%,28.09%,41.56%,1.04,1.26
17/05/2023,Rosenborg,Haugesund,Rosenborg,52.78%,29.31%,17.91%,1.28,0.62
17/05/2023,Strømsgodset,Sandefjord,Sandefjord,29.34%,34.68%,35.98%,0.76,0.88
17/05/2023,Tromsø,Bodø / Glimt,Bodø / Glimt,20.63%,32.02%,47.35%,0.63,1.11
17/05/2023,Viking,Odd,Draw,22.87%,46.84%,30.29%,0.44,0.55
17/05/2023,Valerenga,HamKam,HamKam,27.23%,21.77%,50.99%,1.42,1.94
