Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,B365CH,B365CD,B365CA,B365C>2.5,B365C<2.5,AHCh,B365CAHH,B365CAHA
D2,4/8/2019,Erzgebirge Aue,Wehen,3,2,H,2,1,H,11,23,6,7,1,5,0,0,2.2,3.3,3.3,1.95,1.85,-0.25,1.95,1.9,2.4,3.3,2.87,1.8,2,0,1.85,2
B1,4/8/2019,Gent,Eupen,6,1,H,4,0,H,18,8,11,5,6,2,0,0,1.4,4.75,7,1.57,2.35,-1.5,2.02,1.77,1.28,5.5,11,1.44,2.7,-1.5,1.77,2.02
B1,4/8/2019,Mouscron,Anderlecht,0,0,D,0,0,D,7,9,2,3,4,4,0,0,3.4,3.5,2.05,1.72,2.07,0.25,2.02,1.83,3.1,3.5,2.2,1.7,2.1,0.25,1.9,1.95
B1,4/8/2019,Antwerp,Waasland-Beveren,4,1,H,2,1,H,15,10,11,6,6,4,0,0,1.33,5,9,1.65,2.2,-1.5,2,1.8,1.28,5,12,1.53,2.4,-1.5,1.8,2.05
N1,4/8/2019,Heracles,Heerenveen,0,4,A,0,3,A,14,13,4,6,4,2,0,0,2.05,3.8,3.2,1.47,2.6,-0.25,1.75,2.05,2,3.8,3.3,1.47,2.6,-0.25,1.89,2.01
N1,4/8/2019,Feyenoord,Sparta Rotterdam,2,2,D,0,0,D,15,13,6,5,5,3,0,0,1.22,7,9.5,1.36,3.1,-1.75,1.96,1.94,1.33,5.5,7.5,1.36,3.1,-1.5,2,1.9
N1,4/8/2019,Den Haag,Utrecht,2,4,A,2,2,D,12,18,5,6,5,5,0,0,3.2,3.5,2.15,1.65,2.2,0.25,2.06,1.84,3.8,3.5,2,1.6,2.3,0.5,1.9,2
N1,4/8/2019,AZ Alkmaar,For Sittard,4,0,H,0,0,D,21,5,10,1,14,1,0,0,1.25,6.5,9,1.3,3.5,-1.75,1.96,1.94,1.22,6.5,10,1.33,3.4,-2,2.02,1.77
E1,5/8/2019,Huddersfield,Derby,1,2,A,1,2,A,14,11,2,3,8,0,0,0,2.2,3.5,3.5,2,1.8,-0.25,1.89,2.01,2.15,3.4,3.8,2.1,1.72,-0.25,1.86,2.04
D2,5/8/2019,Nurnberg,Hamburg,0,4,A,0,2,A,9,15,0,8,4,3,0,0,2.45,3.3,2.8,1.9,1.9,0,1.88,1.98,3,3.3,2.3,2.07,1.72,0.25,1.8,2.05
F2,5/8/2019,Caen,Lorient,1,2,A,0,2,A,7,6,4,2,5,2,0,0,2.2,3,3.6,2.4,1.53,-0.25,2,1.85,3.3,3,2.37,3.1,1.36,0.25,1.83,2.02
EC,6/8/2019,Barrow,Harrogate,0,3,A,0,1,A,,,,,,,0,0,2.45,3.4,2.75,1.95,1.85,0,1.88,1.93,2.6,3.4,2.6,1.8,2,0,1.88,1.93
EC,6/8/2019,Boreham Wood,Wrexham,2,2,D,0,1,A,,,,,,,0,0,3.3,3.4,2.15,2.15,1.66,0.25,1.93,1.88,3.8,3.2,2.05,2.15,1.66,0.25,1.98,1.83
EC,6/8/2019,Bromley,Ebbsfleet,3,1,H,2,0,H,,,,,,,0,0,2,3.5,3.6,1.95,1.85,-0.5,2.02,1.77,2,3.5,3.6,1.9,1.9,-0.5,1.98,1.83
EC,6/8/2019,Dover Athletic,Dag and Red,1,2,A,1,1,D,,,,,,,0,0,2.1,3.5,3.3,2.05,1.75,-0.25,1.8,2,1.85,3.8,3.75,2.05,1.75,-0.5,1.83,1.98
EC,6/8/2019,Fylde,Chorley,0,0,D,0,0,D,,,,,,,0,0,1.5,4.33,6,1.72,2.07,-1,1.85,1.95,1.57,4,5.5,1.75,2.05,-1,2.05,1.75
EC,6/8/2019,Halifax,Hartlepool,2,0,H,0,0,D,,,,,,,0,0,2.45,3.2,2.87,2.1,1.7,-0.25,2.05,1.75,2.37,3.2,3,2.05,1.75,-0.25,2.02,1.77
EC,6/8/2019,Maidenhead,Chesterfield,1,1,D,0,0,D,,,,,,,0,0,2.87,3.5,2.3,2.1,1.7,0,2,1.8,2.8,3.2,2.55,2.35,1.57,0,1.93,1.88
EC,6/8/2019,Notts County,Stockport,1,1,D,1,0,H,,,,,,,0,0,2.25,3.5,3,2,1.8,-0.25,1.95,1.85,2.2,3.5,3.1,2.15,1.66,-0.25,1.98,1.83
EC,6/8/2019,Solihull,Torquay,3,0,H,3,0,H,,,,,,,0,0,1.9,3.75,3.6,1.95,1.85,-0.5,1.95,1.85,1.9,3.6,3.75,1.95,1.85,-0.5,1.92,1.87
EC,6/8/2019,Sutton,Barnet,1,1,D,0,1,A,,,,,,,0,0,2.37,3.5,2.8,2.15,1.66,-0.25,2.02,1.77,2.37,3.5,2.8,2.2,1.65,-0.25,2.02,1.77
EC,6/8/2019,Woking,Aldershot,0,1,A,0,1,A,,,,,,,0,0,2.25,3.5,2.9,2,1.8,-0.25,2,1.8,2.2,3.5,3,2.1,1.7,-0.25,1.93,1.88
EC,6/8/2019,Yeovil,Eastleigh,1,0,H,1,0,H,,,,,,,0,0,2.25,3.4,3.1,2.07,1.72,-0.25,2.02,1.77,2.5,3.4,2.75,2.07,1.72,0,1.8,2
E0,9/8/2019,Liverpool,Norwich,4,1,H,4,0,H,15,12,7,5,11,2,0,0,1.14,10,19,1.4,3,-2.25,1.96,1.94,1.14,9.5,21,1.3,3.5,-2.25,1.91,1.99
SC1,9/8/2019,Partick,Dundee United,1,2,A,1,0,H,9,9,4,4,4,8,0,0,2.8,3.25,2.5,2,1.8,0,2.02,1.83,3.4,3.3,2.15,2,1.8,0.25,1.95,1.9
F1,9/8/2019,Monaco,Lyon,0,3,A,0,2,A,7,13,1,3,2,5,1,0,3,3.3,2.37,1.9,1.9,0,2.07,1.72,3.5,3.4,2.05,1.8,2,0.25,2.04,1.86
F2,9/8/2019,Ajaccio,Caen,1,2,A,0,2,A,23,6,7,4,13,7,1,1,2.6,3,2.9,2.6,1.47,0,1.77,2.1,2.15,3,3.75,3.4,1.33,-0.25,1.85,2
F2,9/8/2019,Chambly,Grenoble,0,0,D,0,0,D,5,7,1,2,7,1,0,0,2.45,3,3.1,2.6,1.47,0,1.75,2.13,2.15,3.1,3.75,2.5,1.5,-0.25,1.83,2.02
F2,9/8/2019,Guingamp,Orleans,1,0,H,1,0,H,11,8,5,4,3,5,0,0,1.8,3,5,2.3,1.6,-0.5,1.85,2,1.7,3.1,5.75,2.25,1.61,-0.75,2.05,1.8
F2,9/8/2019,Le Mans,Valenciennes,1,2,A,0,0,D,21,12,7,5,12,2,0,0,2.3,2.8,3.3,2.35,1.57,-0.25,2.05,1.8,2.05,2.87,4,1.95,1.85,-0.25,1.85,2
F2,9/8/2019,Nancy,Lorient,1,1,D,0,0,D,7,9,2,2,3,7,0,1,3.2,3,2.25,2.35,1.57,0.25,1.8,2.05,3.3,3,2.2,2.3,1.6,0.25,1.85,2
F2,9/8/2019,Niort,Chateauroux,3,0,H,1,0,H,17,8,11,0,3,4,0,1,2.05,2.9,3.9,2.4,1.53,-0.25,1.88,1.98,2.37,2.9,3.3,2.5,1.5,-0.25,2.1,1.77
F2,9/8/2019,Rodez,Paris FC,2,1,H,1,1,D,8,7,5,3,6,2,0,1,2.5,2.75,3,3.1,1.36,0,1.8,2.05,2.4,2.8,3,3.4,1.33,-0.25,2.1,1.77
F2,9/8/2019,Sochaux,Auxerre,1,0,H,0,0,D,8,6,3,0,3,5,0,0,2.75,2.9,2.6,2.35,1.57,0.25,1.7,2.1,4.75,2.9,1.95,2.87,1.4,0.25,2.15,1.73
F2,9/8/2019,Troyes,Le Havre,1,2,A,0,1,A,15,11,5,5,10,5,0,1,2.1,3,3.5,2.35,1.57,-0.25,1.98,1.88,2.05,3,3.6,2.5,1.5,-0.25,1.8,2.05
B1,9/8/2019,Anderlecht,Mechelen,0,0,D,0,0,D,12,1,4,0,8,1,0,1,1.75,4.2,4,1.6,2.3,-0.75,1.98,1.88,1.95,4.2,3.2,1.65,2.2,-0.5,1.95,1.9
N1,9/8/2019,Sparta Rotterdam,VVV Venlo,4,1,H,0,1,A,17,6,8,2,2,4,0,0,1.95,3.5,3.5,1.61,2.25,-0.5,2.03,1.87,1.65,3.6,5.5,1.61,2.25,-0.75,1.91,1.99
P1,9/8/2019,Portimonense,Belenenses,0,0,D,0,0,D,16,8,5,2,5,5,0,0,1.9,3.2,4.33,2,1.8,-0.5,2,1.9,1.61,3.75,5.5,1.95,1.85,-1,2.05,1.75
E0,10/8/2019,West Ham,Man City,0,5,A,0,1,A,5,14,3,9,1,1,0,0,12,6.5,1.22,1.44,2.75,1.75,2,1.9,12,7,1.25,1.4,3,1.75,1.95,1.95
E0,10/8/2019,Bournemouth,Sheffield United,1,1,D,0,0,D,13,8,3,3,3,4,0,0,1.95,3.6,3.6,1.9,1.9,-0.5,2.01,1.89,1.95,3.7,4.2,1.9,1.9,-0.5,1.95,1.95
E0,10/8/2019,Burnley,Southampton,3,0,H,0,0,D,10,11,4,3,2,7,0,0,2.62,3.2,2.75,2.1,1.72,0,1.92,1.98,2.7,3.25,2.9,2.1,1.72,0,1.87,2.03
E0,10/8/2019,Crystal Palace,Everton,0,0,D,0,0,D,6,10,2,3,6,2,0,1,3,3.25,2.37,2.2,1.66,0.25,1.85,2.05,3.4,3.5,2.25,2.2,1.66,0.25,1.82,2.08
E0,10/8/2019,Watford,Brighton,0,3,A,0,1,A,11,5,3,3,5,2,0,0,1.9,3.4,4,2.1,1.72,-0.5,1.95,1.95,2.1,3.25,4.2,2.1,1.72,-0.5,2.04,1.86
E0,10/8/2019,Tottenham,Aston Villa,3,1,H,0,1,A,31,7,7,4,14,0,0,0,1.3,5.25,10,1.66,2.2,-1.5,1.97,1.93,1.36,5.5,9,1.57,2.37,-1.5,2.1,1.7
E1,10/8/2019,Leeds,Nott'm Forest,1,1,D,0,0,D,14,6,4,1,10,3,0,0,1.5,3.8,8,1.8,2,-1,1.91,1.99,1.57,4,7,1.72,2.1,-1,2.04,1.86
E1,10/8/2019,Birmingham,Bristol City,1,1,D,0,0,D,12,8,3,5,5,8,0,0,2.55,3.2,2.75,2.1,1.72,0,1.87,2.03,2.8,3.2,2.87,2.2,1.66,0,1.95,1.95
E1,10/8/2019,Cardiff,Luton,2,1,H,0,0,D,16,8,4,2,3,3,0,0,1.85,3.5,4.2,1.9,1.9,-0.5,1.89,2.01,1.9,3.6,4.5,1.8,2,-0.5,1.94,1.96
E1,10/8/2019,Charlton,Stoke,3,1,H,1,1,D,5,12,3,3,1,4,0,0,3.3,3.3,2.2,2.1,1.72,0.25,1.98,1.92,3.2,3.2,2.5,2.37,1.57,0.25,1.72,2.07
E1,10/8/2019,Derby,Swansea,0,0,D,0,0,D,17,13,3,3,8,3,0,0,2.15,3.4,3.3,1.9,1.9,-0.25,1.95,1.95,2.35,3.4,3.3,1.9,1.9,-0.25,2.03,1.87
E1,10/8/2019,Fulham,Blackburn,2,0,H,1,0,H,12,9,2,0,5,5,0,0,1.75,3.75,4.5,1.66,2.2,-0.75,1.99,1.91,1.75,3.9,5,1.66,2.2,-0.75,2,1.9
E1,10/8/2019,Hull,Reading,2,1,H,2,0,H,14,13,5,4,5,7,0,0,2,3.4,3.75,1.8,2,-0.5,2.08,1.82,2,3.6,4,1.8,2,-0.5,1.98,1.92
E1,10/8/2019,Middlesbrough,Brentford,0,1,A,0,0,D,14,9,5,2,7,3,0,0,2.3,3.4,3,1.9,1.9,-0.25,2.09,1.81,2.5,3.4,3,1.8,2,-0.25,2.07,1.72
E1,10/8/2019,Preston,Wigan,3,0,H,2,0,H,16,11,5,6,8,7,0,0,2.1,3.4,3.5,2,1.8,-0.25,1.86,2.04,2.15,3.5,3.6,2,1.8,-0.25,1.92,1.98
E1,10/8/2019,QPR,Huddersfield,1,1,D,0,0,D,17,6,5,4,7,0,0,0,2.6,3.25,2.7,2,1.8,0,1.95,1.95,2.62,3.3,2.9,2.1,1.72,-0.25,2.1,1.7
E1,10/8/2019,Sheffield Weds,Barnsley,2,0,H,1,0,H,16,11,7,3,6,4,0,0,2.1,3.25,3.5,2,1.8,-0.25,1.94,1.96,2.15,3.4,3.8,1.8,2,-0.25,1.83,2.07
E1,10/8/2019,West Brom,Millwall,1,1,D,0,0,D,10,9,4,2,8,1,0,0,1.85,3.6,4,1.9,1.9,-0.5,1.92,1.98,1.9,3.6,4.5,2.2,1.66,-0.5,1.89,2.01
E2,10/8/2019,Bolton,Coventry,0,0,D,0,0,D,5,24,2,7,2,4,0,0,4.75,4.2,1.5,1.67,2.15,1,,,15,6,1.2,1.57,2.35,2,1.93,1.93
E2,10/8/2019,Bristol Rvs,Wycombe,0,0,D,0,0,D,10,7,3,4,3,6,0,0,2.15,3.4,3.25,2.1,1.7,-0.25,1.93,1.93,2.25,3.5,3.4,2.1,1.7,-0.25,1.93,1.93
E2,10/8/2019,Fleetwood Town,AFC Wimbledon,2,1,H,0,1,A,15,7,4,3,6,4,0,0,1.8,3.5,4.5,2.15,1.66,-0.5,1.8,2.05,1.75,3.6,5.5,2.2,1.65,-0.75,2,1.85
E2,10/8/2019,Gillingham,Burton,1,2,A,1,2,A,14,13,2,6,6,4,0,0,2.8,3.4,2.4,2,1.8,0.25,1.75,2.05,2.9,3.6,2.5,1.95,1.85,0.25,1.75,2.05
E2,10/8/2019,Ipswich,Sunderland,1,1,D,1,0,H,17,3,7,1,8,1,0,0,2.6,3.4,2.6,2.1,1.7,0,1.95,1.9,2.9,3.25,2.7,2.35,1.57,0,2.02,1.83
E2,10/8/2019,Milton Keynes Dons,Shrewsbury,1,0,H,0,0,D,11,11,2,1,7,8,0,0,2,3.2,3.6,2.07,1.72,-0.25,1.8,2.05,2.5,3.25,3.2,2.15,1.66,-0.25,2.1,1.77
E2,10/8/2019,Oxford,Peterboro,1,0,H,1,0,H,8,7,2,2,3,9,0,0,2.1,3.6,3.25,1.8,2,-0.25,1.85,2,2.3,3.6,3.25,1.85,1.95,-0.25,1.9,1.95
E2,10/8/2019,Portsmouth,Tranmere,2,0,H,1,0,H,17,9,6,3,5,2,0,0,1.65,4,5,1.9,1.9,-0.75,1.88,1.98,1.61,4,6.25,2.15,1.66,-0.75,1.8,2.05
E2,10/8/2019,Rochdale,Doncaster,1,1,D,0,0,D,9,15,4,3,3,8,0,0,2.9,3.4,2.3,1.8,2,0.25,1.83,2.02,3.1,3.5,2.37,1.8,2,0.25,1.83,2.02
E2,10/8/2019,Rotherham,Lincoln,0,2,A,0,1,A,17,3,3,3,11,9,0,0,1.95,3.5,3.8,2,1.8,-0.5,1.98,1.88,2.05,3.6,3.8,1.95,1.85,-0.5,2.02,1.83
E2,10/8/2019,Southend,Blackpool,1,3,A,0,3,A,18,8,4,3,5,6,0,1,2.87,3.4,2.37,2.15,1.66,0,2.1,1.77,3.2,3.3,2.45,2.4,1.53,0.25,1.8,2.05
E3,10/8/2019,Grimsby,Bradford,1,1,D,0,0,D,19,13,3,4,10,2,0,0,3.2,3.4,2.2,2.07,1.72,0.25,1.9,1.95,3.4,3.4,2.3,2.1,1.7,0.25,1.8,2.05
E3,10/8/2019,Cambridge,Newport County,0,0,D,0,0,D,9,13,2,4,4,7,0,0,2.87,3.4,2.37,2.2,1.65,0,2.05,1.8,3,3.4,2.5,2.25,1.61,0,2.05,1.8
E3,10/8/2019,Cheltenham,Scunthorpe,4,1,H,0,0,D,22,8,10,2,6,2,0,0,2.75,3.5,2.4,2,1.8,0.25,1.72,2.07,2.8,3.4,2.7,2.15,1.66,0,1.9,1.95
E3,10/8/2019,Crawley Town,Salford,2,0,H,1,0,H,30,7,9,1,10,3,0,0,3.1,3.25,2.3,2.05,1.75,0.25,1.8,2.05,3.5,3.5,2.2,2,1.8,0.25,1.95,1.9
E3,10/8/2019,Macclesfield,Leyton Orient,3,0,H,1,0,H,12,9,7,3,5,9,0,0,3,3.25,2.37,2.07,1.72,0.25,1.72,2.07,2.87,3.3,2.7,2.07,1.72,0,1.95,1.9
E3,10/8/2019,Mansfield,Morecambe,2,2,D,1,2,A,18,8,5,4,8,6,1,0,1.61,3.8,5.5,2.05,1.75,-0.75,1.8,2.05,1.57,4,7,2,1.8,-0.75,1.77,2.1
E3,10/8/2019,Oldham,Crewe,1,2,A,1,2,A,13,16,3,8,11,5,0,0,2.62,3.5,2.5,2,1.8,0,2,1.85,2.87,3.4,2.6,2,1.8,0.25,1.72,2.07
E3,10/8/2019,Plymouth,Colchester,1,0,H,0,0,D,10,13,2,4,2,5,0,0,2.1,3.4,3.4,1.85,1.95,-0.25,1.83,2.02,2.2,3.6,3.4,1.95,1.85,-0.25,1.95,1.9
E3,10/8/2019,Port Vale,Northampton,1,1,D,1,1,D,16,10,7,4,7,9,0,0,2.45,3.25,2.87,2.1,1.7,0,1.8,2.05,2.5,3.4,3,2.2,1.65,-0.25,2.1,1.7
E3,10/8/2019,Stevenage,Exeter,0,1,A,0,0,D,7,11,1,4,4,4,0,0,2.75,3.3,2.5,2.25,1.61,0,2,1.85,2.9,3.3,2.62,2.35,1.57,0,1.98,1.88
E3,10/8/2019,Swindon,Carlisle,3,2,H,0,0,D,20,6,9,4,9,3,0,1,1.9,3.5,4,2,1.8,-0.5,1.93,1.93,1.7,4,5.25,1.95,1.85,-0.75,1.93,1.93
E3,10/8/2019,Walsall,Forest Green,1,1,D,0,1,A,16,3,5,1,7,2,0,0,2.45,3.3,2.87,2.05,1.75,-0.25,2.1,1.77,2.3,3.4,3.4,2.3,1.6,-0.25,1.95,1.9
EC,10/8/2019,Barrow,Eastleigh,2,0,H,0,0,D,,,,,,,0,0,2.25,3.3,3,2.15,1.66,-0.25,2,1.8,2.25,3.3,3,2.15,1.66,-0.25,2.02,1.77
EC,10/8/2019,Boreham Wood,Chesterfield,2,2,D,1,2,A,,,,,,,0,1,2.7,3.3,2.45,2.3,1.6,0,1.95,1.85,2.7,3.3,2.45,2.15,1.66,0,1.93,1.88
EC,10/8/2019,Bromley,Torquay,3,3,D,2,1,H,,,,,,,0,0,2,3.4,3.4,1.8,2,-0.25,1.83,1.98,2.2,3.3,3,1.8,2,-0.25,1.98,1.83
EC,10/8/2019,Dover Athletic,Wrexham,2,1,H,0,1,A,,,,,,,0,1,2.5,3.4,2.6,2.07,1.72,0,1.9,1.9,2.5,3.4,2.6,2,1.8,0,1.88,1.93
EC,10/8/2019,Fylde,Ebbsfleet,1,0,H,1,0,H,,,,,,,0,0,1.57,3.8,5,2,1.8,-0.75,1.77,2.02,1.55,3.8,5.25,1.8,2,-0.75,1.75,2.05
EC,10/8/2019,Halifax,Dag and Red,1,0,H,1,0,H,,,,,,,0,0,2.15,3.4,3,2.15,1.66,-0.25,1.9,1.9,2.25,3.4,2.75,2.25,1.61,-0.25,2.05,1.75
EC,10/8/2019,Maidenhead,Hartlepool,0,1,A,0,0,D,,,,,,,0,0,2.45,3.2,2.8,2.05,1.75,0,1.85,1.95,2.6,3.2,2.7,2.05,1.75,0,1.88,1.93
EC,10/8/2019,Solihull,Aldershot,2,1,H,1,0,H,,,,,,,0,0,1.61,3.75,5.5,2,1.8,-0.75,1.8,2,1.55,4.2,5.5,2,1.8,-1,2,1.8
EC,10/8/2019,Sutton,Chorley,2,2,D,1,2,A,,,,,,,0,0,2.05,3.4,3.2,2.07,1.72,-0.25,1.82,1.97,2.05,3.4,3.2,2.07,1.72,-0.25,1.85,1.95
EC,10/8/2019,Woking,Harrogate,1,0,H,1,0,H,,,,,,,0,0,3,3.25,2.25,1.85,1.95,0.25,1.8,2,2.8,3.25,2.3,1.8,2,0.25,1.83,1.98
EC,10/8/2019,Yeovil,Stockport,1,1,D,1,0,H,,,,,,,0,0,2.25,3.1,3,2.1,1.7,-0.25,2.02,1.77,3,3.1,2.3,2.1,1.7,0,2.1,1.7
EC,10/8/2019,Notts County,Barnet,1,2,A,1,1,D,,,,,,,0,0,2.05,3.4,3.2,2.15,1.66,-0.5,2.1,1.7,2.3,3.2,3,2.15,1.66,0,1.73,2.08
SC0,10/8/2019,Motherwell,Celtic,2,5,A,1,2,A,11,17,3,5,5,5,0,0,9,5,1.33,1.72,2.1,1.5,1.85,2,9,5,1.33,1.72,2.1,1.5,1.83,2.02
SC0,10/8/2019,St Johnstone,Livingston,2,2,D,0,2,A,7,11,4,8,2,5,0,0,2.3,3.2,3.1,2.37,1.57,-0.25,2.02,1.83,2.3,3.2,3.1,2.37,1.57,-0.25,2.1,1.77
SC0,10/8/2019,Hamilton,Kilmarnock,2,0,H,1,0,H,4,17,3,6,1,17,1,0,4.75,3.6,1.75,2.1,1.72,0.5,2.05,1.8,5.5,3.8,1.61,2.1,1.72,0.75,2,1.85
SC0,10/8/2019,Hearts,Ross County,0,0,D,0,0,D,7,15,2,3,8,6,0,0,1.85,3.5,4.2,2,1.8,-0.5,1.9,1.95,1.66,3.75,5,1.8,2,-0.75,1.93,1.93
SC1,10/8/2019,Dundee,Ayr,1,0,H,0,0,D,10,8,4,3,4,3,0,0,2,3.4,3.75,2,1.8,-0.5,2.02,1.83,2.25,3.4,3.1,1.95,1.85,-0.25,2.1,1.77
SC1,10/8/2019,Inverness C,Arbroath,2,1,H,1,1,D,17,6,9,4,8,2,0,0,1.57,3.75,6,1.85,1.95,-0.75,1.83,2.02,1.57,3.75,6,1.7,2.1,-0.75,1.8,2.05
SC1,10/8/2019,Morton,Alloa,4,1,H,1,1,D,16,8,9,3,11,0,0,1,2.1,3.3,3.5,2,1.8,-0.5,2.15,1.73,2.1,3.5,3.25,1.72,2.07,-0.25,1.83,2.02
SC1,10/8/2019,Queen of Sth,Dunfermline,1,1,D,0,1,A,7,10,4,5,3,5,0,0,2.8,3.25,2.5,2.07,1.72,0,2.05,1.8,3.4,3.25,2.2,2,1.8,0.25,1.98,1.88
SC2,10/8/2019,East Fife,Peterhead,1,1,D,1,1,D,18,8,5,4,13,6,0,0,2.15,3.75,2.8,1.8,2,-0.25,1.95,1.9,2.2,3.6,2.75,1.8,2,-0.25,2.02,1.83
SC2,10/8/2019,Falkirk,Dumbarton,6,0,H,5,0,H,14,5,10,4,9,4,0,0,1.45,4,6.5,1.65,2.2,-1,1.85,2,1.44,4.2,7.5,1.65,2.2,-1.25,2.02,1.77
SC2,10/8/2019,Forfar,Stranraer,1,0,H,0,0,D,15,10,9,5,6,3,0,0,1.72,3.5,4.33,1.7,2.1,-0.75,1.93,1.93,1.57,3.75,5,1.72,2.07,-0.75,1.88,1.98
SC2,10/8/2019,Montrose,Airdrie Utd,0,1,A,0,0,D,11,12,4,3,3,12,1,0,2.25,3.6,2.7,1.8,2,-0.25,2.02,1.83,2.15,3.6,2.87,1.8,2,-0.25,1.95,1.9
SC2,10/8/2019,Raith Rvs,Clyde,5,2,H,2,0,H,13,8,7,4,3,5,0,0,1.65,3.8,4.75,1.72,2.07,-0.75,1.93,1.93,1.9,3.6,4,1.72,2.07,-0.5,1.9,1.9
SC3,10/8/2019,Albion Rvs,Cove Rangers,4,4,D,1,3,A,9,10,5,6,1,5,0,0,4.75,3.6,1.65,1.6,2.3,0.75,1.93,1.93,5.5,4.5,1.45,1.6,2.3,1,1.95,1.85
SC3,10/8/2019,Annan Athletic,Elgin,1,1,D,0,0,D,13,6,6,3,5,0,0,0,1.7,3.75,4.2,1.61,2.25,-0.5,1.8,2,2,3.75,3.1,1.6,2.3,-0.25,1.85,1.95
SC3,10/8/2019,Cowdenbeath,Stirling,1,0,H,0,0,D,6,2,2,1,5,8,0,1,2.6,3.5,2.5,1.9,1.9,0,1.98,1.88,2.45,3.5,2.7,1.85,1.95,0,1.9,1.95
SC3,10/8/2019,Edinburgh City,Brechin,2,1,H,1,0,H,17,12,8,5,8,2,0,0,1.85,3.6,3.6,1.75,2.05,-0.5,1.93,1.93,1.7,3.8,4.75,1.75,2.05,-0.75,1.9,1.9
SC3,10/8/2019,Queens Park,Stenhousemuir,1,1,D,0,0,D,17,6,4,1,7,4,0,0,2.2,3.5,2.87,1.8,2,-0.25,2,1.85,2.1,3.5,3,1.8,2,-0.25,1.95,1.9
F1,10/8/2019,Marseille,Reims,0,2,A,0,0,D,10,8,2,5,5,3,0,0,1.66,3.5,6,2,1.8,-0.75,1.87,2.03,1.66,3.4,6,2.1,1.72,-0.75,2.02,1.88
F1,10/8/2019,Angers,Bordeaux,3,1,H,3,1,H,14,8,4,3,4,3,0,0,2.37,3.1,3.2,2.5,1.53,-0.25,2.02,1.88,2.05,3.2,3.8,2.5,1.53,-0.25,1.75,2.05
F1,10/8/2019,Brest,Toulouse,1,1,D,1,0,H,16,13,5,3,4,7,0,0,2.37,3.2,3.1,2.1,1.72,-0.25,2.05,1.85,2,3.3,3.8,2,1.8,-0.5,2.1,1.8
F1,10/8/2019,Dijon,St Etienne,1,2,A,1,2,A,15,12,7,4,12,5,0,0,4,3.2,2.05,2,1.8,0.25,2.07,1.83,3.8,3.4,2,2,1.8,0.25,2.07,1.72
F1,10/8/2019,Montpellier,Rennes,0,1,A,0,1,A,24,9,5,3,7,1,0,1,2.25,3.1,3.5,2.3,1.61,-0.25,1.97,1.93,2.2,3.2,3.5,2.3,1.61,-0.25,1.94,1.96
F1,10/8/2019,Nice,Amiens,2,1,H,1,0,H,17,8,6,2,7,3,0,1,2.2,3,3.8,2.5,1.53,-0.25,1.86,2.04,2.25,3,3.75,2.75,1.44,-0.25,1.98,1.92
F2,10/8/2019,Clermont,Lens,1,1,D,0,0,D,11,13,4,6,5,3,0,0,2.37,2.9,3.3,2.5,1.5,-0.25,2.05,1.8,2.37,2.87,3.1,2.25,1.61,-0.25,2.05,1.8
B1,10/8/2019,Oostende,Club Brugge,0,2,A,0,0,D,8,10,4,8,3,6,0,0,7,4.2,1.45,1.5,2.5,1.25,1.85,2,9.5,5.25,1.3,1.4,2.87,1.5,1.95,1.9
B1,10/8/2019,Cercle Brugge,Kortrijk,1,3,A,1,0,H,13,11,6,9,2,3,0,0,2.5,3.5,2.62,1.61,2.25,0,1.9,1.95,2.8,3.5,2.37,1.61,2.25,0.25,1.72,2.07
B1,10/8/2019,Eupen,Waasland-Beveren,1,1,D,0,1,A,4,7,1,4,4,7,0,0,1.83,3.6,4.2,1.6,2.3,-0.5,1.88,1.98,1.83,3.75,4.2,1.5,2.5,-0.5,1.9,1.95
B1,10/8/2019,Genk,Waregem,0,2,A,0,1,A,10,8,3,7,3,2,0,0,1.22,6,13,1.36,3.1,-2,2,1.8,1.16,7.5,13,1.33,3.4,-2,1.85,2
N1,10/8/2019,Groningen,Twente,1,3,A,0,0,D,9,7,4,4,3,0,2,0,1.9,3.6,3.8,1.8,2,-0.5,1.98,1.92,2,3.5,3.6,2.05,1.75,-0.25,1.85,2.05
N1,10/8/2019,Ajax,FC Emmen,5,0,H,1,0,H,32,5,12,0,7,3,0,0,1.1,10,17,1.22,4.2,-2.75,1.84,2.06,1.05,13,26,1.16,5,-3.25,1.91,1.99
N1,10/8/2019,Willem II,Vitesse,0,2,A,0,0,D,7,17,1,10,4,7,0,0,2.87,3.4,2.37,1.7,2.1,0.25,1.78,2.13,2.9,3.6,2.25,1.65,2.2,0.25,1.83,2.07
P1,10/8/2019,Santa Clara,Famalicao,0,2,A,0,1,A,22,14,6,6,14,6,0,0,2,3.3,3.75,2.2,1.65,-0.5,2.08,1.82,1.85,3.4,4.33,2.2,1.65,-0.5,1.95,1.95
P1,10/8/2019,Gil Vicente,Porto,2,1,H,0,0,D,13,16,7,5,4,6,0,0,11,5,1.28,1.66,2.15,1.5,1.97,1.93,11,5,1.28,1.7,2.1,1.5,1.93,1.97
