Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2021/2022,14/3/2022,16:00,Rubin Kazan,FK Rostov,1,2,A,2.42,3.12,3.33,2.45,3.34,3.38,2.38,3.12,3.2
Russia,Premier League,2021/2022,19/3/2022,9:00,Ural,Khimki,0,1,A,1.95,3.26,4.62,2.05,3.34,4.62,1.96,3.16,4.39
Russia,Premier League,2021/2022,19/3/2022,11:00,Nizhny Novgorod,Spartak Moscow,1,1,D,5.89,3.79,1.66,6.1,3.94,1.7,5.57,3.72,1.66
Russia,Premier League,2021/2022,19/3/2022,13:30,Akhmat Grozny,Lokomotiv Moscow,2,3,A,2.04,3.39,4,2.1,3.64,4.05,2.02,3.44,3.78
Russia,Premier League,2021/2022,19/3/2022,16:30,Zenit,Arsenal Tula,3,0,H,1.2,7,14.32,1.26,7.2,15,1.22,6.64,13.17
Russia,Premier League,2021/2022,20/3/2022,11:00,CSKA Moscow,Rubin Kazan,6,1,H,1.43,4.66,7.94,1.45,5.19,8.91,1.41,4.73,7.89
Russia,Premier League,2021/2022,20/3/2022,11:00,Ufa,Krasnodar,1,1,D,2.62,3.18,2.98,2.7,3.25,3.09,2.57,3.12,2.94
Russia,Premier League,2021/2022,20/3/2022,13:30,Sochi,Krylya Sovetov,2,3,A,2.17,3.26,3.76,2.22,3.5,3.76,2.16,3.27,3.55
Russia,Premier League,2021/2022,20/3/2022,17:00,Dynamo Moscow,FK Rostov,1,1,D,1.55,4.07,6.86,1.56,4.9,10,1.49,4.23,7.13
Russia,Premier League,2021/2022,1/4/2022,17:00,Rubin Kazan,Khimki,2,3,A,2.81,3.32,2.66,3.09,3.5,2.66,2.85,3.33,2.52
Russia,Premier League,2021/2022,2/4/2022,12:00,Arsenal Tula,Akhmat Grozny,0,0,D,3.73,3.38,2.13,3.92,3.52,2.17,3.66,3.37,2.09
Russia,Premier League,2021/2022,2/4/2022,12:00,Krylya Sovetov,Ufa,1,2,A,2.09,3.05,4.37,2.14,3.35,4.7,2.05,3.17,4.18
Russia,Premier League,2021/2022,2/4/2022,14:30,FK Rostov,Nizhny Novgorod,1,2,A,1.8,3.38,5.42,1.85,3.54,5.5,1.81,3.34,5.2
Russia,Premier League,2021/2022,2/4/2022,17:30,Lokomotiv Moscow,Spartak Moscow,1,0,H,3.94,3.56,2,4.26,3.58,2.11,3.86,3.46,2.01
Russia,Premier League,2021/2022,3/4/2022,12:00,Krasnodar,Dynamo Moscow,0,1,A,3.67,3.68,2.04,3.75,3.88,2.11,3.61,3.61,2.04
Russia,Premier League,2021/2022,3/4/2022,14:30,CSKA Moscow,Ural,2,2,D,1.53,4.24,6.73,1.6,4.48,8.7,1.51,4.15,7.04
Russia,Premier League,2021/2022,3/4/2022,17:00,Sochi,Zenit,0,0,D,5.11,3.93,1.7,5.11,4.12,1.81,4.56,3.79,1.77
Russia,Premier League,2021/2022,6/4/2022,17:00,FK Rostov,Krylya Sovetov,1,0,H,2.64,3.11,3.01,2.87,3.26,3.01,2.68,3.08,2.87
Russia,Premier League,2021/2022,9/4/2022,12:00,Khimki,CSKA Moscow,4,2,H,5.76,4.42,1.57,6.05,4.42,1.63,5.69,4.23,1.57
Russia,Premier League,2021/2022,9/4/2022,12:00,Nizhny Novgorod,Dynamo Moscow,0,1,A,5.88,4.01,1.62,7,4.1,1.64,6.14,3.92,1.59
Russia,Premier League,2021/2022,9/4/2022,14:30,Rubin Kazan,Krasnodar,0,1,A,2.03,3.89,3.51,2.06,3.9,3.85,2,3.69,3.62
Russia,Premier League,2021/2022,9/4/2022,17:30,Akhmat Grozny,Zenit,0,2,A,4.72,4,1.74,5.3,4.2,1.83,4.49,3.88,1.77
Russia,Premier League,2021/2022,10/4/2022,10:00,Ural,Krylya Sovetov,0,1,A,2.93,2.92,2.87,2.93,3.13,2.95,2.85,2.95,2.79
Russia,Premier League,2021/2022,10/4/2022,12:00,Ufa,Sochi,1,2,A,2.85,3.18,2.72,2.85,3.32,2.77,2.77,3.16,2.71
Russia,Premier League,2021/2022,10/4/2022,14:30,Spartak Moscow,Arsenal Tula,3,0,H,1.41,4.85,8.27,1.44,4.94,8.6,1.41,4.69,7.95
Russia,Premier League,2021/2022,10/4/2022,17:30,FK Rostov,Lokomotiv Moscow,4,1,H,2.62,3.2,2.95,2.8,3.5,2.95,2.61,3.2,2.83
Russia,Premier League,2021/2022,15/4/2022,17:30,Dynamo Moscow,Akhmat Grozny,2,0,H,1.65,4.19,5.27,1.71,4.19,5.65,1.67,3.92,5.16
Russia,Premier League,2021/2022,16/4/2022,12:00,Ufa,CSKA Moscow,1,1,D,4.07,3.22,2.09,4.16,3.56,2.11,3.92,3.31,2.04
Russia,Premier League,2021/2022,16/4/2022,14:30,Zenit,Ural,3,1,H,1.19,7.1,15.86,1.23,7.5,17.2,1.2,6.87,14.6
Russia,Premier League,2021/2022,16/4/2022,17:00,Spartak Moscow,Rubin Kazan,1,1,D,1.49,4.18,7.85,1.61,4.91,9.13,1.46,4.36,7.65
Russia,Premier League,2021/2022,17/4/2022,12:00,Arsenal Tula,FK Rostov,1,2,A,3.77,3.49,2.07,3.78,3.54,2.37,3.52,3.34,2.16
Russia,Premier League,2021/2022,17/4/2022,14:30,Krylya Sovetov,Krasnodar,2,0,H,1.66,3.91,5.57,1.72,4.02,5.7,1.66,3.88,5.35
Russia,Premier League,2021/2022,17/4/2022,14:30,Sochi,Lokomotiv Moscow,2,2,D,1.71,4.14,5.1,1.8,4.14,5.55,1.71,3.9,4.9
Russia,Premier League,2021/2022,17/4/2022,17:00,Nizhny Novgorod,Khimki,0,0,D,3.02,3.13,2.62,3.11,3.24,2.72,2.95,3.08,2.61
Russia,Premier League,2021/2022,23/4/2022,12:00,Ural,Ufa,2,1,H,2.86,2.88,2.98,2.92,3.13,2.98,2.81,2.89,2.89
Russia,Premier League,2021/2022,23/4/2022,14:30,Lokomotiv Moscow,Nizhny Novgorod,2,1,H,1.96,3.5,4.18,2.04,3.76,4.8,1.96,3.53,3.93
Russia,Premier League,2021/2022,23/4/2022,17:00,Sochi,Akhmat Grozny,3,2,H,1.93,3.61,3.97,2.03,3.74,4.14,1.94,3.59,3.94
Russia,Premier League,2021/2022,24/4/2022,12:00,Khimki,Krylya Sovetov,4,1,H,3.71,3.54,2.07,3.71,3.64,2.16,3.58,3.5,2.08
Russia,Premier League,2021/2022,24/4/2022,12:00,Rubin Kazan,Arsenal Tula,1,0,H,1.8,4.06,4.28,1.83,4.16,4.48,1.8,3.98,4.16
Russia,Premier League,2021/2022,24/4/2022,14:30,FK Rostov,Spartak Moscow,3,2,H,3.55,3.17,2.3,3.55,3.2,2.52,3.33,3.12,2.36
Russia,Premier League,2021/2022,24/4/2022,17:30,CSKA Moscow,Dynamo Moscow,1,0,H,2.91,3.63,2.41,2.97,3.76,2.57,2.84,3.54,2.43
Russia,Premier League,2021/2022,25/4/2022,17:00,Krasnodar,Zenit,1,3,A,8.15,5.73,1.35,9.5,6,1.4,8.49,5.39,1.34
Russia,Premier League,2021/2022,30/4/2022,12:00,Dynamo Moscow,Ural,2,3,A,1.42,4.45,9.04,1.46,4.7,9.04,1.43,4.39,8.51
Russia,Premier League,2021/2022,30/4/2022,12:00,Rubin Kazan,Sochi,0,6,A,4.05,3.89,1.88,4.33,3.89,2.05,3.99,3.68,1.91
Russia,Premier League,2021/2022,30/4/2022,14:30,Krasnodar,FK Rostov,2,1,H,2.56,3.51,2.8,2.79,3.64,2.8,2.56,3.46,2.72
Russia,Premier League,2021/2022,30/4/2022,17:30,Zenit,Lokomotiv Moscow,3,1,H,1.22,7.33,14.83,1.25,7.9,14.83,1.22,6.84,13
Russia,Premier League,2021/2022,1/5/2022,12:00,Spartak Moscow,Krylya Sovetov,2,1,H,1.72,3.85,5.09,1.79,4.14,5.4,1.75,3.82,4.74
Russia,Premier League,2021/2022,1/5/2022,14:30,Khimki,Ufa,1,1,D,2.67,3.35,2.78,2.67,3.48,2.92,2.58,3.33,2.78
Russia,Premier League,2021/2022,1/5/2022,17:00,Akhmat Grozny,CSKA Moscow,2,0,H,2.77,3.53,2.57,2.81,3.7,2.68,2.71,3.49,2.55
Russia,Premier League,2021/2022,2/5/2022,17:00,Arsenal Tula,Nizhny Novgorod,2,2,D,2.79,3.14,2.82,2.86,3.25,2.89,2.77,3.09,2.76
Russia,Premier League,2021/2022,4/5/2022,17:00,Krasnodar,Lokomotiv Moscow,1,0,H,2.83,3.99,2.33,2.89,4.1,2.8,2.7,3.93,2.39
Russia,Premier League,2021/2022,6/5/2022,16:00,Krylya Sovetov,Dynamo Moscow,5,2,H,2.58,3.24,2.95,2.68,3.43,3.02,2.57,3.22,2.89
Russia,Premier League,2021/2022,7/5/2022,12:00,Ural,Spartak Moscow,1,3,A,3.48,3.34,2.24,3,3.7,2.49,2.89,3.51,2.39
Russia,Premier League,2021/2022,7/5/2022,14:30,Nizhny Novgorod,Akhmat Grozny,0,1,A,3.12,3.3,2.44,3.34,3.36,2.53,3.06,3.25,2.41
Russia,Premier League,2021/2022,7/5/2022,14:30,Zenit,Khimki,1,0,H,1.19,7.52,15.34,1.24,7.8,16.8,1.2,7.25,13.28
Russia,Premier League,2021/2022,7/5/2022,17:00,CSKA Moscow,Sochi,0,1,A,2.22,3.58,3.28,2.34,3.75,3.28,2.26,3.52,3.11
Russia,Premier League,2021/2022,8/5/2022,12:00,Ufa,FK Rostov,0,0,D,2.05,3.42,3.94,2.19,3.56,3.95,2.11,3.4,3.6
Russia,Premier League,2021/2022,8/5/2022,14:30,Arsenal Tula,Krasnodar,1,1,D,2.5,3.49,2.88,2.74,3.55,2.96,2.56,3.37,2.79
Russia,Premier League,2021/2022,8/5/2022,17:00,Lokomotiv Moscow,Rubin Kazan,1,0,H,2.5,3.59,2.82,2.72,3.76,2.89,2.54,3.58,2.68
Russia,Premier League,2021/2022,13/5/2022,17:00,Sochi,Nizhny Novgorod,0,0,D,1.56,4.28,6.23,1.56,4.95,7.3,1.51,4.45,6.23
Russia,Premier League,2021/2022,14/5/2022,12:00,Ufa,Arsenal Tula,2,1,H,1.66,3.99,5.49,1.72,4.15,5.49,1.65,3.97,5.26
Russia,Premier League,2021/2022,14/5/2022,14:30,FK Rostov,Khimki,2,1,H,2.31,3.36,3.3,2.31,3.73,3.56,2.18,3.5,3.32
Russia,Premier League,2021/2022,14/5/2022,14:30,Lokomotiv Moscow,Dynamo Moscow,3,3,D,3.79,4.09,1.9,4.11,4.1,2.05,3.73,3.91,1.92
Russia,Premier League,2021/2022,14/5/2022,17:00,Akhmat Grozny,Krylya Sovetov,1,0,H,2.31,3.82,2.95,2.48,3.87,2.96,2.34,3.69,2.87
Russia,Premier League,2021/2022,15/5/2022,12:00,Ural,Rubin Kazan,3,0,H,2.01,3.57,3.9,2.01,3.97,4.6,1.87,3.7,4.17
Russia,Premier League,2021/2022,15/5/2022,14:30,Spartak Moscow,Zenit,1,1,D,4.07,4.5,1.76,4.64,4.55,1.8,4.06,4.31,1.77
Russia,Premier League,2021/2022,15/5/2022,17:00,Krasnodar,CSKA Moscow,1,0,H,3.37,3.96,2.06,3.45,4,2.34,3.19,3.81,2.13
Russia,Premier League,2021/2022,21/5/2022,15:00,Arsenal Tula,Ural,1,2,A,8.76,4.96,1.38,9,5,1.48,8.05,4.73,1.41
Russia,Premier League,2021/2022,21/5/2022,15:00,CSKA Moscow,FK Rostov,4,0,H,1.57,4.63,5.42,1.67,4.67,5.8,1.6,4.35,5.19
Russia,Premier League,2021/2022,21/5/2022,15:00,Dynamo Moscow,Sochi,1,5,A,2.42,3.45,3.02,2.45,3.65,3.36,2.31,3.51,3.05
Russia,Premier League,2021/2022,21/5/2022,15:00,Khimki,Spartak Moscow,2,1,H,2.93,3.87,2.31,3.03,3.96,2.35,2.87,3.78,2.3
Russia,Premier League,2021/2022,21/5/2022,15:00,Krasnodar,Akhmat Grozny,1,1,D,2.87,4.11,2.26,2.97,4.2,2.41,2.81,3.97,2.27
Russia,Premier League,2021/2022,21/5/2022,15:00,Krylya Sovetov,Lokomotiv Moscow,0,1,A,1.85,4.12,3.98,1.94,4.15,4.2,1.88,3.98,3.78
Russia,Premier League,2021/2022,21/5/2022,15:00,Nizhny Novgorod,Zenit,1,0,H,4.28,3.58,1.92,4.42,3.72,2.01,4.11,3.54,1.92
Russia,Premier League,2021/2022,21/5/2022,15:00,Rubin Kazan,Ufa,1,2,A,3.1,3.79,2.24,3.25,3.79,2.37,3.1,3.6,2.24
Russia,Premier League,2021/2022,25/5/2022,10:30,SKA Khabarovsk,Khimki,1,0,H,2.99,2.81,2.83,3.03,3.19,2.9,2.91,2.86,2.74
Russia,Premier League,2021/2022,25/5/2022,15:30,Orenburg,Ufa,2,2,D,3.61,3.35,2.13,4.1,3.41,2.23,3.79,3.26,2.08
Russia,Premier League,2021/2022,28/5/2022,12:00,Khimki,SKA Khabarovsk,3,0,H,1.74,3.48,5.41,1.78,3.74,5.6,1.73,3.5,5.27
Russia,Premier League,2021/2022,28/5/2022,14:00,Ufa,Orenburg,1,2,A,2.11,3.21,3.85,2.15,3.37,4.32,2.06,3.24,3.88
