Date,Home,Away,HG,AG,Res
24/04/2023,Haka,Honka
29/04/2023,Lahti,Inter Turku
29/04/2023,HJK,Haka
29/04/2023,VPS,Honka
29/04/2023,Ilves,KTP
29/04/2023,Oulu,SJK
