Date,Home,Away,HG,AG,Res
08/05/2023,Barrow,Stevenage,,,D
08/05/2023,Bradford City,Leyton Orient,,,D
08/05/2023,Colchester United,Mansfield Town,,,D
08/05/2023,Grimsby Town,AFC Wimbledon,,,D
08/05/2023,Harrogate Town,Rochdale,,,D
08/05/2023,Newport County,Crewe Alexandra,,,D
08/05/2023,Salford City,Gillingham,,,D
08/05/2023,Stockport County,Hartlepool United,,,D
08/05/2023,Sutton United,Carlisle United,,,D
08/05/2023,Swindon Town,Crawley Town,,,D
08/05/2023,Tranmere Rovers,Northampton Town,,,D
08/05/2023,Walsall,Doncaster Rovers,,,D
