Date,Home,Away,HG,AG,Res
29/04/2023,Bochum,Borussia Dortmund,1,1,D
29/04/2023,RB Leipzig,Hoffenheim,1,0,H
29/04/2023,Union Berlin,Bayer Leverkusen,0,0,D
29/04/2023,FC Cologne,Freiburg,0,1,A
29/04/2023,Eintracht Frankfurt,Augsburg,1,1,D
29/04/2023,Stuttgart,Borussia M'gladbach,2,1,H
30/04/2023,Schalke 04,Werder Bremen,2,1,H
30/04/2023,Bayern Munich,Hertha Berlin,,,D
30/04/2023,Wolfsburg,Mainz,,,D
