Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
T1,24/12/2020,Sivasspor,Genclerbirligi,3,1,Sivasspor,Sivasspor,1,0.8300000000000001,1.83,3.6,4.0,-1.0,-0.5,Sivasspor,1.02,2.02,1.83,0.43817875725893096,-1.0
T1,24/12/2020,Ankaragucu,Besiktas,0,1,Besiktas,Besiktas,1,0.6599999999999999,4.75,3.75,1.66,0.5,0.75,Besiktas,0.8300000000000001,2.02,1.83,0.40374522161114207,-0.5
T1,24/12/2020,Rizespor,Antalyaspor,2,1,Rizespor,Rizespor,1,1.2000000000000002,2.2,3.4,3.25,0.25,-0.25,Rizespor,0.8999999999999999,1.9,1.95,0.3976207920150551,0.25
E0,26/12/2020,Leicester,Man United,2,2,Draw,Leicester,0,-1,2.9,3.6,2.3,0.25,0.25,Leicester,0.42500000000000004,1.85,2.08,0.4240605404460478,0.25
E0,26/12/2020,Aston Villa,Crystal Palace,3,0,Aston Villa,Aston Villa,1,0.8999999999999999,1.9,3.75,3.8,-0.5,-0.5,Aston Villa,0.77,1.77,2.02,0.5453196172583291,-0.5
E0,26/12/2020,Fulham,Southampton,0,0,Draw,Southampton,0,-1,3.2,3.3,2.3,0.0,0.25,Draw,0,2.02,1.91,0.42636420610203984,-0.0
E0,26/12/2020,Arsenal,Chelsea,3,1,Arsenal,Chelsea,0,-1,4.0,3.6,1.9,0.75,0.5,Arsenal,-1,1.93,2.0,0.458496157460939,-0.75
E0,26/12/2020,Man City,Newcastle,2,0,Man City,Man City,1,0.1100000000000001,1.11,10.0,19.0,-2.5,-2.5,Newcastle,-1,1.96,1.97,0.5268479634724754,-2.5
E0,26/12/2020,Sheffield United,Everton,0,1,Everton,Everton,1,0.8500000000000001,4.2,3.6,1.85,0.25,0.5,Everton,0.5,1.93,2.0,0.47123085154271604,-0.25
E1,26/12/2020,Barnsley,Huddersfield,2,1,Barnsley,Barnsley,1,1.1,2.1,3.4,3.5,-0.25,-0.25,Barnsley,0.51,2.02,1.88,0.40324389066148675,-0.25
E1,26/12/2020,Blackburn,Sheffield Weds,1,1,Draw,Blackburn,0,-1,1.7,3.75,5.0,-0.75,-0.75,Sheffield Weds,-0.5,1.97,1.93,0.5454826718076916,-0.75
E1,26/12/2020,Bristol City,Wycombe,2,1,Bristol City,Bristol City,1,0.8,1.8,3.6,4.33,-0.5,-0.5,Bristol City,0.97,1.97,1.93,0.47646889545023646,-0.5
E1,26/12/2020,Cardiff,Brentford,2,3,Brentford,Brentford,1,1.2000000000000002,3.3,3.2,2.2,0.25,0.25,Brentford,0.53,1.84,2.06,0.35960804702296756,-0.25
E1,26/12/2020,Coventry,Stoke,0,0,Draw,Stoke,0,-1,2.9,3.1,2.6,0.0,0.0,Draw,0,1.87,2.03,0.39143073894424246,-0.0
E1,26/12/2020,Derby,Preston,0,1,Preston,Derby,0,-1,2.3,3.25,3.2,-0.25,-0.25,Preston,-1,1.86,2.04,0.37546166442708123,-0.25
E1,26/12/2020,Nott'm Forest,Birmingham,0,0,Draw,Nott'm Forest,0,-1,2.2,3.25,3.25,-0.25,-0.25,Birmingham,-0.5,1.89,2.01,0.37242782236249156,-0.25
E1,26/12/2020,QPR,Swansea,0,2,Swansea,Swansea,1,1.4,3.0,3.2,2.4,0.25,0.25,Swansea,0.99,1.91,1.99,0.4416899772881514,-0.25
E1,26/12/2020,Reading,Luton,2,1,Reading,Reading,1,1.0499999999999998,2.05,3.3,3.6,-0.25,-0.5,Reading,0.5800000000000001,2.16,1.76,0.43876222152535477,-0.25
E1,26/12/2020,Watford,Norwich,1,0,Watford,Watford,1,1.5499999999999998,2.55,3.2,2.8,0.0,0.0,Watford,0.9099999999999999,1.91,1.99,0.35787124922688507,0.0
E2,26/12/2020,Charlton,Plymouth,2,2,Draw,Charlton,0,-1,1.9,4.0,3.6,-0.5,-0.5,Plymouth,-1,1.93,1.93,0.5795676141562793,-0.5
E2,26/12/2020,Crewe,Fleetwood Town,1,1,Draw,Crewe,0,-1,2.15,3.4,3.25,-0.25,-0.25,Fleetwood Town,-0.5,2.0,1.85,0.3767216462590158,-0.25
E2,26/12/2020,Lincoln,Burton,5,1,Lincoln,Lincoln,1,0.6599999999999999,1.66,4.0,4.75,-0.75,-0.75,Lincoln,0.9299999999999999,1.93,1.93,0.5836456897342811,-0.75
E2,26/12/2020,Milton Keynes Dons,Bristol Rvs,2,0,Milton Keynes Dons,Milton Keynes Dons,1,0.72,1.72,3.75,4.5,-0.5,-0.75,Milton Keynes Dons,0.8,1.8,2.05,0.43426193253034456,-0.5
E2,26/12/2020,Oxford,AFC Wimbledon,2,0,Oxford,Oxford,1,0.8,1.8,4.0,4.0,-0.75,-0.75,Oxford,0.8999999999999999,1.9,1.95,0.4172442265775734,-0.75
E2,26/12/2020,Wigan,Shrewsbury,1,1,Draw,Shrewsbury,0,-1,3.0,3.5,2.25,0.25,0.25,Wigan,-0.5,1.93,1.93,0.4118071691916558,-0.25
E3,26/12/2020,Cambridge,Leyton Orient,2,1,Cambridge,Cambridge,1,1.15,2.15,3.4,3.25,-0.25,-0.25,Cambridge,0.55,2.1,1.77,0.4225142354985005,-0.25
E3,26/12/2020,Exeter,Forest Green,1,1,Draw,Exeter,0,-1,2.3,3.3,3.0,-0.25,-0.25,Forest Green,-0.5,1.77,2.1,0.382802137587711,-0.25
E3,26/12/2020,Scunthorpe,Mansfield,2,3,Mansfield,Scunthorpe,0,-1,2.75,3.2,2.62,0.0,0.0,Mansfield,-1,2.08,1.73,0.3823949274382363,0.0
E3,26/12/2020,Southend,Colchester,2,0,Southend,Colchester,0,-1,2.62,3.3,2.62,0.0,0.0,Southend,-1,2.0,1.85,0.44911217871923,-0.0
E3,26/12/2020,Carlisle,Bolton,3,3,Draw,Carlisle,0,-1,1.65,3.75,5.25,-0.75,-0.75,Bolton,-0.5,2.05,1.8,0.5270429083918041,-0.75
E3,26/12/2020,Cheltenham,Stevenage,1,1,Draw,Cheltenham,0,-1,1.5,4.1,6.5,-1.0,-1.0,Stevenage,-1,2.05,1.8,0.5303715328192212,-1.0
E3,26/12/2020,Crawley Town,Newport County,1,1,Draw,Newport County,0,-1,2.8,3.4,2.4,0.25,0.0,Crawley Town,-0.5,1.85,2.0,0.38187877176865614,-0.25
E3,26/12/2020,Morecambe,Grimsby,3,1,Morecambe,Morecambe,1,0.8300000000000001,1.83,3.6,4.2,-0.75,-0.5,Morecambe,1.1,2.1,1.77,0.5367203999121435,-0.75
E3,26/12/2020,Oldham,Harrogate,1,2,Harrogate,Oldham,0,-1,2.0,3.5,3.5,-0.25,-0.25,Harrogate,-1,2.1,1.77,0.4451550165738281,-0.25
E3,26/12/2020,Port Vale,Barrow,0,2,Barrow,Port Vale,0,-1,2.15,3.25,3.25,-0.25,-0.25,Barrow,-1,2.02,1.83,0.4615283059257612,-0.25
E3,26/12/2020,Salford,Walsall,2,0,Salford,Salford,1,1.25,2.25,3.3,3.0,0.0,-0.25,Salford,0.8500000000000001,1.85,2.0,0.49421020969774276,0.0
E3,26/12/2020,Tranmere,Bradford,0,1,Bradford,Tranmere,0,-1,2.3,3.4,3.0,0.0,-0.25,Bradford,-1,1.85,2.0,0.46203348120718796,0.0
EC,26/12/2020,Aldershot,Woking,3,0,Aldershot,Aldershot,1,1.5,2.5,3.5,2.62,0.25,0.0,Aldershot,0.75,1.75,2.05,0.3714600868143364,0.25
EC,26/12/2020,Altrincham,Stockport,1,1,Draw,Altrincham,0,-1,4.0,3.75,1.83,0.5,0.5,Altrincham,0.98,1.98,1.83,0.4109036546696221,0.5
EC,26/12/2020,Eastleigh,Weymouth,0,0,Draw,Eastleigh,0,-1,1.75,3.75,4.5,-0.75,-0.75,Weymouth,-0.5,1.83,1.98,0.5462915169449031,-0.75
EC,26/12/2020,Hartlepool,Halifax,3,1,Hartlepool,Hartlepool,1,1.0,2.0,3.6,3.5,0.0,-0.25,Hartlepool,0.8799999999999999,1.88,1.93,0.3826033437018456,0.0
EC,26/12/2020,Maidenhead,Wealdstone,4,0,Maidenhead,Maidenhead,1,1.25,2.25,3.5,2.9,0.0,-0.25,Maidenhead,0.8,1.8,2.0,0.4600425406123606,0.0
EC,26/12/2020,Torquay,Yeovil,6,1,Torquay,Torquay,1,0.8,1.8,3.6,4.2,-0.5,-0.5,Torquay,0.95,1.95,1.85,0.5725563649435886,-0.5
EC,26/12/2020,Dover Athletic,Dag and Red,0,1,Dag and Red,Dag and Red,1,0.95,3.5,3.75,1.95,0.25,0.5,Dag and Red,0.365,2.08,1.73,0.3971053507959963,-0.25
SC0,26/12/2020,Rangers,Hibernian,1,0,Rangers,Rangers,1,0.25,1.25,5.75,10.0,-1.75,-1.5,Hibernian,-0.5,1.95,1.9,0.6169605626551063,-1.75
SC0,26/12/2020,Aberdeen,St Johnstone,2,1,Aberdeen,Aberdeen,1,0.8999999999999999,1.9,3.4,4.0,-0.25,-0.5,Aberdeen,0.42500000000000004,1.85,2.0,0.5727146705158024,-0.25
SC0,26/12/2020,Dundee United,Motherwell,1,1,Draw,Dundee United,0,-1,2.87,3.3,2.37,0.25,0.25,Dundee United,0.385,1.77,2.1,0.4238425041572792,0.25
SC0,26/12/2020,Hamilton,Celtic,0,3,Celtic,Celtic,1,0.1200000000000001,19.0,8.0,1.12,2.75,2.25,Celtic,0.46499999999999997,1.93,1.93,0.6047548556938594,-2.75
SC0,26/12/2020,Kilmarnock,Livingston,1,2,Livingston,Kilmarnock,0,-1,2.55,3.2,2.8,0.25,0.0,Livingston,-0.5,1.88,1.98,0.37019213687629976,0.25
SC0,26/12/2020,Ross County,St Mirren,0,2,St Mirren,St Mirren,1,1.37,3.1,3.2,2.37,0.25,0.25,St Mirren,0.9299999999999999,1.93,1.93,0.4028776246293795,-0.25
SC1,26/12/2020,Alloa,Raith Rvs,2,5,Raith Rvs,Raith Rvs,1,1.0,3.3,3.3,2.0,0.25,0.25,Raith Rvs,0.8,2.05,1.8,0.42756703396279094,-0.25
SC1,26/12/2020,Dunfermline,Arbroath,1,0,Dunfermline,Dunfermline,1,0.6000000000000001,1.6,3.6,4.75,-0.75,-0.75,Dunfermline,0.55,2.1,1.77,0.5390330533404387,-0.75
SC1,26/12/2020,Hearts,Ayr,5,3,Hearts,Hearts,1,0.3600000000000001,1.36,4.2,7.0,-1.5,-1.25,Hearts,0.8,1.8,2.0,0.4663810536446011,-1.5
SC1,26/12/2020,Queen of Sth,Dundee,1,3,Dundee,Dundee,1,0.8999999999999999,3.6,3.3,1.9,0.5,0.5,Dundee,0.9299999999999999,1.93,1.93,0.37772734052712675,-0.5
SC2,26/12/2020,Falkirk,Partick,0,0,Draw,Falkirk,0,-1,1.85,3.8,3.6,-0.25,-0.5,Partick,-0.5,2.1,1.77,0.4517823877130432,-0.25
SC2,26/12/2020,Clyde,Airdrie Utd,2,4,Airdrie Utd,Airdrie Utd,1,1.1,0.0,4.2,2.1,0.25,0.25,Airdrie Utd,0.98,1.88,1.98,0.37756303334735125,-0.25
SC2,26/12/2020,Forfar,Cove Rangers,0,1,Cove Rangers,Cove Rangers,1,0.3600000000000001,6.5,4.5,1.36,1.25,1.25,Forfar,-0.5,1.88,1.98,0.39052661039565884,-1.25
B1,26/12/2020,Club Brugge,Eupen,3,0,Club Brugge,Club Brugge,1,0.19999999999999996,1.2,6.5,13.0,-2.0,-2.0,Club Brugge,0.98,1.98,1.88,0.5471186499062999,-2.0
B1,26/12/2020,Waregem,Cercle Brugge,1,0,Waregem,Waregem,1,1.0,2.0,3.75,3.4,-0.25,-0.25,Waregem,0.5,2.0,1.85,0.4651157110814011,-0.25
B1,26/12/2020,Kortrijk,Gent,1,0,Kortrijk,Gent,0,-1,3.25,3.5,2.1,0.5,0.25,Kortrijk,-1,1.88,1.98,0.37215252399721,-0.5
B1,26/12/2020,Oud-Heverlee Leuven,Oostende,1,2,Oostende,Oud-Heverlee Leuven,0,-1,2.6,3.5,2.6,0.25,0.0,Oostende,-0.5,2.02,1.83,0.4559779115420096,0.25
B1,26/12/2020,Standard,St Truiden,1,2,St Truiden,Standard,0,-1,1.6,3.75,6.0,-0.5,-1.0,St Truiden,-1,1.85,2.0,0.4599471911650393,-0.5
T1,26/12/2020,Goztep,Karagumruk,1,1,Draw,Goztep,0,-1,2.05,3.6,3.2,0.0,-0.25,Draw,0,1.8,2.05,0.40321863207885994,0.0
T1,26/12/2020,Trabzonspor,Galatasaray,0,2,Galatasaray,Galatasaray,1,1.1,3.3,3.5,2.1,0.25,0.25,Galatasaray,0.8500000000000001,2.0,1.85,0.3825544128458856,-0.25
E0,27/12/2020,Leeds,Burnley,1,0,Leeds,Leeds,1,0.72,1.72,4.0,4.33,-0.75,-0.75,Leeds,0.44499999999999995,1.89,2.04,0.4562267876240486,-0.75
E0,27/12/2020,West Ham,Brighton,2,2,Draw,West Ham,0,-1,2.3,3.4,3.1,-0.25,-0.25,Brighton,-0.5,2.06,1.87,0.4821058261219511,-0.25
E0,27/12/2020,Liverpool,West Brom,1,1,Draw,Liverpool,0,-1,1.11,10.0,19.0,-2.5,-2.5,West Brom,-1,2.04,1.89,0.7117918437502817,-2.5
E0,27/12/2020,Wolves,Tottenham,1,1,Draw,Tottenham,0,-1,3.6,3.25,2.15,0.25,0.25,Wolves,-0.5,2.04,1.89,0.3704398035927173,-0.25
I2,27/12/2020,Reggiana,Reggina,0,1,Reggina,Reggiana,0,-1,2.5,3.1,2.9,0.0,0.0,Reggina,-1,1.77,2.1,0.49222838358605936,0.0
I2,27/12/2020,Ascoli,Spal,2,0,Ascoli,Spal,0,-1,3.8,3.4,1.9,0.5,0.5,Ascoli,-1,1.98,1.88,0.49842148056348734,-0.5
I2,27/12/2020,Cosenza,Pisa,1,1,Draw,Cosenza,0,-1,1.9,3.3,4.0,-0.25,-0.5,Pisa,-0.5,1.9,1.95,0.42788393569723704,-0.25
I2,27/12/2020,Frosinone,Pordenone,1,1,Draw,Frosinone,0,-1,2.1,3.1,3.8,0.5,-0.25,Frosinone,0.9299999999999999,1.93,1.93,0.41377051544829996,0.5
I2,27/12/2020,Lecce,Vicenza,2,1,Lecce,Lecce,1,0.6499999999999999,1.65,3.75,5.0,-1.0,-0.75,Draw,0,1.95,1.9,0.47262309895755367,-1.0
I2,27/12/2020,Venezia,Salernitana,1,2,Salernitana,Venezia,0,-1,2.0,3.1,4.0,-0.5,-0.5,Salernitana,-1,2.02,1.83,0.38850010335542784,-0.5
I2,27/12/2020,Virtus Entella,Pescara,3,0,Virtus Entella,Virtus Entella,1,1.62,2.62,2.9,2.87,0.0,0.0,Virtus Entella,1.1,2.1,1.77,0.3732252482552063,0.0
I2,27/12/2020,Brescia,Empoli,1,3,Empoli,Empoli,1,1.9,2.5,3.1,2.9,0.0,0.0,Empoli,0.8999999999999999,1.95,1.9,0.36663283243725114,-0.0
I2,27/12/2020,Cremonese,Monza,0,2,Monza,Monza,1,1.2000000000000002,3.8,2.9,2.2,0.25,0.25,Monza,0.9299999999999999,1.93,1.93,0.38066350663219234,-0.25
B1,27/12/2020,Antwerp,Charleroi,2,1,Antwerp,Antwerp,1,1.0499999999999998,2.05,3.4,3.6,-0.25,-0.5,Antwerp,0.41500000000000004,1.83,2.02,0.4087716936596228,-0.25
B1,27/12/2020,Genk,Waasland-Beveren,1,1,Draw,Genk,0,-1,1.28,5.5,9.5,-1.5,-1.5,Waasland-Beveren,-1,1.9,1.95,0.6498573619626272,-1.5
B1,27/12/2020,Anderlecht,Beerschot VA,2,0,Anderlecht,Anderlecht,1,0.7,1.7,4.0,4.5,-0.75,-0.75,Anderlecht,0.8300000000000001,1.83,2.02,0.5176905280351046,-0.75
B1,27/12/2020,Mechelen,Mouscron,2,1,Mechelen,Mechelen,1,0.5700000000000001,1.57,3.8,6.5,-1.0,-1.0,Draw,0,1.98,1.88,0.474969202339176,-1.0
N1,27/12/2020,Utrecht,AZ Alkmaar,2,2,Draw,AZ Alkmaar,0,-1,2.7,3.75,2.3,0.0,0.25,Draw,0,1.92,1.98,0.43465599845914354,-0.0
P1,27/12/2020,Famalicao,Gil Vicente,0,1,Gil Vicente,Famalicao,0,-1,2.45,3.0,3.1,0.0,-0.25,Gil Vicente,-1,2.07,1.83,0.4248924601470851,0.0
P1,27/12/2020,Nacional,Tondela,2,0,Nacional,Nacional,1,1.0,2.0,3.4,3.6,-0.25,-0.5,Nacional,0.9099999999999999,1.91,1.99,0.44563496956333,-0.25
P1,27/12/2020,Farense,Pacos Ferreira,1,1,Draw,Farense,0,-1,2.75,3.25,2.55,0.25,0.0,Farense,0.4,1.8,2.1,0.3692092810288882,0.25
P1,27/12/2020,Belenenses,Sp Lisbon,1,2,Sp Lisbon,Sp Lisbon,1,0.44999999999999996,7.0,4.33,1.45,1.25,1.0,Belenenses,-0.5,1.73,2.08,0.4244754632355425,-1.25
T1,27/12/2020,Gaziantep,Alanyaspor,3,1,Gaziantep,Gaziantep,1,1.9,2.9,3.6,2.25,0.25,0.25,Gaziantep,0.8500000000000001,1.85,2.0,0.4063267890307151,0.25
T1,27/12/2020,Denizlispor,Ankaragucu,1,2,Ankaragucu,Denizlispor,0,-1,2.15,3.4,3.3,0.0,-0.25,Ankaragucu,-1,1.83,2.02,0.42079708270315597,0.0
T1,27/12/2020,Yeni Malatyaspor,Erzurum BB,1,3,Erzurum BB,Yeni Malatyaspor,0,-1,1.72,3.6,4.33,-1.0,-0.75,Erzurum BB,-1,2.02,1.77,0.6231792426878118,-1.0
T1,27/12/2020,Buyuksehyr,Kasimpasa,2,2,Draw,Buyuksehyr,0,-1,1.53,4.0,5.75,-0.75,-1.0,Kasimpasa,-0.5,1.93,1.93,0.46213342209711367,-0.75
E0,28/12/2020,Crystal Palace,Leicester,1,1,Draw,Leicester,0,-1,3.75,3.5,2.0,0.25,0.5,Crystal Palace,-0.5,1.97,1.96,0.42635807399211717,-0.25
E0,28/12/2020,Chelsea,Aston Villa,1,1,Draw,Chelsea,0,-1,1.61,4.2,5.0,-1.0,-0.75,Aston Villa,-1,2.35,1.58,0.39994304800885033,-1.0
EC,28/12/2020,Woking,Eastleigh,0,0,Draw,Woking,0,-1,2.3,3.5,2.75,-0.25,0.0,Eastleigh,-0.5,1.88,1.93,0.4018562705056669,-0.25
EC,28/12/2020,Halifax,Altrincham,3,2,Halifax,Halifax,1,0.8999999999999999,1.9,3.5,3.8,-0.5,-0.5,Halifax,0.77,1.77,2.02,0.3975808592199301,-0.5
EC,28/12/2020,Notts County,Hartlepool,0,1,Hartlepool,Notts County,0,-1,2.1,3.4,3.4,-0.75,-0.25,Hartlepool,-1,2.02,1.77,0.4408247731814966,-0.75
EC,28/12/2020,Stockport,Wrexham,2,0,Stockport,Stockport,1,1.0,2.0,3.4,3.75,-0.5,-0.5,Stockport,0.8799999999999999,1.88,1.93,0.4076690401042124,-0.5
EC,28/12/2020,Weymouth,Torquay,3,4,Torquay,Torquay,1,0.6499999999999999,4.75,4.0,1.65,1.25,0.75,Weymouth,-0.5,1.83,1.98,0.4943262657662393,-1.25
EC,28/12/2020,Yeovil,Aldershot,3,0,Yeovil,Aldershot,0,-1,1.95,3.4,3.5,-0.25,-0.5,Yeovil,-1,1.98,1.83,0.39263147675440135,0.25
P1,28/12/2020,Rio Ave,Maritimo,1,3,Maritimo,Rio Ave,0,-1,1.85,3.4,4.33,-0.5,-0.5,Maritimo,-1,1.87,2.03,0.4011380332724618,-0.5
P1,28/12/2020,Boavista,Sp Braga,1,4,Sp Braga,Sp Braga,1,0.7,5.0,3.6,1.7,0.75,0.75,Sp Braga,0.81,2.09,1.81,0.3883157364506963,-0.75
T1,28/12/2020,Genclerbirligi,Kayserispor,3,2,Genclerbirligi,Genclerbirligi,1,1.25,2.25,3.25,3.2,-0.25,-0.25,Genclerbirligi,0.44999999999999996,1.9,1.95,0.42508697855852584,-0.25
T1,28/12/2020,Konyaspor,Rizespor,1,1,Draw,Konyaspor,0,-1,2.0,3.3,3.6,-0.25,-0.25,Rizespor,-0.5,1.8,2.05,0.475118723744386,-0.25
T1,28/12/2020,Besiktas,Sivasspor,3,0,Besiktas,Besiktas,1,0.75,1.75,3.8,4.2,-0.5,-0.5,Besiktas,1.0499999999999998,2.05,1.8,0.4733219209435045,-0.5
E0,29/12/2020,Brighton,Arsenal,0,1,Arsenal,Brighton,0,-1,3.25,3.5,2.2,0.5,0.25,Arsenal,-1,1.77,2.02,0.4112804728142656,0.5
E0,29/12/2020,Burnley,Sheffield United,1,0,Burnley,Burnley,1,1.37,2.37,3.1,3.25,-0.25,-0.25,Burnley,0.53,2.06,1.87,0.47700973617287046,-0.25
E0,29/12/2020,Southampton,West Ham,0,0,Draw,Southampton,0,-1,2.1,3.6,3.4,-0.5,-0.25,West Ham,-1,2.04,1.89,0.4851340279213906,-0.5
E0,29/12/2020,West Brom,Leeds,0,5,Leeds,Leeds,1,1.0,3.6,3.6,2.0,0.75,0.5,Leeds,1.04,1.86,2.04,0.3999810177452615,-0.75
E0,29/12/2020,Man United,Wolves,1,0,Man United,Man United,1,0.53,1.53,4.2,6.25,-1.0,-1.0,Draw,0,1.96,1.97,0.504723606795324,-1.0
E1,29/12/2020,Birmingham,Derby,0,4,Derby,Birmingham,0,-1,2.8,3.0,2.75,0.0,0.0,Derby,-1,1.97,1.93,0.427255647708928,0.0
E1,29/12/2020,Sheffield Weds,Middlesbrough,2,1,Sheffield Weds,Middlesbrough,0,-1,3.8,3.1,2.15,0.25,0.25,Sheffield Weds,-1,2.04,1.86,0.4041023837978473,-0.25
E1,29/12/2020,Huddersfield,Blackburn,2,1,Huddersfield,Huddersfield,1,2.3,3.3,3.4,2.2,0.5,0.25,Huddersfield,0.8799999999999999,1.88,2.02,0.3726114795950298,0.5
E1,29/12/2020,Luton,Bristol City,2,1,Luton,Luton,1,1.15,2.15,3.25,3.6,-0.25,-0.25,Luton,0.405,1.81,2.09,0.4001224379304939,-0.25
E1,29/12/2020,Norwich,QPR,1,1,Draw,Norwich,0,-1,1.55,4.2,5.75,-1.0,-1.0,QPR,-1,2.02,1.77,0.5857005489827001,-1.0
E1,29/12/2020,Preston,Coventry,2,0,Preston,Preston,1,1.25,2.25,3.1,3.5,-0.25,-0.25,Preston,1.06,2.06,1.84,0.4628502273505277,-0.25
E1,29/12/2020,Rotherham,Barnsley,1,2,Barnsley,Rotherham,0,-1,3.8,3.3,2.05,0.25,0.25,Barnsley,-0.5,2.05,1.85,0.3692037968899263,0.25
E1,29/12/2020,Wycombe,Cardiff,2,1,Wycombe,Cardiff,0,-1,4.2,3.4,1.95,0.5,0.5,Wycombe,-1,1.99,1.91,0.4404107743133602,-0.5
E1,29/12/2020,Stoke,Nott'm Forest,1,1,Draw,Stoke,0,-1,2.5,3.1,3.0,0.0,-0.25,Draw,0,1.79,2.11,0.5213682677354387,0.0
E2,29/12/2020,Burton,Wigan,3,4,Wigan,Burton,0,-1,2.1,3.5,3.4,-0.25,-0.25,Wigan,-1,1.8,2.05,0.453620872144389,-0.25
E2,29/12/2020,Swindon,Milton Keynes Dons,1,4,Milton Keynes Dons,Milton Keynes Dons,1,1.0499999999999998,3.6,3.5,2.05,0.25,0.25,Milton Keynes Dons,0.9299999999999999,1.93,1.93,0.3895007235515917,-0.25
E2,29/12/2020,Northampton,Gillingham,3,1,Northampton,Gillingham,0,-1,3.0,3.25,2.45,0.0,0.0,Northampton,-1,1.93,1.93,0.43999152053954366,-0.0
E2,29/12/2020,Plymouth,Oxford,2,3,Oxford,Oxford,1,1.5499999999999998,2.62,3.5,2.55,-0.25,0.0,Oxford,0.8,2.05,1.8,0.36440313342292857,0.25
E2,29/12/2020,Shrewsbury,Blackpool,1,0,Shrewsbury,Shrewsbury,1,2.4,3.4,3.25,2.2,0.25,0.25,Shrewsbury,0.73,1.73,2.08,0.3818591689679096,0.25
E3,29/12/2020,Stevenage,Cambridge,1,0,Stevenage,Cambridge,0,-1,3.6,3.3,2.1,0.25,0.25,Stevenage,-1,1.77,2.1,0.3885486657025035,-0.25
E3,29/12/2020,Bradford,Port Vale,0,0,Draw,Bradford,0,-1,2.4,3.3,3.0,-0.25,0.0,Port Vale,-0.5,1.98,1.88,0.4263962284540479,-0.25
E3,29/12/2020,Forest Green,Crawley Town,1,2,Crawley Town,Forest Green,0,-1,1.8,3.8,4.2,-0.5,-0.5,Crawley Town,-1,1.8,2.05,0.5008888872214842,-0.5
E3,29/12/2020,Grimsby,Oldham,0,0,Draw,Oldham,0,-1,3.0,3.5,2.3,0.0,0.25,Draw,0,2.02,1.77,0.4025501232067093,-0.0
E3,29/12/2020,Leyton Orient,Southend,2,0,Leyton Orient,Leyton Orient,1,0.75,1.75,3.75,4.75,-0.5,-0.5,Leyton Orient,0.95,1.95,1.9,0.5572807086786141,-0.5
E3,29/12/2020,Walsall,Scunthorpe,1,2,Scunthorpe,Walsall,0,-1,1.9,3.6,4.0,-0.5,-0.5,Scunthorpe,-1,1.8,2.05,0.4811594466138418,-0.5
E3,29/12/2020,Barrow,Tranmere,1,1,Draw,Barrow,0,-1,2.4,3.3,3.0,-0.25,-0.25,Tranmere,-0.5,1.95,1.9,0.429362288229542,-0.25
E3,29/12/2020,Colchester,Cheltenham,0,0,Draw,Colchester,0,-1,4.0,3.8,1.85,0.75,0.5,Colchester,0.43999999999999995,1.88,1.98,0.3781014902706183,0.75
SC1,29/12/2020,Ayr,Morton,1,1,Draw,Ayr,0,-1,2.0,3.6,3.6,-0.25,-0.5,Morton,-0.5,1.85,2.0,0.44925904573449044,-0.25
SC1,29/12/2020,Inverness C,Dunfermline,1,1,Draw,Inverness C,0,-1,2.4,3.5,2.75,-0.25,0.0,Dunfermline,-0.5,2.02,1.83,0.4184736239518467,-0.25
SC1,29/12/2020,Dundee,Alloa,3,1,Dundee,Dundee,1,0.53,1.53,4.0,6.5,-1.0,-1.0,Dundee,0.8500000000000001,1.85,2.0,0.5365946286451958,-1.0
SC1,29/12/2020,Hearts,Arbroath,3,1,Hearts,Hearts,1,0.17999999999999994,1.18,6.5,15.0,-2.0,-1.75,Draw,0,2.02,1.83,0.5934312245216591,-2.0
SC1,29/12/2020,Raith Rvs,Queen of Sth,0,2,Queen of Sth,Raith Rvs,0,-1,1.57,4.33,5.0,-1.0,-1.0,Queen of Sth,-1,1.83,2.02,0.6075011033565985,-1.0
SP1,29/12/2020,Sevilla,Villarreal,2,0,Sevilla,Sevilla,1,1.25,2.25,3.3,3.25,-0.25,-0.25,Sevilla,0.95,1.95,1.98,0.3847409991822059,-0.25
SP1,29/12/2020,Barcelona,Eibar,1,1,Draw,Barcelona,0,-1,1.28,5.75,9.5,-1.5,-1.5,Eibar,-1,1.89,2.04,0.5291879253966025,-1.5
SP1,29/12/2020,Cadiz,Valladolid,0,0,Draw,Cadiz,0,-1,2.87,2.9,2.75,0.0,0.0,Draw,0,2.14,1.8,0.43271976203319285,0.0
SP1,29/12/2020,Levante,Betis,4,3,Levante,Levante,1,1.4,2.4,3.4,2.9,0.0,0.0,Levante,0.9299999999999999,1.93,2.0,0.48084844677384153,0.0
B1,29/12/2020,Eupen,Waregem,2,3,Waregem,Eupen,0,-1,1.9,3.6,3.75,-0.25,-0.5,Waregem,-1,1.83,2.02,0.43715529093888045,-0.25
P1,29/12/2020,Benfica,Portimonense,2,1,Benfica,Benfica,1,0.19999999999999996,1.2,6.5,12.0,-1.75,-1.75,Portimonense,-0.5,2.05,1.75,0.5579055972104914,-1.75
P1,29/12/2020,Moreirense,Santa Clara,1,0,Moreirense,Moreirense,1,1.5,2.5,3.1,2.7,0.0,0.0,Moreirense,1.0299999999999998,2.03,1.87,0.4077010037320545,0.0
