Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
SC2,15/1/2022,Airdrie Utd,Falkirk,3,2,Airdrie Utd,Airdrie Utd,1,1.0,2.0,3.75,3.1,-0.25,Airdrie Utd,0.46499999999999997,1.93,1.93,0.6927832986660835,-0.25
SC2,15/1/2022,Alloa,Queens Park,1,1,Draw,Queens Park,0,-1,2.75,3.1,2.45,0.25,Alloa,-0.5,1.93,1.93,0.561834480169417,-0.25
SC2,15/1/2022,Cove Rangers,Montrose,1,0,Cove Rangers,Cove Rangers,1,0.8999999999999999,1.9,3.4,3.6,-0.5,Cove Rangers,0.98,1.98,1.88,0.45033085352772406,-0.5
SC2,15/1/2022,Dumbarton,East Fife,2,0,Dumbarton,Dumbarton,1,1.0499999999999998,2.05,3.25,3.3,-0.25,Dumbarton,1.0499999999999998,2.05,1.8,0.40214769392799293,-0.25
SC2,15/1/2022,Peterhead,Clyde,1,1,Draw,Clyde,0,-1,2.1,3.4,2.9,-0.75,Clyde,0.4,2.0,1.8,0.3855231203453123,0.75
SC3,15/1/2022,Annan Athletic,Forfar,2,2,Draw,Annan Athletic,0,-1,2.4,3.4,2.6,0.0,Draw,0,2.1,1.77,0.4047836193325162,0.0
SC3,15/1/2022,Elgin,Albion Rvs,1,1,Draw,Elgin,0,-1,1.95,3.3,3.6,-0.75,Albion Rvs,-0.5,1.93,1.93,0.417806454161388,-0.75
SC3,15/1/2022,Kelty Hearts,Edinburgh City,2,2,Draw,Kelty Hearts,0,-1,1.4,4.33,6.0,-1.5,Edinburgh City,-1,1.9,1.95,0.8486353867832134,-1.5
SC3,15/1/2022,Stenhousemuir,Cowdenbeath,0,2,Cowdenbeath,Stenhousemuir,0,-1,1.66,3.3,5.0,-0.75,Cowdenbeath,-1,1.95,1.9,0.6702023030596447,-0.75
SC3,15/1/2022,Stranraer,Stirling,3,3,Draw,Stranraer,0,-1,2.4,3.4,2.6,0.0,Draw,0,1.77,2.1,0.554989381337306,0.0
D1,15/1/2022,FC Koln,Bayern Munich,0,4,Bayern Munich,Bayern Munich,1,0.33000000000000007,8.0,5.75,1.33,1.5,Bayern Munich,1.0499999999999998,1.85,2.05,0.761351593349127,-1.5
D1,15/1/2022,Mainz,Bochum,1,0,Mainz,Mainz,1,0.6499999999999999,1.65,3.75,5.5,-0.75,Mainz,0.42000000000000004,1.84,2.06,0.4268881432224484,-0.75
D1,15/1/2022,Stuttgart,RB Leipzig,0,2,RB Leipzig,RB Leipzig,1,0.5700000000000001,6.0,4.0,1.57,1.0,RB Leipzig,0.98,1.92,1.98,0.6720211803927513,-1.0
D1,15/1/2022,Union Berlin,Hoffenheim,2,1,Union Berlin,Hoffenheim,0,-1,2.87,3.5,2.4,0.25,Union Berlin,-1,1.75,2.05,0.4390297274667339,-0.25
D1,15/1/2022,Wolfsburg,Hertha,0,0,Draw,Hertha,0,-1,1.95,3.6,3.8,-0.5,Hertha,0.9299999999999999,1.97,1.93,0.5913126498245139,0.5
D1,15/1/2022,M'gladbach,Leverkusen,1,2,Leverkusen,Leverkusen,1,1.4500000000000002,2.55,3.8,2.45,0.0,Leverkusen,0.8999999999999999,2.0,1.9,0.5140981420700532,-0.0
D2,15/1/2022,Nurnberg,Paderborn,1,2,Paderborn,Nurnberg,0,-1,2.3,3.5,3.0,-0.25,Paderborn,-1,1.95,1.9,0.44179152127897425,-0.25
D2,15/1/2022,St Pauli,Erzgebirge Aue,2,2,Draw,St Pauli,0,-1,1.44,5.0,6.5,-1.25,Erzgebirge Aue,-1,1.7,2.1,0.6505474392899717,-1.25
D2,15/1/2022,Werder Bremen,Fortuna Dusseldorf,3,0,Werder Bremen,Werder Bremen,1,0.75,1.75,4.0,4.33,-0.75,Werder Bremen,0.8500000000000001,1.85,2.0,0.5809653404397629,-0.75
D2,15/1/2022,Darmstadt,Karlsruhe,2,2,Draw,Darmstadt,0,-1,1.85,3.8,4.0,-0.75,Karlsruhe,-0.5,1.95,1.9,0.7800200880043657,-0.75
I1,15/1/2022,Sampdoria,Torino,1,2,Torino,Torino,1,1.4500000000000002,3.0,3.2,2.45,0.25,Torino,0.42000000000000004,2.06,1.84,0.7104622211786026,-0.25
I1,15/1/2022,Salernitana,Lazio,0,3,Lazio,Lazio,1,0.44999999999999996,7.0,4.5,1.45,1.5,Lazio,0.9199999999999999,1.98,1.92,0.8339975980375932,-1.5
I1,15/1/2022,Juventus,Udinese,2,0,Juventus,Juventus,1,0.3999999999999999,1.4,4.75,7.5,-1.25,Juventus,0.495,1.99,1.91,0.6126625341692917,-1.25
I2,15/1/2022,Cremonese,Como,2,0,Cremonese,Cremonese,1,0.72,1.72,3.5,5.0,-1.0,Cremonese,0.77,1.77,2.1,0.49791229857125907,-1.0
I2,15/1/2022,Reggina,Brescia,0,2,Brescia,Brescia,1,1.4,3.0,3.2,2.4,0.25,Brescia,0.98,1.88,1.98,0.6540701909560608,-0.25
I2,15/1/2022,Pisa,Frosinone,1,3,Frosinone,Pisa,0,-1,2.5,3.25,2.8,0.0,Frosinone,-1,2.13,1.75,0.4465364213219987,0.0
F1,15/1/2022,St Etienne,Lens,1,2,Lens,Lens,1,0.95,4.0,3.5,1.95,0.5,Lens,0.8500000000000001,2.05,1.85,0.739685194753087,-0.5
F1,15/1/2022,Paris SG,Brest,2,0,Paris SG,Paris SG,1,0.21999999999999997,1.22,7.5,9.5,-1.75,Paris SG,0.5149999999999999,2.03,1.87,0.5836490094001515,-1.75
F2,15/1/2022,Guingamp,Grenoble,0,0,Draw,Guingamp,0,-1,1.85,3.3,4.0,-0.5,Grenoble,-1,1.85,2.0,0.3983752240887639,-0.5
F2,15/1/2022,Nancy,Bastia,2,1,Nancy,Bastia,0,-1,2.7,3.1,2.5,0.0,Nancy,-1,2.02,1.83,0.6990735979460451,-0.0
F2,15/1/2022,Rodez,Dijon,0,2,Dijon,Dijon,1,2.1,2.25,3.1,3.1,-0.25,Dijon,0.8,2.05,1.8,0.3624416757015324,0.25
F2,15/1/2022,Sochaux,Caen,3,2,Sochaux,Sochaux,1,0.6599999999999999,1.66,3.3,5.25,-0.5,Sochaux,0.98,1.98,1.88,0.36528937033502323,-0.5
F2,15/1/2022,Toulouse,Pau FC,1,1,Draw,Toulouse,0,-1,1.45,3.8,6.5,-1.0,Pau FC,-1,1.88,1.98,0.5237728299161998,-1.0
B1,15/1/2022,Oud-Heverlee Leuven,Mechelen,5,0,Oud-Heverlee Leuven,Oud-Heverlee Leuven,1,1.1,2.1,3.6,3.4,-0.25,Oud-Heverlee Leuven,0.8300000000000001,1.83,2.02,0.5090220316988384,-0.25
B1,15/1/2022,Club Brugge,St Truiden,2,0,Club Brugge,Club Brugge,1,0.28,1.28,5.75,9.0,-1.0,Club Brugge,0.8999999999999999,1.9,1.95,0.5685819901716808,-1.0
N1,15/1/2022,Nijmegen,Heracles,0,0,Draw,Nijmegen,0,-1,2.45,3.4,2.8,0.0,Draw,0,1.84,2.06,0.41878963718016216,0.0
N1,15/1/2022,Feyenoord,Vitesse,0,1,Vitesse,Feyenoord,0,-1,1.44,4.75,6.5,-1.25,Vitesse,-1,1.9,2.0,0.5866985274364409,-1.25
N1,15/1/2022,Twente,Heerenveen,2,0,Twente,Twente,1,0.8999999999999999,1.9,3.6,4.0,-0.5,Twente,0.9099999999999999,1.91,1.99,0.4647972860011218,-0.5
N1,15/1/2022,Go Ahead Eagles,Waalwijk,0,2,Waalwijk,Draw,0,-1,2.1,3.5,3.5,-0.5,Waalwijk,0,1.99,1.91,0.3364367301776328,0.5
P1,15/1/2022,Boavista,Gil Vicente,1,1,Draw,Gil Vicente,0,-1,3.1,3.1,2.4,0.25,Boavista,-0.5,1.9,2.0,0.5965984242985868,-0.25
P1,15/1/2022,Benfica,Moreirense,1,1,Draw,Benfica,0,-1,1.2,6.5,17.0,-2.0,Moreirense,-1,1.99,1.91,0.8289115437374722,-2.0
P1,15/1/2022,Sp Braga,Maritimo,0,1,Maritimo,Sp Braga,0,-1,1.4,4.5,8.0,-1.5,Maritimo,-1,2.07,1.83,0.5876419754154747,-1.5
T1,15/1/2022,Ad. Demirspor,Kayserispor,1,1,Draw,Ad. Demirspor,0,-1,1.72,3.6,4.75,-0.5,Kayserispor,-1,1.8,2.05,0.41640835140340576,-0.5
T1,15/1/2022,Karagumruk,Rizespor,2,0,Karagumruk,Rizespor,0,-1,1.83,3.6,4.2,-0.5,Karagumruk,-1,1.7,2.1,0.3768296837881848,0.5
T1,15/1/2022,Sivasspor,Trabzonspor,1,1,Draw,Trabzonspor,0,-1,3.0,3.2,2.4,0.0,Draw,0,2.0,1.85,0.4667811604312913,-0.0
T1,15/1/2022,Antalyaspor,Fenerbahce,1,1,Draw,Fenerbahce,0,-1,3.25,3.4,2.15,0.25,Antalyaspor,-0.5,1.9,1.95,0.6424839135701815,-0.25
G1,15/1/2022,Asteras Tripolis,Volos NFC,1,0,Asteras Tripolis,Asteras Tripolis,1,0.8,1.8,3.5,4.75,-1.0,Draw,0,1.9,1.95,0.4828939921949221,-1.0
G1,15/1/2022,Lamia,Ionikos,2,1,Lamia,Draw,0,-1,2.2,3.2,3.5,-0.5,Lamia,0,2.05,1.75,0.3457229013491408,0.5
G1,15/1/2022,Apollon,Aris,0,0,Draw,Aris,0,-1,4.2,3.5,1.85,0.75,Apollon,-0.5,1.75,2.05,0.531942349906461,-0.75
G1,15/1/2022,PAOK,OFI Crete,3,0,PAOK,PAOK,1,0.3999999999999999,1.4,5.0,8.0,-1.0,PAOK,0.8799999999999999,1.88,1.98,0.41855306985401936,-1.0
E0,16/1/2022,Liverpool,Brentford,3,0,Liverpool,Liverpool,1,0.30000000000000004,1.3,5.5,10.0,-1.5,Liverpool,0.8799999999999999,1.88,2.02,0.8750042610976144,-1.5
E0,16/1/2022,West Ham,Leeds,2,3,Leeds,West Ham,0,-1,1.61,4.2,5.0,-0.75,Leeds,-1,1.88,2.02,0.5835421342599109,-0.75
E1,16/1/2022,Hull,Stoke,0,2,Stoke,Stoke,1,1.5,2.8,3.4,2.5,-0.25,Stoke,0.75,2.05,1.75,0.39213748781477387,0.25
D1,16/1/2022,Augsburg,Ein Frankfurt,1,1,Draw,Ein Frankfurt,0,-1,3.3,3.5,2.15,0.25,Augsburg,-0.5,1.96,1.94,0.5810336583756257,-0.25
D1,16/1/2022,Bielefeld,Greuther Furth,2,2,Draw,Bielefeld,0,-1,1.95,3.6,4.0,-0.5,Greuther Furth,-1,2.0,1.9,0.7759436495157482,-0.5
D2,16/1/2022,Heidenheim,Ingolstadt,2,1,Heidenheim,Heidenheim,1,0.6599999999999999,1.66,3.75,5.5,-0.75,Heidenheim,0.42500000000000004,1.85,2.0,0.5982896032127905,-0.75
D2,16/1/2022,Sandhausen,Regensburg,0,3,Regensburg,Sandhausen,0,-1,2.87,3.6,2.3,0.25,Regensburg,-1,1.85,2.0,0.3964409624059736,0.25
D2,16/1/2022,Schalke 04,Holstein Kiel,1,1,Draw,Schalke 04,0,-1,1.83,4.0,3.9,-0.5,Holstein Kiel,-1,1.85,2.0,0.523452486304531,-0.5
SP1,16/1/2022,Elche,Villarreal,1,0,Elche,Villarreal,0,-1,4.5,3.6,1.8,1.0,Elche,-1,1.79,2.11,0.6227836527191889,-1.0
I1,16/1/2022,Sassuolo,Verona,2,4,Verona,Sassuolo,0,-1,2.2,3.5,3.2,-0.25,Verona,-1,2.17,1.75,0.4785979173809862,-0.25
I1,16/1/2022,Venezia,Empoli,1,1,Draw,Empoli,0,-1,2.62,3.5,2.55,0.0,Draw,0,2.02,1.77,0.5777378810245137,-0.0
I1,16/1/2022,Roma,Cagliari,1,0,Roma,Roma,1,0.3600000000000001,1.36,5.0,8.5,-1.5,Cagliari,-1,2.04,1.86,0.6094097894270021,-1.5
I1,16/1/2022,Atalanta,Inter,0,0,Draw,Inter,0,-1,2.87,3.75,2.3,0.25,Atalanta,-0.5,1.88,2.02,0.7524984336421876,-0.25
I2,16/1/2022,Monza,Perugia,2,2,Draw,Monza,0,-1,2.15,3.25,3.4,-0.25,Perugia,-0.5,1.75,2.13,0.4065630908673386,-0.25
I2,16/1/2022,Pordenone,Lecce,0,1,Lecce,Lecce,1,0.8300000000000001,4.2,3.4,1.83,0.75,Lecce,0.55,1.77,2.1,0.7866698525566487,-0.75
I2,16/1/2022,Spal,Benevento,1,1,Draw,Benevento,0,-1,3.2,3.3,2.25,0.25,Spal,-0.5,1.77,2.1,0.8083516155866698,-0.25
F1,16/1/2022,Rennes,Bordeaux,6,0,Rennes,Rennes,1,0.3999999999999999,1.4,5.0,7.0,-1.25,Rennes,0.95,1.95,1.95,0.6201713933117428,-1.25
F1,16/1/2022,Lorient,Angers,0,0,Draw,Angers,0,-1,2.37,3.25,3.1,-0.25,Angers,0.565,1.78,2.13,0.546515235325377,0.25
F1,16/1/2022,Monaco,Clermont,4,0,Monaco,Monaco,1,0.44999999999999996,1.45,4.5,6.5,-1.0,Monaco,0.8700000000000001,1.87,2.03,0.4866092186162913,-1.0
F1,16/1/2022,Reims,Metz,0,1,Metz,Reims,0,-1,1.8,3.5,5.0,-0.75,Metz,-1,2.04,1.86,0.5332172690020829,-0.75
F1,16/1/2022,Strasbourg,Montpellier,3,1,Strasbourg,Montpellier,0,-1,2.0,3.5,3.6,-0.5,Strasbourg,-1,2.03,1.87,0.4756524179425423,0.5
F1,16/1/2022,Troyes,Lyon,0,1,Lyon,Lyon,1,0.6499999999999999,5.25,4.0,1.65,0.75,Lyon,0.51,1.88,2.02,0.500440262557991,-0.75
F1,16/1/2022,Marseille,Lille,1,1,Draw,Draw,1,2.4,2.3,3.4,3.1,-0.25,Lille,0,1.94,1.96,0.18721270031749557,0.25
B1,16/1/2022,Antwerp,Charleroi,3,0,Antwerp,Antwerp,1,0.8999999999999999,1.9,3.6,3.75,-0.5,Antwerp,1.02,2.02,1.83,0.4817018851905719,-0.5
B1,16/1/2022,Eupen,Cercle Brugge,0,2,Cercle Brugge,Cercle Brugge,1,0.8999999999999999,3.8,3.6,1.9,0.75,Cercle Brugge,0.8300000000000001,2.02,1.83,0.8445291827749776,-0.75
B1,16/1/2022,Anderlecht,Standard,1,1,Draw,Anderlecht,0,-1,1.4,4.5,7.0,-1.25,Standard,-1,1.98,1.88,0.8521061738104271,-1.25
B1,16/1/2022,Genk,Beerschot VA,4,1,Genk,Genk,1,0.33000000000000007,1.33,5.5,7.0,-1.25,Genk,0.95,1.95,1.9,0.8141614773856981,-1.25
N1,16/1/2022,Utrecht,Ajax,0,3,Ajax,Ajax,1,0.43999999999999995,6.25,5.0,1.44,1.25,Ajax,0.8,2.0,1.8,0.8422240876160084,-1.25
N1,16/1/2022,Cambuur,Sparta Rotterdam,1,1,Draw,Cambuur,0,-1,2.4,3.6,2.75,0.25,Cambuur,0.41500000000000004,1.83,2.07,0.4670980429341293,0.25
N1,16/1/2022,Groningen,PSV Eindhoven,0,1,PSV Eindhoven,PSV Eindhoven,1,0.3600000000000001,8.5,5.0,1.36,1.25,Groningen,-0.5,1.98,1.92,0.6702402694752052,-1.25
N1,16/1/2022,For Sittard,AZ Alkmaar,1,2,AZ Alkmaar,AZ Alkmaar,1,0.3999999999999999,7.0,5.0,1.4,1.25,For Sittard,-0.5,1.73,2.08,0.8724365135998969,-1.25
P1,16/1/2022,Santa Clara,Tondela,2,2,Draw,Santa Clara,0,-1,1.83,3.5,4.5,-0.75,Tondela,-0.5,2.05,1.85,0.5438690073798849,-0.75
P1,16/1/2022,Vizela,Sp Lisbon,0,2,Sp Lisbon,Sp Lisbon,1,0.28,10.0,5.75,1.28,1.5,Sp Lisbon,1.0,1.8,2.0,0.7953118577441503,-1.5
P1,16/1/2022,Famalicao,Pacos Ferreira,0,0,Draw,Famalicao,0,-1,2.0,3.2,4.0,-0.5,Pacos Ferreira,-1,2.08,1.82,0.3641885851395797,-0.5
P1,16/1/2022,Belenenses,Porto,1,4,Porto,Porto,1,0.17999999999999994,13.0,7.0,1.18,1.5,Porto,0.8600000000000001,2.04,1.86,0.9289542319801264,-1.5
T1,16/1/2022,Altay,Alanyaspor,0,2,Alanyaspor,Alanyaspor,1,1.87,2.5,3.2,2.87,-0.25,Alanyaspor,0.8300000000000001,2.02,1.83,0.5350269645490017,0.25
T1,16/1/2022,Giresunspor,Kasimpasa,0,2,Kasimpasa,Giresunspor,0,-1,1.95,3.2,4.33,-0.25,Kasimpasa,-1,1.83,2.02,0.37700146172444193,-0.25
T1,16/1/2022,Hatayspor,Galatasaray,4,2,Hatayspor,Galatasaray,0,-1,3.4,3.25,2.2,0.25,Hatayspor,-1,1.98,1.88,0.3854246823244209,-0.25
G1,16/1/2022,AEK,Panetolikos,1,2,Panetolikos,AEK,0,-1,1.33,5.25,9.0,-1.5,Panetolikos,-1,2.08,1.73,0.7142093663351496,-1.5
G1,16/1/2022,Giannina,Atromitos,1,1,Draw,Giannina,0,-1,1.95,3.3,4.2,-0.5,Atromitos,-1,1.85,2.0,0.5686167290544807,-0.5
G1,16/1/2022,Panathinaikos,Olympiakos,0,0,Draw,Olympiakos,0,-1,4.33,3.3,1.95,0.25,Panathinaikos,-0.5,1.75,2.13,0.4262375617636328,-0.25
SC0,17/1/2022,Celtic,Hibernian,2,0,Celtic,Celtic,1,0.33000000000000007,1.33,4.75,10.0,-1.5,Celtic,0.8799999999999999,1.88,1.98,0.5149035379965233,-1.5
I1,17/1/2022,Bologna,Napoli,0,2,Napoli,Napoli,1,0.95,4.0,3.4,1.95,0.5,Napoli,0.8700000000000001,2.03,1.87,0.4679588921564645,-0.5
I1,17/1/2022,Milan,Spezia,1,2,Spezia,Milan,0,-1,1.33,5.0,9.5,-1.5,Spezia,-1,1.9,2.0,0.6969100095234657,-1.5
I1,17/1/2022,Fiorentina,Genoa,6,0,Fiorentina,Fiorentina,1,0.44999999999999996,1.45,4.2,7.5,-1.25,Fiorentina,0.94,1.94,1.96,0.6957720682427253,-1.25
F2,17/1/2022,Paris FC,Le Havre,2,2,Draw,Paris FC,0,-1,1.9,3.25,3.8,-0.25,Le Havre,-0.5,2.05,1.8,0.5410916341206716,-0.25
P1,17/1/2022,Portimonense,Guimaraes,1,1,Draw,Guimaraes,0,-1,2.62,3.0,2.8,-0.25,Guimaraes,0.48,1.94,1.96,0.36749461832454855,0.25
E0,18/1/2022,Brighton,Chelsea,1,1,Draw,Chelsea,0,-1,4.75,3.75,1.72,1.0,Brighton,-1,1.75,2.05,0.552061521537959,-1.0
E1,18/1/2022,Fulham,Birmingham,6,2,Fulham,Fulham,1,0.28,1.28,5.5,11.0,-1.5,Fulham,0.99,1.99,1.91,0.7963479536767034,-1.5
E1,18/1/2022,Preston,Sheffield United,2,2,Draw,Sheffield United,0,-1,2.9,3.1,2.62,0.0,Draw,0,2.13,1.78,0.3738306426702408,-0.0
E2,18/1/2022,AFC Wimbledon,Portsmouth,0,0,Draw,Portsmouth,0,-1,3.25,3.4,2.2,0.25,AFC Wimbledon,-0.5,2.0,1.85,0.4968943535918814,-0.25
E2,18/1/2022,Cambridge,Doncaster,3,1,Cambridge,Cambridge,1,0.72,1.72,3.6,5.0,-0.75,Cambridge,0.8300000000000001,1.83,2.02,0.7107894448282418,-0.75
E2,18/1/2022,Morecambe,Wigan,1,2,Wigan,Wigan,1,0.6100000000000001,5.5,4.0,1.61,0.75,Wigan,0.43999999999999995,1.98,1.88,0.8154484426613526,-0.75
E3,18/1/2022,Carlisle,Hartlepool,0,0,Draw,Carlisle,0,-1,2.25,3.3,3.3,-0.25,Hartlepool,-0.5,1.95,1.9,0.5413156591079566,-0.25
E3,18/1/2022,Port Vale,Salford,0,1,Salford,Salford,1,2.3,2.25,3.3,3.3,-0.25,Salford,1.0,1.85,2.0,0.42267191406658355,0.25
E3,18/1/2022,Stevenage,Crawley Town,2,1,Stevenage,Crawley Town,0,-1,2.2,3.3,3.4,-0.5,Stevenage,-1,2.0,1.85,0.567298280256394,0.5
E3,18/1/2022,Sutton,Colchester,3,2,Sutton,Sutton,1,0.8,1.8,3.5,5.0,-0.75,Sutton,0.49,1.98,1.88,0.7512935863598907,-0.75
EC,18/1/2022,Maidenhead,Chesterfield,3,2,Maidenhead,Chesterfield,0,-1,4.5,3.75,1.65,0.75,Maidenhead,-1,1.93,1.88,0.8414475707668663,-0.75
EC,18/1/2022,Stockport,Eastleigh,3,0,Stockport,Stockport,1,0.5,1.5,4.2,5.5,-1.75,Stockport,1.02,2.02,1.77,0.715550721166616,-1.75
SC0,18/1/2022,Aberdeen,Rangers,1,1,Draw,Rangers,0,-1,6.5,4.0,1.53,0.5,Aberdeen,-1,2.02,1.83,0.750744807274109,-0.5
SC0,18/1/2022,Dundee United,St Mirren,1,2,St Mirren,Draw,0,-1,2.7,3.25,2.62,-0.25,St Mirren,0,2.1,1.77,0.3086361596261412,0.25
SC0,18/1/2022,Hearts,St Johnstone,2,0,Hearts,Hearts,1,0.5700000000000001,1.57,3.8,6.5,-0.75,Hearts,0.8,1.8,2.05,0.6083902453540833,-0.75
SC0,18/1/2022,Livingston,Dundee,2,0,Livingston,Livingston,1,1.25,2.25,3.3,3.25,-0.25,Livingston,0.9299999999999999,1.93,1.93,0.42970517935548674,-0.25
SC0,18/1/2022,Ross County,Motherwell,3,1,Ross County,Motherwell,0,-1,2.5,3.25,2.9,-0.25,Ross County,-1,1.93,1.93,0.5135535049557128,0.25
SP1,18/1/2022,Betis,Alaves,4,0,Betis,Betis,1,0.44999999999999996,1.45,4.33,7.0,-1.0,Betis,1.0,2.0,1.9,0.6112879780876521,-1.0
SP1,18/1/2022,Cadiz,Espanol,2,2,Draw,Espanol,0,-1,3.25,3.1,2.37,0.25,Cadiz,-0.5,1.73,2.08,0.6077891055300714,-0.25
B1,18/1/2022,Seraing,St. Gilloise,0,4,St. Gilloise,St. Gilloise,1,0.3999999999999999,8.0,4.5,1.4,1.5,St. Gilloise,0.9299999999999999,1.93,1.93,0.9147323963190899,-1.5
T1,18/1/2022,Karagumruk,Besiktas,0,1,Besiktas,Besiktas,1,1.15,3.4,3.4,2.15,0.75,Besiktas,0.41500000000000004,2.02,1.83,0.414739323472447,-0.75
T1,18/1/2022,Konyaspor,Ad. Demirspor,1,0,Konyaspor,Konyaspor,1,1.1,2.1,3.4,3.5,-0.25,Konyaspor,0.44999999999999996,1.9,1.95,0.36339488557645294,-0.25
E0,19/1/2022,Leicester,Tottenham,2,3,Tottenham,Tottenham,1,1.2999999999999998,3.0,3.5,2.3,0.25,Tottenham,0.48,1.94,1.96,0.452522458581768,-0.25
E0,19/1/2022,Brentford,Man United,1,3,Man United,Man United,1,0.8,4.5,3.7,1.8,0.75,Man United,1.06,1.84,2.06,0.6065773964121296,-0.75
E1,19/1/2022,Hull,Blackburn,2,0,Hull,Blackburn,0,-1,3.0,3.4,2.37,0.25,Hull,-1,1.85,2.05,0.6715426533956204,-0.25
E1,19/1/2022,Reading,Luton,0,2,Luton,Luton,1,1.0,3.6,3.6,2.0,0.5,Luton,0.8500000000000001,2.05,1.85,0.6326315271016054,-0.5
SP1,19/1/2022,Celta,Osasuna,2,0,Celta,Celta,1,0.8500000000000001,1.85,3.5,4.33,-0.75,Celta,1.06,2.06,1.84,0.4857096211719168,-0.75
SP1,19/1/2022,Valencia,Sevilla,1,1,Draw,Sevilla,0,-1,3.3,3.25,2.25,0.25,Valencia,-0.5,1.76,2.15,0.6419916633956815,-0.25
SP2,19/1/2022,Lugo,Almeria,2,1,Lugo,Almeria,0,-1,3.5,3.3,2.15,0.0,Lugo,-1,1.98,1.88,0.5598170370263374,-0.0
F1,19/1/2022,Clermont,Strasbourg,0,2,Strasbourg,Strasbourg,1,1.25,3.1,3.5,2.25,0.25,Strasbourg,0.95,1.95,1.95,0.758613134723276,-0.25
F1,19/1/2022,Lille,Lorient,3,1,Lille,Lille,1,0.53,1.53,4.2,6.0,-1.0,Lille,0.99,1.99,1.91,0.660678445739146,-1.0
F1,19/1/2022,Montpellier,Troyes,0,1,Troyes,Montpellier,0,-1,1.75,4.0,4.5,-0.75,Troyes,-1,1.95,1.95,0.6584570414845755,-0.75
F2,19/1/2022,Amiens,Ajaccio,0,1,Ajaccio,Draw,0,-1,3.0,3.0,2.3,0.0,Ajaccio,0,1.95,1.9,0.34842497748692536,-0.0
F2,19/1/2022,Toulouse,Nancy,4,0,Toulouse,Toulouse,1,0.3600000000000001,1.36,4.75,7.0,-1.25,Toulouse,0.98,1.98,1.88,0.6616092276482508,-1.25
T1,19/1/2022,Goztep,Sivasspor,2,1,Goztep,Sivasspor,0,-1,2.3,3.4,2.7,-0.25,Goztep,-0.5,1.75,2.05,0.45447531245615924,0.25
T1,19/1/2022,Kayserispor,Buyuksehyr,1,0,Kayserispor,Buyuksehyr,0,-1,3.3,3.4,2.15,0.25,Kayserispor,-1,1.95,1.9,0.4292489955563689,-0.25
T1,19/1/2022,Fenerbahce,Altay,2,1,Fenerbahce,Fenerbahce,1,0.3999999999999999,1.4,4.5,8.5,-1.25,Altay,-0.5,1.98,1.88,0.6675894974334269,-1.25
T1,19/1/2022,Trabzonspor,Giresunspor,1,1,Draw,Trabzonspor,0,-1,1.61,4.0,5.25,-0.75,Giresunspor,-0.5,2.02,1.77,0.5811485279521318,-0.75
G1,19/1/2022,Volos NFC,Apollon,1,0,Volos NFC,Volos NFC,1,0,1,1,1,-0.75,Volos NFC,0.0,1,1,0.6299806672145203,-0.75
SP1,20/1/2022,Getafe,Granada,4,2,Getafe,Draw,0,-1,2.1,3.2,3.8,-0.5,Getafe,0,2.03,1.87,0.2827245562523941,0.5
T1,20/1/2022,Alanyaspor,Hatayspor,6,0,Alanyaspor,Alanyaspor,1,1.37,2.37,3.75,2.87,-0.25,Alanyaspor,0.9299999999999999,1.93,1.93,0.41346264319065634,-0.25
T1,20/1/2022,Rizespor,Antalyaspor,2,1,Rizespor,Antalyaspor,0,-1,2.62,3.25,2.62,0.5,Rizespor,-1,1.88,1.98,0.3420123566356381,-0.5
T1,20/1/2022,Galatasaray,Kasimpasa,1,3,Kasimpasa,Kasimpasa,1,4.0,1.7,4.0,5.0,-0.5,Kasimpasa,0.95,1.9,1.95,0.5360772055796339,0.5
E0,21/1/2022,Watford,Norwich,0,3,Norwich,Watford,0,-1,2.0,3.5,3.75,-0.5,Norwich,-1,2.07,1.86,0.5154397459986926,-0.5
EC,21/1/2022,Southend,King?™s Lynn,2,1,Southend,Southend,1,0.44999999999999996,1.45,4.2,6.0,-1.25,King?™s Lynn,-0.5,1.93,1.88,0.5292166085465106,-1.25
D1,21/1/2022,Ein Frankfurt,Bielefeld,0,2,Bielefeld,Ein Frankfurt,0,-1,1.75,3.75,4.75,-0.75,Bielefeld,-1,1.97,1.93,0.4788464468283645,-0.75
D2,21/1/2022,Fortuna Dusseldorf,Nurnberg,0,1,Nurnberg,Nurnberg,1,2.0,2.4,3.3,3.0,-0.25,Nurnberg,0.8300000000000001,2.02,1.83,0.5185201379710079,0.25
D2,21/1/2022,Hamburg,St Pauli,2,1,Hamburg,Hamburg,1,1.2000000000000002,2.2,3.4,3.2,-0.25,Hamburg,0.375,1.75,2.05,0.5079606225722476,-0.25
SP1,21/1/2022,Espanol,Betis,1,4,Betis,Betis,1,1.25,3.25,3.25,2.25,0.25,Betis,1.1099999999999999,1.79,2.11,0.628701389490591,-0.25
SP2,21/1/2022,Tenerife,Oviedo,4,0,Tenerife,Draw,0,-1,2.1,3.0,4.0,-0.25,Tenerife,0,1.77,2.1,0.323770498047399,0.25
I1,21/1/2022,Verona,Bologna,2,1,Verona,Verona,1,0.95,1.95,3.6,3.8,-0.5,Verona,0.8500000000000001,1.85,2.05,0.45747635780207024,-0.5
