Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
N1,30/10/2021,AZ Alkmaar,Zwolle,3,2,AZ Alkmaar,AZ Alkmaar,1,0.21999999999999997,1.22,6.5,11.0,-1.75,Zwolle,-0.5,2.01,1.89,0.6265910909811888,-1.75
P1,30/10/2021,Porto,Boavista,4,1,Porto,Porto,1,0.17999999999999994,1.18,6.5,13.0,-2.0,Porto,0.99,1.99,1.91,0.6458128052536221,-2.0
P1,30/10/2021,Estoril,Benfica,1,1,Draw,Benfica,0,-1,8.0,4.2,1.4,1.25,Estoril,-1,1.99,1.91,0.47913559313354215,-1.25
P1,30/10/2021,Sp Lisbon,Guimaraes,1,0,Sp Lisbon,Sp Lisbon,1,0.53,1.53,4.2,5.5,-1.25,Guimaraes,-0.5,1.88,2.02,0.4717109978143993,-1.25
T1,30/10/2021,Kasimpasa,Yeni Malatyaspor,2,0,Kasimpasa,Yeni Malatyaspor,0,-1,2.0,3.4,3.75,-0.5,Kasimpasa,-1,1.93,1.93,0.562282782701867,0.5
T1,30/10/2021,Altay,Sivasspor,1,1,Draw,Sivasspor,0,-1,2.62,3.3,2.62,-0.25,Sivasspor,0.43999999999999995,1.98,1.88,0.5062866095969509,0.25
T1,30/10/2021,Hatayspor,Besiktas,1,0,Hatayspor,Hatayspor,1,1.75,2.75,3.6,2.3,0.25,Hatayspor,0.73,1.73,2.08,0.46831585233321543,0.25
T1,30/10/2021,Konyaspor,Fenerbahce,2,1,Konyaspor,Konyaspor,1,2.0,3.0,3.4,2.2,0.25,Konyaspor,0.8,1.8,2.05,0.42520858237907255,0.25
G1,30/10/2021,Panetolikos,Olympiakos,1,2,Olympiakos,Olympiakos,1,0.3999999999999999,8.5,4.33,1.4,1.5,Panetolikos,-1,1.83,1.98,0.737348455311394,-1.5
G1,30/10/2021,PAOK,Apollon,4,1,PAOK,PAOK,1,0.19999999999999996,1.2,7.0,13.0,-1.75,PAOK,0,1,1,0.6326552995543896,-1.75
E0,31/10/2021,Norwich,Leeds,1,2,Leeds,Leeds,1,1.1,3.4,3.5,2.1,0.5,Leeds,1.08,1.82,2.08,0.5750421884260737,-0.5
E0,31/10/2021,Aston Villa,West Ham,1,4,West Ham,West Ham,1,1.4500000000000002,2.8,3.5,2.45,0.25,West Ham,1.1099999999999999,1.79,2.11,0.4942590658583433,-0.25
SC0,31/10/2021,Motherwell,Rangers,1,6,Rangers,Rangers,1,0.3600000000000001,9.0,4.75,1.36,1.5,Rangers,0.9299999999999999,1.93,1.93,0.5682268170391284,-1.5
D1,31/10/2021,Augsburg,Stuttgart,4,1,Augsburg,Stuttgart,0,-1,3.0,3.3,2.4,0.0,Augsburg,-1,1.93,2.0,0.5682775604262728,-0.0
D1,31/10/2021,M'gladbach,Bochum,2,1,M'gladbach,Draw,0,-1,1.36,5.0,8.5,-1.5,Bochum,0,1.95,1.98,0.2804640707205342,1.5
D2,31/10/2021,Hansa Rostock,Fortuna Dusseldorf,2,1,Hansa Rostock,Fortuna Dusseldorf,0,-1,3.2,3.5,2.2,0.25,Hansa Rostock,-1,1.85,2.0,0.5808057576340531,-0.25
D2,31/10/2021,Ingolstadt,Regensburg,0,3,Regensburg,Regensburg,1,1.2999999999999998,3.0,3.5,2.3,0.25,Regensburg,0.98,1.88,1.98,0.8106259312478825,-0.25
D2,31/10/2021,Karlsruhe,Paderborn,2,4,Paderborn,Paderborn,1,1.5,2.7,3.6,2.5,0.0,Paderborn,0.9299999999999999,1.93,1.93,0.5014399858161059,-0.0
SP1,31/10/2021,Cadiz,Mallorca,1,1,Draw,Mallorca,0,-1,2.5,3.0,3.2,0.0,Draw,0,1.91,2.02,0.4801273898197024,-0.0
SP1,31/10/2021,Ath Madrid,Betis,3,0,Ath Madrid,Betis,0,-1,1.6,3.8,6.0,-1.25,Ath Madrid,-1,2.02,1.77,0.4753695404575861,1.25
SP1,31/10/2021,Getafe,Espanol,2,1,Getafe,Espanol,0,-1,2.45,3.0,3.2,0.0,Getafe,-1,1.76,2.19,0.669644233125086,-0.0
SP1,31/10/2021,Sociedad,Ath Bilbao,1,1,Draw,Sociedad,0,-1,2.1,3.2,3.8,-0.25,Ath Bilbao,-0.5,1.86,2.07,0.37033783349895355,-0.25
SP2,31/10/2021,Fuenlabrada,Girona,1,2,Girona,Draw,0,-1,2.7,3.0,2.75,0.0,Girona,0,1.83,2.02,0.32716625045704517,-0.0
SP2,31/10/2021,Oviedo,Malaga,2,1,Oviedo,Draw,0,-1,2.2,3.1,3.6,-0.5,Oviedo,0,2.0,1.85,0.34648490940734233,0.5
SP2,31/10/2021,Valladolid,Eibar,2,0,Valladolid,Eibar,0,-1,2.35,3.1,3.2,-0.5,Valladolid,-1,1.95,1.9,0.4918958927021309,0.5
SP2,31/10/2021,Zaragoza,Mirandes,1,1,Draw,Zaragoza,0,-1,1.72,3.5,5.5,-0.5,Mirandes,-1,1.83,2.02,0.3920557601554254,-0.5
I1,31/10/2021,Inter,Udinese,2,0,Inter,Inter,1,0.3600000000000001,1.36,5.0,8.5,-1.5,Inter,1.0899999999999999,2.09,1.84,0.5073636249409864,-1.5
I1,31/10/2021,Fiorentina,Spezia,3,0,Fiorentina,Fiorentina,1,0.53,1.53,4.5,5.75,-1.0,Fiorentina,1.08,2.08,1.73,0.5404978800211594,-1.0
I1,31/10/2021,Genoa,Venezia,0,0,Draw,Genoa,0,-1,2.05,3.4,3.75,-0.5,Venezia,-1,2.02,1.91,0.40520651719023515,-0.5
I1,31/10/2021,Sassuolo,Empoli,1,2,Empoli,Sassuolo,0,-1,1.75,4.1,4.2,-0.75,Empoli,-1,1.94,1.99,0.5857639157437589,-0.75
I1,31/10/2021,Salernitana,Napoli,0,1,Napoli,Napoli,1,0.30000000000000004,10.0,5.5,1.3,1.5,Salernitana,-1,1.95,1.98,0.8629499324025646,-1.5
I1,31/10/2021,Roma,Milan,1,2,Milan,Milan,1,2.0,2.3,3.5,3.0,-0.25,Milan,0.9099999999999999,2.02,1.91,0.40873625447297407,0.25
F1,31/10/2021,Angers,Nice,1,2,Nice,Nice,1,1.4500000000000002,2.87,3.4,2.45,0.25,Nice,0.54,1.85,2.08,0.4934785496014404,-0.25
F1,31/10/2021,Bordeaux,Reims,3,2,Bordeaux,Reims,0,-1,2.55,3.2,2.9,0.0,Bordeaux,-1,1.91,2.02,0.3816090876681186,-0.0
F1,31/10/2021,Montpellier,Nantes,2,0,Montpellier,Nantes,0,-1,2.3,3.5,3.0,-0.25,Montpellier,-1,1.96,1.97,0.41725661704705913,0.25
F1,31/10/2021,Strasbourg,Lorient,4,0,Strasbourg,Strasbourg,1,0.95,1.95,3.5,4.0,-0.5,Strasbourg,0.8700000000000001,1.87,2.06,0.4574323813972235,-0.5
F1,31/10/2021,Troyes,Rennes,2,2,Draw,Rennes,0,-1,3.8,3.6,1.95,0.5,Troyes,-1,2.0,1.93,0.5388969350635366,-0.5
F1,31/10/2021,Brest,Monaco,2,0,Brest,Monaco,0,-1,4.5,3.9,1.75,0.75,Brest,-1,1.75,2.05,0.5813251224321274,-0.75
F1,31/10/2021,Clermont,Marseille,0,1,Marseille,Marseille,1,1.25,2.87,3.75,2.25,0.5,Marseille,1.0899999999999999,1.84,2.09,0.5911720040759708,-0.5
B1,31/10/2021,Waregem,Genk,2,6,Genk,Waregem,0,-1,5.0,4.0,1.61,1.0,Genk,-1,2.05,1.8,0.40533997953682777,1.0
B1,31/10/2021,Cercle Brugge,Antwerp,0,1,Antwerp,Antwerp,1,1.5499999999999998,2.55,3.6,2.55,0.0,Antwerp,1.0499999999999998,1.8,2.05,0.6814970679037626,-0.0
B1,31/10/2021,Anderlecht,Oud-Heverlee Leuven,2,2,Draw,Anderlecht,0,-1,1.28,6.0,9.0,-1.5,Oud-Heverlee Leuven,-1,1.93,1.93,0.5246501521802727,-1.5
B1,31/10/2021,Gent,St. Gilloise,0,2,St. Gilloise,Gent,0,-1,2.25,3.4,3.1,-0.25,St. Gilloise,-1,1.85,2.0,0.4353449388406825,-0.25
N1,31/10/2021,Sparta Rotterdam,Feyenoord,0,1,Feyenoord,Feyenoord,1,0.44999999999999996,6.5,4.5,1.45,1.0,Draw,0,2.0,1.9,0.7764808125833045,-1.0
N1,31/10/2021,Nijmegen,Groningen,3,0,Nijmegen,Groningen,0,-1,2.5,3.4,2.7,0.0,Nijmegen,-1,1.9,2.0,0.3917508164618187,-0.0
N1,31/10/2021,Utrecht,Willem II,5,1,Utrecht,Utrecht,1,0.3600000000000001,1.36,4.75,7.5,-1.25,Utrecht,0.96,1.96,1.94,0.515632342507141,-1.25
N1,31/10/2021,Waalwijk,Cambuur,0,1,Cambuur,Waalwijk,0,-1,2.45,3.5,2.7,0.0,Cambuur,-1,1.84,2.06,0.3824322517777247,0.0
N1,31/10/2021,Go Ahead Eagles,For Sittard,4,3,Go Ahead Eagles,Go Ahead Eagles,1,0.8,1.8,3.8,4.0,-0.5,Go Ahead Eagles,0.94,1.94,1.96,0.4272111903615656,-0.5
P1,31/10/2021,Maritimo,Gil Vicente,1,2,Gil Vicente,Gil Vicente,1,1.7000000000000002,2.75,2.9,2.7,0.0,Gil Vicente,0.77,2.14,1.77,0.3939438109932434,-0.0
P1,31/10/2021,Belenenses,Santa Clara,2,1,Belenenses,Draw,0,-1,3.0,2.9,2.5,0.25,Belenenses,0,1.91,1.99,0.28187548064797663,-0.25
P1,31/10/2021,Famalicao,Vizela,1,1,Draw,Famalicao,0,-1,1.9,3.25,4.2,-0.75,Vizela,-0.5,1.97,1.93,0.37506193890273765,-0.75
T1,31/10/2021,Kayserispor,Karagumruk,2,1,Kayserispor,Karagumruk,0,-1,2.7,3.5,2.45,0.0,Kayserispor,-1,2.05,1.8,0.49079450769490585,-0.0
T1,31/10/2021,Alanyaspor,Goztep,2,2,Draw,Alanyaspor,0,-1,1.65,3.8,5.0,-0.5,Goztep,-1,1.83,2.02,0.5843620272713727,-0.5
T1,31/10/2021,Galatasaray,Gaziantep,2,0,Galatasaray,Gaziantep,0,-1,1.4,4.5,7.0,-1.0,Galatasaray,-1,1.83,2.02,0.37094066533552406,1.0
G1,31/10/2021,Lamia,Atromitos,2,2,Draw,Lamia,0,-1,2.37,3.1,3.25,-0.25,Atromitos,-0.5,1.98,1.88,0.5524327626103428,-0.25
G1,31/10/2021,Panathinaikos,OFI Crete,0,0,Draw,Panathinaikos,0,-1,1.61,3.6,6.5,-1.0,OFI Crete,-1,1.88,1.98,0.47039602194549246,-1.0
G1,31/10/2021,AEK,Aris,2,1,AEK,AEK,1,0.8500000000000001,1.85,3.5,4.5,-0.5,AEK,0.95,1.95,1.9,0.38979327400357294,-0.5
G1,31/10/2021,Giannina,Asteras Tripolis,1,1,Draw,Draw,1,2.1,2.7,3.1,2.8,0.0,Draw,0,1.75,2.13,0.3412678853961157,-0.0
E0,1/11/2021,Wolves,Everton,2,1,Wolves,Wolves,1,1.2000000000000002,2.2,3.2,3.5,-0.25,Wolves,0.475,1.95,1.95,0.4040971886843221,-0.25
SP1,1/11/2021,Vallecano,Celta,0,0,Draw,Vallecano,0,-1,2.37,3.25,3.1,-0.25,Celta,-0.5,2.01,1.92,0.5112283098715606,-0.25
SP1,1/11/2021,Levante,Granada,0,3,Granada,Granada,1,3.0,1.95,3.4,4.0,-0.5,Granada,0.75,2.05,1.75,0.4662039166561326,0.5
SP2,1/11/2021,Alcorcon,Ibiza,0,2,Ibiza,Ibiza,1,1.37,3.0,3.2,2.37,0.25,Ibiza,1.1,1.77,2.1,0.602993408062776,-0.25
SP2,1/11/2021,Tenerife,Burgos,4,0,Tenerife,Burgos,0,-1,1.8,3.2,5.5,-0.75,Tenerife,-1,2.02,1.83,0.3508943365710086,0.75
I1,1/11/2021,Bologna,Cagliari,2,0,Bologna,Bologna,1,0.8,1.8,3.6,4.5,-0.75,Bologna,0.9199999999999999,1.92,2.01,0.5385432515016613,-0.75
I2,1/11/2021,Benevento,Brescia,0,1,Brescia,Benevento,0,-1,2.1,3.25,3.5,-0.5,Brescia,-1,1.98,1.88,0.5044816671524515,-0.5
I2,1/11/2021,Frosinone,Crotone,2,1,Frosinone,Frosinone,1,1.0499999999999998,2.05,3.4,3.5,-0.75,Frosinone,0.43999999999999995,1.88,1.98,0.506359951356177,-0.75
I2,1/11/2021,Lecce,Cosenza,3,1,Lecce,Lecce,1,0.3999999999999999,1.4,4.5,8.0,-1.25,Lecce,0.43999999999999995,1.88,1.98,0.5102924806611079,-1.25
I2,1/11/2021,Monza,Alessandria,1,0,Monza,Monza,1,0.53,1.53,4.2,6.0,-0.75,Monza,0.475,1.95,1.9,0.35029098352959054,-0.75
I2,1/11/2021,Reggina,Cittadella,0,1,Cittadella,Reggina,0,-1,2.3,3.1,3.2,-0.25,Cittadella,-1,2.05,1.8,0.5229644069801882,-0.25
I2,1/11/2021,Spal,Perugia,1,2,Perugia,Draw,0,-1,2.15,3.2,3.5,-0.25,Perugia,0,2.1,1.7,0.26505905319320083,0.25
I2,1/11/2021,Ternana,Como,1,2,Como,Como,1,4.0,1.75,3.5,5.0,-0.5,Como,1.02,1.83,2.02,0.3664398611849986,0.5
I2,1/11/2021,Parma,Vicenza,1,0,Parma,Parma,1,0.6000000000000001,1.6,3.75,5.75,-0.75,Parma,0.46499999999999997,1.93,1.93,0.6470827515215362,-0.75
I2,1/11/2021,Pisa,Ascoli,1,1,Draw,Pisa,0,-1,1.83,3.5,4.33,-0.5,Ascoli,-1,1.8,2.05,0.48383340068711483,-0.5
I2,1/11/2021,Pordenone,Cremonese,2,2,Draw,Cremonese,0,-1,3.4,3.2,2.2,0.25,Pordenone,-0.5,1.88,1.98,0.6140538500263601,-0.25
F2,1/11/2021,Valenciennes,Auxerre,1,2,Auxerre,Auxerre,1,1.25,3.2,3.2,2.25,0.0,Auxerre,1.1,1.77,2.1,0.5607214465138334,-0.0
P1,1/11/2021,Sp Braga,Portimonense,3,0,Sp Braga,Draw,0,-1,1.44,4.5,6.5,-1.0,Sp Braga,0,1.8,2.1,0.251639395457539,1.0
P1,1/11/2021,Moreirense,Pacos Ferreira,1,1,Draw,Pacos Ferreira,0,-1,2.4,3.2,3.1,-0.25,Pacos Ferreira,0.42000000000000004,2.06,1.84,0.3950284194755105,0.25
T1,1/11/2021,Buyuksehyr,Ad. Demirspor,2,1,Buyuksehyr,Buyuksehyr,1,1.0,2.0,3.5,3.6,-0.5,Buyuksehyr,0.98,1.98,1.88,0.4271963693336421,-0.5
T1,1/11/2021,Giresunspor,Antalyaspor,1,2,Antalyaspor,Giresunspor,0,-1,2.0,3.2,3.8,-0.5,Antalyaspor,-1,2.0,1.85,0.37830909090065884,-0.5
G1,1/11/2021,Ionikos,Volos NFC,1,1,Draw,Volos NFC,0,-1,2.6,3.2,2.8,0.0,Draw,0,1.93,1.93,0.5012648149209799,-0.0
E1,2/11/2021,Birmingham,Bristol City,3,0,Birmingham,Birmingham,1,0.8300000000000001,1.83,3.6,4.2,-0.5,Birmingham,0.97,1.97,1.93,0.4164947240792983,-0.5
E1,2/11/2021,Coventry,Swansea,1,2,Swansea,Swansea,1,2.4,2.15,3.4,3.4,-0.25,Swansea,0.9199999999999999,1.98,1.92,0.4368910012317458,0.25
E1,2/11/2021,Luton,Middlesbrough,3,1,Luton,Luton,1,1.25,2.25,3.3,3.25,-0.25,Luton,0.96,1.96,1.94,0.3884882396908761,-0.25
E1,2/11/2021,Millwall,Reading,1,0,Millwall,Millwall,1,0.8999999999999999,1.9,3.4,4.2,-0.5,Millwall,0.8200000000000001,1.82,2.08,0.45522810948217085,-0.5
E1,2/11/2021,Nott'm Forest,Sheffield United,1,1,Draw,Nott'm Forest,0,-1,2.9,3.4,2.4,0.25,Nott'm Forest,0.44499999999999995,1.89,2.01,0.4507036453731013,0.25
E1,2/11/2021,Peterboro,Huddersfield,1,1,Draw,Huddersfield,0,-1,3.4,3.4,2.15,0.25,Peterboro,-0.5,1.92,1.98,0.5115473499477442,-0.25
E2,2/11/2021,Charlton,Rotherham,1,1,Draw,Rotherham,0,-1,4.0,3.6,1.95,0.5,Charlton,-1,1.88,1.98,0.7394213590578146,-0.5
E2,2/11/2021,Crewe,Doncaster,1,1,Draw,Crewe,0,-1,2.25,3.4,3.2,-0.25,Doncaster,-0.5,1.88,1.98,0.35972212148843113,-0.25
E2,2/11/2021,Fleetwood Town,Wigan,2,3,Wigan,Wigan,1,0.8500000000000001,4.2,3.6,1.85,0.5,Wigan,1.0499999999999998,1.8,2.05,0.6637478250679795,-0.5
E2,2/11/2021,Morecambe,Cambridge,0,2,Cambridge,Morecambe,0,-1,2.37,3.4,3.0,-0.25,Cambridge,-1,1.83,2.02,0.414579881330119,-0.25
E2,2/11/2021,Portsmouth,Cheltenham,1,1,Draw,Cheltenham,0,-1,1.66,3.75,5.5,-0.75,Cheltenham,0.43999999999999995,1.98,1.88,0.4222421401650976,0.75
E2,2/11/2021,Sheffield Weds,Sunderland,3,0,Sheffield Weds,Sunderland,0,-1,2.3,3.4,3.0,0.0,Sheffield Weds,-1,2.0,1.85,0.40630774637878225,-0.0
E2,2/11/2021,Wycombe,Ipswich,1,4,Ipswich,Wycombe,0,-1,2.3,3.4,3.1,-0.25,Ipswich,-1,2.1,1.77,0.407338038248115,-0.25
EC,2/11/2021,Southend,Dover Athletic,4,1,Southend,Dover Athletic,0,-1,1.57,4.0,5.5,-1.0,Southend,-1,1.88,1.93,0.44742534038270854,1.0
EC,2/11/2021,Woking,Bromley,0,2,Bromley,Bromley,1,1.5,2.5,3.4,2.5,0.0,Bromley,0.8799999999999999,1.93,1.88,0.595333455889308,-0.0
SP2,2/11/2021,Ponferradina,Huesca,1,1,Draw,Ponferradina,0,-1,2.6,2.9,3.0,-0.25,Huesca,-0.5,2.02,1.83,0.43862605388894,-0.25
SP2,2/11/2021,Sp Gijon,Almeria,0,1,Almeria,Almeria,1,1.7999999999999998,2.5,3.2,2.8,0.0,Almeria,1.1,1.77,2.1,0.590889281946797,-0.0
SP2,2/11/2021,Leganes,Cartagena,1,1,Draw,Cartagena,0,-1,1.83,3.1,5.0,-0.75,Cartagena,0.46499999999999997,1.93,1.93,0.4708942955249545,0.75
E1,3/11/2021,Barnsley,Derby,2,1,Barnsley,Derby,0,-1,2.2,3.2,3.5,-0.25,Barnsley,-0.5,2.05,1.85,0.5039688912437589,0.25
E1,3/11/2021,Blackburn,Fulham,0,7,Fulham,Fulham,1,0.8999999999999999,4.0,3.5,1.9,0.5,Fulham,0.8400000000000001,2.06,1.84,0.6778257816460644,-0.5
E1,3/11/2021,Blackpool,Stoke,0,1,Stoke,Blackpool,0,-1,3.2,3.4,2.25,0.25,Stoke,-0.5,1.95,1.95,0.529053322711514,0.25
E1,3/11/2021,Bournemouth,Preston,1,2,Preston,Bournemouth,0,-1,1.55,4.0,6.5,-0.75,Preston,-1,2.03,1.87,0.5876570013597405,-0.75
E1,3/11/2021,Cardiff,QPR,0,1,QPR,QPR,1,1.6,2.7,3.4,2.6,0.0,QPR,1.04,1.86,2.04,0.6611296698922509,-0.0
E1,3/11/2021,West Brom,Hull,1,0,West Brom,West Brom,1,0.3999999999999999,1.4,4.5,9.0,-1.0,Draw,0,2.08,1.82,0.6043825229145734,-1.0
SP2,3/11/2021,Amorebieta,Valladolid,4,1,Amorebieta,Valladolid,0,-1,4.5,3.25,1.9,0.25,Amorebieta,-1,2.02,1.83,0.6091943207937047,-0.25
SP2,3/11/2021,Mirandes,Lugo,3,2,Mirandes,Lugo,0,-1,2.05,3.1,3.8,-0.25,Mirandes,-0.5,1.83,2.02,0.48037183430060076,0.25
SP2,3/11/2021,Eibar,Oviedo,1,0,Eibar,Eibar,1,0.8999999999999999,1.9,3.1,5.0,-0.5,Eibar,1.02,2.02,1.83,0.3881719271890466,-0.5
SP2,3/11/2021,Las Palmas,Fuenlabrada,2,1,Las Palmas,Las Palmas,1,0.8300000000000001,1.83,3.1,5.5,-0.75,Las Palmas,0.49,1.98,1.88,0.5556879346640782,-0.75
SP2,4/11/2021,Burgos,Zaragoza,0,1,Zaragoza,Draw,0,-1,2.8,3.0,2.7,0.25,Zaragoza,0,1.75,2.13,0.3416008551004376,-0.25
SP2,4/11/2021,Girona,Alcorcon,3,1,Girona,Girona,1,0.6499999999999999,1.65,3.6,6.0,-0.75,Girona,0.8799999999999999,1.88,1.98,0.674267863901507,-0.75
SP2,4/11/2021,Ibiza,Tenerife,0,0,Draw,Tenerife,0,-1,2.45,3.1,3.1,0.0,Draw,0,1.88,1.98,0.5657083994145927,-0.0
SP2,4/11/2021,Malaga,Sociedad B,2,1,Malaga,Malaga,1,0.72,1.72,3.4,5.25,-0.5,Malaga,0.9299999999999999,1.93,1.93,0.3812527370368522,-0.5
E0,5/11/2021,Southampton,Aston Villa,1,0,Southampton,Southampton,1,0.95,1.95,3.6,3.75,-0.5,Southampton,1.0699999999999998,2.07,1.86,0.39932971792644045,-0.5
SC3,5/11/2021,Edinburgh City,Albion Rvs,0,4,Albion Rvs,Edinburgh City,0,-1,2.0,3.5,3.75,-0.5,Albion Rvs,-1,1.8,2.05,0.5337051034095992,-0.5
D1,5/11/2021,Mainz,M'gladbach,1,1,Draw,Mainz,0,-1,2.62,3.6,2.55,0.0,Draw,0,2.0,1.9,0.411774472513492,0.0
D2,5/11/2021,Holstein Kiel,Dresden,2,1,Holstein Kiel,Holstein Kiel,1,0.8500000000000001,1.85,3.5,4.2,-0.5,Holstein Kiel,0.8799999999999999,1.88,1.98,0.4104564413222253,-0.5
D2,5/11/2021,Nurnberg,Werder Bremen,1,2,Werder Bremen,Nurnberg,0,-1,2.8,3.3,2.5,0.0,Werder Bremen,-1,2.05,1.8,0.44686216812552987,0.0
SP1,5/11/2021,Ath Bilbao,Cadiz,0,1,Cadiz,Ath Bilbao,0,-1,1.36,4.75,9.0,-1.25,Cadiz,-1,2.05,1.88,0.6119265365789937,-1.25
SP2,5/11/2021,Huesca,Leganes,0,2,Leganes,Huesca,0,-1,2.75,3.0,2.8,0.0,Leganes,-1,2.0,1.85,0.43727626154471233,0.0
I1,5/11/2021,Empoli,Genoa,2,2,Draw,Empoli,0,-1,2.1,3.75,3.2,-0.25,Genoa,-0.5,1.88,2.02,0.5114978690623035,-0.25
I2,5/11/2021,Cosenza,Reggina,0,1,Reggina,Reggina,1,1.0499999999999998,4.0,3.1,2.05,0.25,Reggina,0.46499999999999997,1.93,1.93,0.4461851491286594,-0.25
F1,5/11/2021,Lens,Troyes,4,0,Lens,Lens,1,0.6000000000000001,1.6,4.0,5.5,-0.75,Lens,0.75,1.75,2.05,0.4231880783371526,-0.75
B1,5/11/2021,Oud-Heverlee Leuven,Oostende,1,0,Oud-Heverlee Leuven,Oud-Heverlee Leuven,1,0.8500000000000001,1.85,3.75,4.0,-0.75,Oud-Heverlee Leuven,0.43999999999999995,1.88,1.98,0.4808307268921481,-0.75
N1,5/11/2021,Twente,Heracles,1,0,Twente,Twente,1,1.2000000000000002,2.2,3.5,3.3,-0.25,Twente,0.43000000000000005,1.86,2.04,0.4033678765610105,-0.25
P1,5/11/2021,Gil Vicente,Arouca,1,1,Draw,Gil Vicente,0,-1,1.85,3.4,4.33,-0.5,Arouca,-1,1.91,1.99,0.37611387007618946,-0.5
P1,5/11/2021,Boavista,Famalicao,2,5,Famalicao,Famalicao,1,0.95,4.0,3.3,1.95,0.5,Famalicao,0.98,1.92,1.98,0.37442415189034917,-0.5
T1,5/11/2021,Gaziantep,Kasimpasa,2,0,Gaziantep,Gaziantep,1,1.2000000000000002,2.2,3.4,3.2,0.0,Gaziantep,0.7,1.7,2.1,0.36792601109344897,0.0
T1,5/11/2021,Rizespor,Alanyaspor,2,0,Rizespor,Alanyaspor,0,-1,3.2,3.5,2.15,0.25,Rizespor,-1,1.93,1.93,0.7054633905744098,-0.25
E0,6/11/2021,Man United,Man City,0,2,Man City,Man City,1,0.7,4.75,4.0,1.7,0.75,Man City,0.9299999999999999,2.0,1.93,0.5036877861365384,-0.75
E0,6/11/2021,Brentford,Norwich,1,2,Norwich,Brentford,0,-1,1.6,4.0,5.75,-0.75,Norwich,-1,1.88,2.05,0.671821821270568,-0.75
E0,6/11/2021,Chelsea,Burnley,1,1,Draw,Chelsea,0,-1,1.25,6.0,12.0,-1.5,Burnley,-1,1.93,2.0,0.8643727529133814,-1.5
E0,6/11/2021,Crystal Palace,Wolves,2,0,Crystal Palace,Crystal Palace,1,1.4500000000000002,2.45,3.2,3.0,-0.25,Crystal Palace,1.0,2.0,1.93,0.423086560547908,-0.25
E0,6/11/2021,Brighton,Newcastle,1,1,Draw,Brighton,0,-1,1.57,3.9,6.0,-1.0,Newcastle,-1,2.06,1.87,0.5507555954315084,-1.0
E1,6/11/2021,Barnsley,Hull,0,2,Hull,Barnsley,0,-1,2.25,3.2,3.4,-0.25,Hull,-1,2.09,1.81,0.4002978032084229,-0.25
E1,6/11/2021,Blackburn,Sheffield United,3,1,Blackburn,Blackburn,1,1.9,2.9,3.4,2.4,0.5,Blackburn,0.8999999999999999,1.9,2.0,0.4345234633940198,0.5
E1,6/11/2021,Bournemouth,Swansea,4,0,Bournemouth,Bournemouth,1,0.72,1.72,3.6,5.0,-0.75,Bournemouth,1.02,2.02,1.77,0.498490520523016,-0.75
E1,6/11/2021,Cardiff,Huddersfield,2,1,Cardiff,Huddersfield,0,-1,2.3,3.4,3.1,-0.25,Cardiff,-0.5,1.93,1.97,0.5815686044493394,0.25
E1,6/11/2021,Coventry,Bristol City,3,2,Coventry,Coventry,1,0.6499999999999999,1.65,3.75,5.5,-1.0,Draw,0,1.86,2.04,0.5986007078130117,-1.0
E1,6/11/2021,Luton,Stoke,0,1,Stoke,Luton,0,-1,2.4,3.2,3.1,-0.25,Stoke,-1,2.09,1.81,0.422875639702742,-0.25
E1,6/11/2021,Millwall,Derby,1,1,Draw,Millwall,0,-1,1.83,3.4,4.75,-0.5,Derby,-1,2.04,1.86,0.4044938447191665,-0.5
E1,6/11/2021,Nott'm Forest,Preston,3,0,Nott'm Forest,Preston,0,-1,2.15,3.3,3.5,-0.25,Nott'm Forest,-1,2.02,1.88,0.48064743249171593,0.25
E1,6/11/2021,Peterboro,Fulham,0,1,Fulham,Fulham,1,0.53,6.0,4.33,1.53,1.25,Peterboro,-0.5,1.99,1.91,0.9109357019095243,-1.25
E1,6/11/2021,West Brom,Middlesbrough,1,1,Draw,West Brom,0,-1,1.8,3.5,4.75,-0.75,Middlesbrough,-0.5,1.87,2.03,0.49502984592792115,-0.75
E1,6/11/2021,Birmingham,Reading,1,2,Reading,Birmingham,0,-1,1.8,3.4,4.75,-0.5,Reading,-1,1.96,1.94,0.5486382517556394,-0.5
E1,6/11/2021,Blackpool,QPR,1,1,Draw,Blackpool,0,-1,3.0,3.3,2.37,0.0,Draw,0,2.1,1.8,0.3967531621855554,0.0
SC0,6/11/2021,Aberdeen,Motherwell,0,2,Motherwell,Aberdeen,0,-1,1.75,3.5,5.25,-1.0,Motherwell,-1,1.98,1.88,0.5007481365891836,-1.0
SC0,6/11/2021,Hearts,Dundee United,5,2,Hearts,Draw,0,-1,1.72,3.5,5.5,-0.75,Hearts,0,1.93,1.93,0.3140060032080502,0.75
SC0,6/11/2021,St Johnstone,St Mirren,0,0,Draw,St Johnstone,0,-1,2.3,3.2,3.3,-0.25,St Mirren,-0.5,2.15,1.73,0.4080743256465913,-0.25
SC1,6/11/2021,Ayr,Inverness C,2,2,Draw,Inverness C,0,-1,3.4,3.0,2.2,0.25,Ayr,-0.5,1.83,2.02,0.4516401264027414,-0.25
