Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
E0,29/2/2020,Newcastle,Burnley,0,0,Draw,Burnley,0,-1,2.62,3.1,2.9,0,0,Draw,0,1.97,1.96,0.625821525,0
E0,29/2/2020,West Ham,Southampton,3,1,West Ham,Southampton,0,-1,2.65,3.6,2.5,0,0,West Ham,-1,1.88,2.05,0.576186374,0
E0,29/2/2020,Watford,Liverpool,3,0,Watford,Liverpool,0,-1,8,4.75,1.4,1,1.25,Watford,-1,2.02,1.77,0.839347688,-1
E1,29/2/2020,Hull,Leeds,0,4,Leeds,Leeds,1,0.44,6.5,4.75,1.44,1.5,1.25,Leeds,0.87,2.03,1.87,0.609486458,-1.5
E1,29/2/2020,Blackburn,Swansea,2,2,Draw,Blackburn,0,-1,2.1,3.3,3.6,-0.25,-0.25,Swansea,-0.5,1.89,2.01,0.574182712,-0.25
E1,29/2/2020,Cardiff,Brentford,2,2,Draw,Brentford,0,-1,3.5,3.3,2.15,0.25,0.25,Cardiff,-0.5,2.09,1.81,0.463594783,-0.25
E1,29/2/2020,Fulham,Preston,2,0,Fulham,Draw,0,-1,1.83,3.6,4.33,-0.5,-0.5,Fulham,0,1.84,2.06,0.279768039,0.5
E1,29/2/2020,Huddersfield,Charlton,4,0,Huddersfield,Huddersfield,1,0.75,1.75,3.5,5,-0.75,-0.75,Huddersfield,0.93,1.93,1.97,0.430916975,-0.75
E1,29/2/2020,Luton,Stoke,1,1,Draw,Stoke,0,-1,3.3,3.4,2.2,0.25,0.25,Luton,-0.5,1.86,2.04,0.553888524,-0.25
E1,29/2/2020,Millwall,Bristol City,1,1,Draw,Millwall,0,-1,1.95,3.3,4.2,-0.5,-0.5,Bristol City,-1,1.8,2.1,0.408066598,-0.5
E1,29/2/2020,QPR,Birmingham,2,2,Draw,Birmingham,0,-1,2.15,3.5,3.25,-0.25,-0.25,Birmingham,0.5,1.9,2,0.388030222,0.25
E1,29/2/2020,Reading,Barnsley,2,0,Reading,Barnsley,0,-1,2.25,3.4,3.2,-0.25,-0.25,Reading,-1,2.07,1.83,0.417884809,0.25
E1,29/2/2020,Sheffield Weds,Derby,1,3,Derby,Derby,1,2.5,2.15,3.3,3.5,-0.25,-0.25,Derby,1.06,1.84,2.06,0.492734934,0.25
E1,29/2/2020,West Brom,Wigan,0,1,Wigan,West Brom,0,-1,1.44,4.5,7,-1,-1.25,Wigan,-1,1.98,1.92,0.526635042,-1
E2,29/2/2020,Blackpool,Ipswich,2,1,Blackpool,Ipswich,0,-1,2.75,3.1,2.75,0,0,Blackpool,-1,1.93,1.93,0.475846394,0
E2,29/2/2020,Bolton,Accrington,0,0,Draw,Accrington,0,-1,3.4,3.4,2.15,0.25,0.25,Bolton,-0.5,2.05,1.75,0.572151148,-0.25
E2,29/2/2020,Bristol Rvs,Shrewsbury,0,1,Shrewsbury,Shrewsbury,1,1.8,2.5,3.4,2.8,0,0,Shrewsbury,0.93,1.93,1.93,0.419556141,0
E2,29/2/2020,Burton,Peterboro,1,1,Draw,Peterboro,0,-1,2.8,3.4,2.5,0.25,0,Burton,-0.5,1.8,2.05,0.763864022,-0.25
E2,29/2/2020,Doncaster,Wycombe,3,1,Doncaster,Doncaster,1,0.85,1.85,3.5,4.5,-0.5,-0.5,Doncaster,1,2,1.85,0.414176583,-0.5
E2,29/2/2020,Gillingham,AFC Wimbledon,1,2,AFC Wimbledon,Gillingham,0,-1,1.53,3.8,7,-1,-1,AFC Wimbledon,-1,1.95,1.9,0.499107675,-1
E2,29/2/2020,Oxford,Southend,2,1,Oxford,Oxford,1,0.25,1.25,5.75,13,-1.75,-1.75,Southend,-0.5,1.88,1.98,0.85253,-1.75
E2,29/2/2020,Rotherham,Milton Keynes Dons,1,1,Draw,Rotherham,0,-1,1.53,4.1,6.5,-1,-1,Milton Keynes Dons,-1,2.05,1.8,0.581233531,-1
E3,29/2/2020,Bradford,Plymouth,2,1,Bradford,Plymouth,0,-1,2.8,3.2,2.62,0,0,Bradford,-1,1.88,1.98,0.651741001,0
E3,29/2/2020,Cambridge,Carlisle,1,2,Carlisle,Cambridge,0,-1,2,3.5,3.75,-0.25,-0.25,Carlisle,-1,1.9,1.95,0.350333392,-0.25
E3,29/2/2020,Colchester,Cheltenham,0,2,Cheltenham,Cheltenham,1,2.5,2.15,3.3,3.5,-0.25,-0.25,Cheltenham,0.98,1.88,1.98,0.422049877,0.25
E3,29/2/2020,Exeter,Crawley Town,1,1,Draw,Crawley Town,0,-1,1.8,3.7,4.5,-0.75,-0.75,Crawley Town,0.475,1.9,1.95,0.425375006,0.75
E3,29/2/2020,Grimsby,Northampton,0,3,Northampton,Northampton,1,1.62,2.8,3.25,2.62,0,0,Northampton,0.85,2,1.85,0.489116883,0
E3,29/2/2020,Macclesfield,Salford,0,2,Salford,Salford,1,0.9,4,3.6,1.9,0.5,0.5,Salford,1.1,1.77,2.1,0.468632861,-0.5
E3,29/2/2020,Morecambe,Crewe,1,1,Draw,Crewe,0,-1,3.8,3.6,1.95,0.5,0.5,Morecambe,-1,1.98,1.88,0.640995577,-0.5
E3,29/2/2020,Oldham,Newport County,5,0,Oldham,Oldham,1,1.7,2.7,3.2,2.75,0,0,Oldham,0.8,1.8,2.05,0.382080208,0
E3,29/2/2020,Port Vale,Scunthorpe,2,2,Draw,Port Vale,0,-1,2.4,3.3,3,-0.25,-0.25,Scunthorpe,-0.5,1.98,1.88,0.65355207,-0.25
EC,29/2/2020,Barrow,Dag and Red,2,1,Barrow,Barrow,1,0.53,1.53,3.75,7,-1,-1,Draw,0,2.05,1.75,0.518871217,-1
EC,29/2/2020,Boreham Wood,Hartlepool,1,1,Draw,Hartlepool,0,-1,2.15,3.4,3.2,-0.25,-0.25,Hartlepool,0.415,1.98,1.83,0.381905952,0.25
EC,29/2/2020,Bromley,Sutton,0,1,Sutton,Sutton,1,2.4,2.1,3.4,3.4,-0.25,-0.25,Sutton,0.8,2,1.8,0.536879409,0.25
EC,29/2/2020,Ebbsfleet,Stockport,0,1,Stockport,Stockport,1,1.2,3.2,3.4,2.2,0.25,0.25,Stockport,0.45,1.9,1.9,0.419131697,-0.25
EC,29/2/2020,Solihull,Dover Athletic,3,0,Solihull,Dover Athletic,0,-1,2.05,3.5,3.5,-0.25,-0.25,Solihull,-1,1.93,1.88,0.512019577,0.25
EC,29/2/2020,Torquay,Chorley,2,0,Torquay,Torquay,1,0.65,1.65,3.75,5.25,-0.5,-0.75,Torquay,0.93,1.93,1.88,0.449760662,-0.5
EC,29/2/2020,Woking,Maidenhead,2,0,Woking,Maidenhead,0,-1,1.55,4,6,-0.25,-1,Woking,-1,1.83,1.98,0.467352872,0.25
EC,29/2/2020,Yeovil,Wrexham,3,0,Yeovil,Wrexham,0,-1,1.85,3.6,4,-0.25,-0.5,Yeovil,-1,1.85,1.95,0.568764045,0.25
SC1,29/2/2020,Alloa,Ayr,0,2,Ayr,Alloa,0,-1,3.4,3.5,2.05,0.5,0.25,Ayr,-1,1.95,1.9,0.47546883,0.5
SC1,29/2/2020,Dunfermline,Dundee United,2,0,Dunfermline,Dundee United,0,-1,3.75,3.4,2,0.25,0.5,Dunfermline,-1,2.05,1.8,0.608476784,-0.25
SC1,29/2/2020,Queen of Sth,Morton,0,4,Morton,Morton,1,2.25,2.1,3.5,3.25,-0.25,-0.25,Morton,0.77,2.1,1.77,0.579533061,0.25
SC2,29/2/2020,Clyde,Falkirk,3,2,Clyde,Falkirk,0,-1,4.33,3.75,1.75,0.75,0.75,Clyde,-1,1.98,1.88,0.833489218,-0.75
SC2,29/2/2020,Dumbarton,Raith Rvs,1,0,Dumbarton,Raith Rvs,0,-1,4,3.8,1.8,0.75,0.5,Dumbarton,-1,1.83,2.02,0.540715519,-0.75
SC2,29/2/2020,Forfar,East Fife,0,1,East Fife,East Fife,1,1.15,3.25,3.4,2.15,0.5,0.25,East Fife,0.85,2,1.85,0.55321398,-0.5
SC2,29/2/2020,Montrose,Airdrie Utd,1,0,Montrose,Airdrie Utd,0,-1,2.25,3.5,3,-0.25,-0.25,Montrose,-0.5,1.95,1.9,0.384387759,0.25
SC3,29/2/2020,Albion Rvs,Elgin,1,2,Elgin,Elgin,1,0.95,3.6,3.6,1.95,0.25,0.25,Elgin,0.4,2.05,1.8,0.631647249,-0.25
SC3,29/2/2020,Brechin,Stirling,0,2,Stirling,Stirling,1,0.8,4.2,3.75,1.8,0.75,0.5,Stirling,1,1.85,2,0.74615704,-0.75
SC3,29/2/2020,Cowdenbeath,Edinburgh City,1,1,Draw,Edinburgh City,0,-1,3.3,3.6,2.05,0.25,0.25,Cowdenbeath,-0.5,2,1.85,0.526857046,-0.25
SC3,29/2/2020,Queens Park,Annan Athletic,2,0,Queens Park,Queens Park,1,0.75,1.75,3.75,4.33,-0.5,-0.75,Queens Park,0.88,1.88,1.98,0.714530329,-0.5
SC3,29/2/2020,Stenhousemuir,Cove Rangers,0,3,Cove Rangers,Cove Rangers,1,0.4,7,4.75,1.4,1.25,1.25,Cove Rangers,1.2,1.65,2.2,0.737903638,-1.25
D1,29/2/2020,Augsburg,M'gladbach,2,3,M'gladbach,M'gladbach,1,1.05,3.4,3.8,2.05,0.5,0.5,M'gladbach,0.92,2.01,1.92,0.743585503,-0.5
D1,29/2/2020,Dortmund,Freiburg,1,0,Dortmund,Dortmund,1,0.2,1.2,7,13,-2,-2,Freiburg,-1,2.02,1.91,0.924962669,-2
D1,29/2/2020,Hoffenheim,Bayern Munich,0,6,Bayern Munich,Bayern Munich,1,0.36,7,5.75,1.36,1.75,1.5,Bayern Munich,0.96,1.97,1.96,0.823559394,-1.75
D1,29/2/2020,Mainz,Paderborn,2,0,Mainz,Paderborn,0,-1,1.83,4,4,-0.75,-0.5,Mainz,-1,2.03,1.9,0.518014899,0.75
D1,29/2/2020,FC Koln,Schalke 04,3,0,FC Koln,FC Koln,1,1.2,2.2,3.6,3.1,-0.25,-0.25,FC Koln,0.93,1.93,2,0.61278121,-0.25
D2,29/2/2020,Darmstadt,Heidenheim,2,0,Darmstadt,Heidenheim,0,-1,2.37,3.2,3.1,-0.25,-0.25,Darmstadt,-1,2.1,1.77,0.378380777,0.25
D2,29/2/2020,Erzgebirge Aue,Hamburg,3,0,Erzgebirge Aue,Hamburg,0,-1,4.33,4,1.65,0.75,0.75,Erzgebirge Aue,-1,1.93,1.93,0.472225895,-0.75
D2,29/2/2020,Greuther Furth,Stuttgart,2,0,Greuther Furth,Stuttgart,0,-1,4.33,3.8,1.75,1,0.75,Greuther Furth,-1,1.75,2.05,0.645889012,-1
SP1,29/2/2020,Eibar,Levante,3,0,Eibar,Levante,0,-1,2,3.5,3.8,-0.5,-0.5,Eibar,-1,1.99,1.94,0.515638664,0.5
SP1,29/2/2020,Valencia,Betis,2,1,Valencia,Betis,0,-1,2.15,3.4,3.4,-0.5,-0.25,Valencia,-1,1.99,1.94,0.470642732,0.5
SP1,29/2/2020,Leganes,Alaves,1,1,Draw,Alaves,0,-1,2,3.1,4.33,-0.25,-0.5,Alaves,0.51,1.91,2.02,0.436192599,0.25
SP1,29/2/2020,Granada,Celta,0,0,Draw,Granada,0,-1,2.8,3,2.75,0.25,0,Granada,0.48,1.96,1.97,0.355367809,0.25
SP2,29/2/2020,Huesca,Extremadura UD,2,2,Draw,Extremadura UD,0,-1,1.55,3.75,6.5,-1,-1,Extremadura UD,0.72,2.07,1.72,0.404053289,1
SP2,29/2/2020,Ponferradina,Sp Gijon,1,0,Ponferradina,Sp Gijon,0,-1,2.37,2.9,3.3,-0.25,-0.25,Ponferradina,-0.5,2.02,1.83,0.488063553,0.25
SP2,29/2/2020,Cadiz,Almeria,2,1,Cadiz,Cadiz,1,1.1,2.1,3,4,-0.25,-0.25,Cadiz,0.415,1.83,2.02,0.353729667,-0.25
SP2,29/2/2020,Albacete,Vallecano,1,1,Draw,Vallecano,0,-1,2.6,3,2.9,0,0,Draw,0,2.02,1.83,0.466825374,0
SP2,29/2/2020,Santander,Zaragoza,2,2,Draw,Zaragoza,0,-1,3.8,3.2,2.05,0.5,0.25,Santander,-1,1.9,1.95,0.675268957,-0.5
I1,29/2/2020,Lazio,Bologna,2,0,Lazio,Lazio,1,0.53,1.53,4.33,6,-1,-1,Lazio,1.02,2.02,1.77,0.804799932,-1
I1,29/2/2020,Napoli,Torino,2,1,Napoli,Napoli,1,0.44,1.44,4.6,7,-1,-1.25,Draw,0,1.99,1.94,0.682939891,-1
I2,29/2/2020,Benevento,Spezia,3,1,Benevento,Benevento,1,0.66,1.66,3.5,5.5,-0.75,-0.75,Benevento,1.02,2.02,1.77,0.572421024,-0.75
I2,29/2/2020,Cittadella,Cremonese,0,0,Draw,Cittadella,0,-1,1.9,3.4,4,-0.5,-0.5,Cremonese,-1,1.93,1.93,0.522642866,-0.5
I2,29/2/2020,Empoli,Pordenone,0,1,Pordenone,Empoli,0,-1,1.85,3.3,4.5,-0.5,-0.5,Pordenone,-1,1.95,1.9,0.523846068,-0.5
I2,29/2/2020,Juve Stabia,Trapani,2,2,Draw,Juve Stabia,0,-1,2.2,3.1,3.5,-0.25,-0.25,Trapani,-0.5,2.13,1.75,0.551505646,-0.25
I2,29/2/2020,Pisa,Perugia,1,0,Pisa,Pisa,1,1.6,2.6,3.1,2.8,0,0,Pisa,0.7,1.7,2.1,0.476953703,0
I2,29/2/2020,Venezia,Cosenza,1,1,Draw,Venezia,0,-1,2.37,3,3.25,-0.25,-0.25,Cosenza,-0.5,2.13,1.75,0.387149594,-0.25
I2,29/2/2020,Chievo,Livorno,0,1,Livorno,Chievo,0,-1,1.8,3.3,4.75,-0.5,-0.75,Livorno,-1,1.8,2.05,0.748270266,-0.5
I2,29/2/2020,Frosinone,Salernitana,1,0,Frosinone,Frosinone,1,0.8,1.8,3.3,4.75,-0.5,-0.75,Frosinone,0.83,1.83,2.02,0.553347378,-0.5
F1,29/2/2020,Paris SG,Dijon,4,0,Paris SG,Paris SG,1,0.12,1.12,9,19,-2.75,-2.5,Paris SG,0.96,1.96,1.97,0.8056531,-2.75
F1,29/2/2020,Amiens,Metz,0,1,Metz,Metz,1,3,2.05,3.2,4,-0.5,-0.25,Metz,0.8,2.14,1.8,0.388179951,0.5
F1,29/2/2020,Brest,Angers,0,1,Angers,Brest,0,-1,2.6,3.2,2.8,0,0,Angers,-1,1.85,2.08,0.404889728,0
F1,29/2/2020,Monaco,Reims,1,1,Draw,Monaco,0,-1,1.7,3.75,5.25,-0.5,-0.75,Reims,-1,1.91,2.02,0.446646598,-0.5
F1,29/2/2020,Montpellier,Strasbourg,3,0,Montpellier,Strasbourg,0,-1,2.2,3.2,3.5,-0.25,-0.25,Montpellier,-1,2.17,1.77,0.405892173,0.25
F1,29/2/2020,Toulouse,Rennes,0,2,Rennes,Rennes,1,1.05,3.6,3.5,2.05,0.25,0.25,Rennes,0.84,2.09,1.84,0.728258723,-0.25
F2,29/2/2020,Lorient,Chambly,1,2,Chambly,Lorient,0,-1,1.5,3.75,8.5,-1,-1,Chambly,-1,1.83,2.02,0.529868588,-1
B1,29/2/2020,Waasland-Beveren,Anderlecht,0,3,Anderlecht,Anderlecht,1,0.66,4.75,4,1.66,1,0.75,Anderlecht,0.85,2,1.85,0.72541527,-1
B1,29/2/2020,Eupen,Mouscron,2,1,Eupen,Eupen,1,1.05,2.05,3.6,3.3,-0.25,-0.25,Eupen,0.4,1.8,2.05,0.382798758,-0.25
B1,29/2/2020,Waregem,Kortrijk,2,2,Draw,Kortrijk,0,-1,2.25,3.6,2.9,0,-0.25,Draw,0,1.95,1.9,0.566875339,0
B1,29/2/2020,Antwerp,Oostende,3,1,Antwerp,Antwerp,1,0.4,1.4,4.75,7,-1.25,-1.25,Antwerp,0.45,1.9,1.95,0.679766133,-1.25
N1,29/2/2020,Den Haag,Heracles,0,0,Draw,Heracles,0,-1,3,3.5,2.25,0.25,0.25,Den Haag,-0.5,1.98,1.92,0.620739631,-0.25
N1,29/2/2020,VVV Venlo,For Sittard,0,0,Draw,VVV Venlo,0,-1,1.85,3.75,4,-0.25,-0.5,For Sittard,-0.5,1.93,1.97,0.455122124,-0.25
N1,29/2/2020,Zwolle,Vitesse,4,3,Zwolle,Vitesse,0,-1,2.75,3.4,2.5,0.25,0,Zwolle,-1,1.97,1.93,0.536421139,-0.25
N1,29/2/2020,Twente,Heerenveen,2,3,Heerenveen,Heerenveen,1,1.6,2.55,3.5,2.6,0,0,Heerenveen,1.09,1.81,2.09,0.385058955,0
P1,29/2/2020,Rio Ave,Belenenses,0,0,Draw,Rio Ave,0,-1,1.44,4.2,7.5,-1,-1.25,Belenenses,-1,1.83,2.07,0.65815286,-1
P1,29/2/2020,Boavista,Gil Vicente,0,1,Gil Vicente,Gil Vicente,1,2.6,2.2,3,3.6,0,-0.25,Gil Vicente,0.93,1.97,1.93,0.453614015,0
T1,29/2/2020,Konyaspor,Kasimpasa,0,0,Draw,Kasimpasa,0,-1,2,3.5,3.6,-0.25,-0.5,Kasimpasa,0.51,1.83,2.02,0.370679112,0.25
T1,29/2/2020,Trabzonspor,Rizespor,5,2,Trabzonspor,Trabzonspor,1,0.44,1.44,4.5,6.5,-1,-1,Trabzonspor,1,2,1.85,0.765534957,-1
T1,29/2/2020,Antalyaspor,Fenerbahce,2,2,Draw,Fenerbahce,0,-1,3.6,3.5,2,0.5,0.5,Antalyaspor,-1,1.9,1.95,0.592217092,-0.5
E0,1/3/2020,Everton,Man United,1,1,Draw,Man United,0,-1,2.5,3.25,2.9,0,0,Draw,0,2.07,1.86,0.51396561,0
E0,1/3/2020,Tottenham,Wolves,2,3,Wolves,Wolves,1,2,2.45,3.2,3,0,-0.25,Wolves,0.94,1.99,1.94,0.422146696,0
E2,1/3/2020,Coventry,Sunderland,1,0,Coventry,Draw,0,-1,2.55,3.3,2.8,-0.25,0,Coventry,0,2.1,1.77,0.371119144,0.25
D1,1/3/2020,Union Berlin,Wolfsburg,2,2,Draw,Wolfsburg,0,-1,2.62,3.2,2.7,0,0,Draw,0,2.07,1.86,0.47547302,0
D1,1/3/2020,RB Leipzig,Leverkusen,1,1,Draw,RB Leipzig,0,-1,1.44,5,6.5,-1,-1.25,Leverkusen,-1,1.75,2.05,0.622743824,-1
D2,1/3/2020,Bielefeld,Wehen,1,0,Bielefeld,Bielefeld,1,0.53,1.53,4.5,5.5,-0.75,-1,Bielefeld,0.4,1.8,2.05,0.629183126,-0.75
D2,1/3/2020,Bochum,Sandhausen,4,4,Draw,Bochum,0,-1,2.15,3.4,3.3,-0.25,-0.25,Sandhausen,-0.5,2.05,1.8,0.547390993,-0.25
D2,1/3/2020,St Pauli,Osnabruck,3,1,St Pauli,St Pauli,1,1,2,3.5,3.6,-0.25,-0.5,St Pauli,0.8,1.8,2.05,0.428236053,-0.25
SP1,1/3/2020,Sevilla,Osasuna,3,2,Sevilla,Sevilla,1,0.45,1.45,4.33,8,-1.25,-1,Osasuna,-0.5,2.14,1.8,0.690905209,-1.25
SP1,1/3/2020,Ath Bilbao,Villarreal,1,0,Ath Bilbao,Villarreal,0,-1,2.3,3.3,3.2,-0.25,-0.25,Ath Bilbao,-0.5,1.93,2,0.569896875,0.25
SP1,1/3/2020,Espanol,Ath Madrid,1,1,Draw,Ath Madrid,0,-1,4.2,3.1,2.05,0.5,0.5,Espanol,-1,1.89,2.04,0.600463355,-0.5
SP1,1/3/2020,Mallorca,Getafe,0,1,Getafe,Getafe,1,1.25,3.7,3,2.25,0.25,0.25,Getafe,0.53,1.87,2.06,0.613193597,-0.25
SP1,1/3/2020,Real Madrid,Barcelona,2,0,Real Madrid,Barcelona,0,-1,2.2,3.6,3.1,-0.25,-0.25,Real Madrid,-1,1.91,2.02,0.403097853,0.25
SP2,1/3/2020,Mirandes,Girona,1,1,Draw,Girona,0,-1,3.75,3.1,2.1,0.25,0.25,Mirandes,-0.5,1.85,2,0.442066168,-0.25
SP2,1/3/2020,Elche,Numancia,2,0,Elche,Elche,1,1.05,2.05,3.1,3.8,-0.25,-0.25,Elche,0.88,1.88,1.98,0.470655514,-0.25
SP2,1/3/2020,La Coruna,Lugo,0,0,Draw,La Coruna,0,-1,1.66,3.5,5.5,-0.75,-0.75,Lugo,-0.5,2.02,1.83,0.419474933,-0.75
SP2,1/3/2020,Fuenlabrada,Alcorcon,3,4,Alcorcon,Draw,0,-1,2.2,2.87,3.8,-0.25,-0.25,Alcorcon,0,2,1.85,0.341269014,0.25
SP2,1/3/2020,Oviedo,Tenerife,1,0,Oviedo,Tenerife,0,-1,2.3,3.1,3.2,-0.25,-0.25,Oviedo,-0.5,1.75,2.05,0.558809358,0.25
I1,1/3/2020,Lecce,Atalanta,2,7,Atalanta,Atalanta,1,0.33,8,5.5,1.33,1.5,1.5,Atalanta,0.9,2.03,1.9,0.821651252,-1.5
I1,1/3/2020,Cagliari,Roma,3,4,Roma,Roma,1,1,3.6,3.75,2,0.25,0.5,Roma,0.48,1.97,1.96,0.70594033,-0.25
I2,1/3/2020,Pescara,Ascoli,2,1,Pescara,Ascoli,0,-1,2.05,3.2,3.8,-0.25,-0.25,Pescara,-0.5,1.83,2.02,0.421121007,0.25
F1,1/3/2020,Nantes,Lille,0,1,Lille,Lille,1,1.5,3.1,3.1,2.5,0,0,Lille,0.95,1.98,1.95,0.442920041,0
F1,1/3/2020,Bordeaux,Nice,1,1,Draw,Bordeaux,0,-1,1.9,3.5,4.2,-0.5,-0.5,Nice,-1,1.93,2,0.420442013,-0.5
F1,1/3/2020,Lyon,St Etienne,2,0,Lyon,Lyon,1,0.61,1.61,4,5.25,-0.75,-0.75,Lyon,0.93,1.93,2,0.672138124,-0.75
B1,1/3/2020,Genk,Club Brugge,1,2,Club Brugge,Club Brugge,1,0.8,4.2,3.75,1.8,0.5,0.5,Club Brugge,0.98,1.88,1.98,0.631513824,-0.5
B1,1/3/2020,Charleroi,Standard,2,0,Charleroi,Charleroi,1,1.37,2.37,3.4,2.9,-0.25,-0.25,Charleroi,1.02,2.02,1.83,0.395269273,-0.25
B1,1/3/2020,Cercle Brugge,Gent,1,0,Cercle Brugge,Gent,0,-1,3.6,3.5,2,0.5,0.25,Cercle Brugge,-1,1.88,1.98,0.732201975,-0.5
N1,1/3/2020,Waalwijk,Utrecht,2,1,Waalwijk,Utrecht,0,-1,5,4,1.61,1,0.75,Waalwijk,-1,1.89,2.01,0.840370562,-1
N1,1/3/2020,PSV Eindhoven,Feyenoord,1,1,Draw,PSV Eindhoven,0,-1,1.85,3.8,3.8,-0.5,-0.5,Feyenoord,-1,1.92,1.98,0.410685366,-0.5
N1,1/3/2020,Sparta Rotterdam,FC Emmen,5,1,Sparta Rotterdam,FC Emmen,0,-1,1.9,3.8,3.5,-0.25,-0.5,Sparta Rotterdam,-1,1.72,2.07,0.384172781,0.25
N1,1/3/2020,Ajax,AZ Alkmaar,0,2,AZ Alkmaar,Ajax,0,-1,1.45,4.5,6.5,-1.25,-1,AZ Alkmaar,-1,1.87,2.03,0.482531397,-1.25
P1,1/3/2020,Aves,Pacos Ferreira,1,3,Pacos Ferreira,Pacos Ferreira,1,1.8,2.7,3,2.8,0,0,Pacos Ferreira,1,1.9,2,0.360857626,0
P1,1/3/2020,Maritimo,Sp Braga,1,2,Sp Braga,Sp Braga,1,0.66,5,3.75,1.66,0.75,0.75,Sp Braga,0.435,2.03,1.87,0.616836331,-0.75
P1,1/3/2020,Guimaraes,Tondela,2,0,Guimaraes,Guimaraes,1,0.36,1.36,4.75,8,-1.25,-1.5,Guimaraes,0.465,1.93,1.97,0.63789329,-1.25
T1,1/3/2020,Denizlispor,Yeni Malatyaspor,2,0,Denizlispor,Yeni Malatyaspor,0,-1,2.37,3.5,2.8,0,-0.25,Denizlispor,-1,1.85,2,0.537017174,0
T1,1/3/2020,Ankaragucu,Sivasspor,0,3,Sivasspor,Sivasspor,1,0.83,4,3.75,1.83,0.5,0.5,Sivasspor,0.83,2.02,1.83,0.674756665,-0.5
T1,1/3/2020,Galatasaray,Genclerbirligi,3,0,Galatasaray,Galatasaray,1,0.36,1.36,4.75,8,-1.25,-1.5,Galatasaray,0.98,1.98,1.88,0.645511518,-1.25
G1,1/3/2020,Aris,Atromitos,1,2,Atromitos,Aris,0,-1,2,3.3,3.2,-0.5,-0.25,Atromitos,-1,1.85,2,0.518547723,-0.5
G1,1/3/2020,Larisa,Asteras Tripolis,3,0,Larisa,Asteras Tripolis,0,-1,3.8,3.5,1.83,0.25,0.5,Larisa,-1,1.73,2.15,0.552053955,-0.25
G1,1/3/2020,OFI Crete,Lamia,3,0,OFI Crete,Draw,0,-1,1.2,6,11,-1.25,-1.75,OFI Crete,0,1,1,0.373527547,1.25
G1,1/3/2020,Olympiakos,Panetolikos,2,0,Olympiakos,Olympiakos,1,0.08,1.08,11,13,-2.25,-2.5,Panetolikos,-0.5,2,1.85,0.848159166,-2.25
G1,1/3/2020,Panathinaikos,Volos NFC,4,1,Panathinaikos,Panathinaikos,1,0.36,1.36,4.5,7,-1.5,-1.5,Panathinaikos,0.98,1.98,1.88,0.624156528,-1.5
G1,1/3/2020,Panionios,AEK,1,1,Draw,AEK,0,-1,5.5,3.8,1.53,1,1,Panionios,-1,1.77,2.1,0.883417666,-1
G1,1/3/2020,Xanthi,PAOK,1,1,Draw,PAOK,0,-1,11,8,1.14,1.5,2,Xanthi,-1,1.83,2.02,0.792068506,-1.5
E1,2/3/2020,Middlesbrough,Nott'm Forest,2,2,Draw,Nott'm Forest,0,-1,2.45,3.2,2.87,0,0,Draw,0,1.89,2.04,0.505183171,0
D2,2/3/2020,Hannover,Holstein Kiel,3,1,Hannover,Hannover,1,1.3,2.3,3.6,2.8,-0.25,0,Hannover,0.88,1.88,1.98,0.375505013,-0.25
F2,2/3/2020,Paris FC,Lens,0,2,Lens,Lens,1,1.1,4,3,2.1,0.25,0.25,Lens,0.85,2,1.85,0.361413899,-0.25
P1,2/3/2020,Santa Clara,Porto,0,2,Porto,Porto,1,0.44,8,4,1.44,1,1,Porto,1.02,1.88,2.02,0.695251696,-1
P1,2/3/2020,Benfica,Moreirense,1,1,Draw,Benfica,0,-1,1.14,8.5,13,-2,-2,Moreirense,-1,2.04,1.86,0.761789567,-2
T1,2/3/2020,Buyuksehyr,Gaziantep,3,1,Buyuksehyr,Buyuksehyr,1,0.4,1.4,4.5,8,-1,-1.25,Buyuksehyr,0.88,1.88,1.98,0.591264173,-1
T1,2/3/2020,Kayserispor,Goztep,1,0,Kayserispor,Goztep,0,-1,3.2,3.3,2.25,0.25,0.25,Kayserispor,-1,1.75,2.13,0.797277818,-0.25
E2,3/3/2020,Ipswich,Fleetwood Town,0,1,Fleetwood Town,Fleetwood Town,1,1.9,2.45,3.3,2.9,0,-0.25,Fleetwood Town,0.95,1.9,1.95,0.541030201,0
E3,3/3/2020,Exeter,Crewe,1,1,Draw,Crewe,0,-1,2.3,3.2,3.25,-0.25,-0.25,Crewe,0.385,2.1,1.77,0.482902953,0.25
E3,3/3/2020,Plymouth,Grimsby,3,0,Plymouth,Plymouth,1,0.8,1.8,3.75,4.33,-0.75,-0.75,Plymouth,0.98,1.98,1.88,0.500141433,-0.75
E3,3/3/2020,Swindon,Scunthorpe,2,0,Swindon,Swindon,1,0.57,1.57,4.2,5.75,-1,-1,Swindon,0.77,1.77,2.1,0.702238478,-1
EC,3/3/2020,Barnet,Boreham Wood,2,2,Draw,Boreham Wood,0,-1,2.25,3.2,3.3,-0.25,-0.25,Boreham Wood,0.385,2.02,1.77,0.439394823,0.25
