Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
SC3,6/4/2021,Brechin,Stenhousemuir,1,1,Draw,Stenhousemuir,0,-1,4.75,4.2,1.5,0.75,1,Brechin,-0.5,1.93,1.93,0.633321775,-0.75
SC3,6/4/2021,Edinburgh City,Annan Athletic,1,1,Draw,Edinburgh City,0,-1,1.4,4.33,5.75,-1,-1.25,Annan Athletic,-1,1.88,1.98,0.854639998,-1
SC3,6/4/2021,Queens Park,Cowdenbeath,3,0,Queens Park,Queens Park,1,0.14,1.14,6,17,-1.75,-1.75,Queens Park,0.88,1.88,1.98,0.855921257,-1.75
SC3,6/4/2021,Stirling,Albion Rvs,1,1,Draw,Stirling,0,-1,1.33,4.5,6.5,-1.25,-1.25,Albion Rvs,-1,1.88,1.98,0.691780164,-1.25
SC3,6/4/2021,Elgin,Stranraer,2,1,Elgin,Elgin,1,1.2,2.2,3.75,2.62,0,-0.25,Elgin,0.88,1.88,1.98,0.492967657,0
D2,6/4/2021,Heidenheim,Holstein Kiel,1,0,Heidenheim,Holstein Kiel,0,-1,2.87,3.2,2.45,0,0,Heidenheim,-1,1.83,2.02,0.482053029,0
B1,6/4/2021,Waasland-Beveren,St Truiden,2,4,St Truiden,St Truiden,1,1.2,3.1,3.5,2.2,0.25,0.25,St Truiden,0.93,1.93,1.93,0.371862628,-0.25
T1,6/4/2021,Goztep,Rizespor,2,0,Goztep,Rizespor,0,-1,2.25,3.4,3.1,-0.25,-0.25,Goztep,-1,2.02,1.83,0.379924228,0.25
T1,6/4/2021,Karagumruk,Hatayspor,1,0,Karagumruk,Hatayspor,0,-1,2.25,3.3,3,-0.25,-0.25,Karagumruk,-0.5,1.93,1.93,0.428004086,0.25
T1,6/4/2021,Trabzonspor,Kayserispor,1,1,Draw,Trabzonspor,0,-1,1.65,3.75,5.25,-0.75,-0.75,Kayserispor,-0.5,1.83,2.02,0.550195571,-0.75
SP1,7/4/2021,Sociedad,Ath Bilbao,1,1,Draw,Sociedad,0,-1,2.1,3.3,3.6,-0.25,-0.25,Ath Bilbao,-0.5,2.15,1.68,0.384793045,-0.25
I1,7/4/2021,Inter,Sassuolo,2,1,Inter,Inter,1,0.33,1.33,5.25,9,-1.5,-1.5,Sassuolo,-1,1.88,2.05,0.928814663,-1.5
I1,7/4/2021,Juventus,Napoli,2,1,Juventus,Napoli,0,-1,1.95,3.6,3.8,-0.5,-0.5,Juventus,-1,2.03,1.9,0.446063381,0.5
B1,7/4/2021,Beerschot VA,Charleroi,2,1,Beerschot VA,Charleroi,0,-1,2.8,3.5,2.37,0.25,0.25,Beerschot VA,-1,1.93,1.93,0.392516207,-0.25
T1,7/4/2021,Genclerbirligi,Erzurum BB,1,1,Draw,Genclerbirligi,0,-1,2.8,3.1,2.55,0,0,Draw,0,1.9,1.95,0.44215697,0
T1,7/4/2021,Konyaspor,Ankaragucu,1,1,Draw,Ankaragucu,0,-1,2.05,3.1,4,-0.25,-0.5,Ankaragucu,0.5,1.85,2,0.368596815,0.25
T1,7/4/2021,Antalyaspor,Sivasspor,2,4,Sivasspor,Sivasspor,1,1.6,2.8,3.1,2.6,0,0,Sivasspor,0.88,1.98,1.88,0.483423405,0
T1,7/4/2021,Besiktas,Alanyaspor,3,0,Besiktas,Besiktas,1,0.75,1.75,3.75,4.33,-0.75,-0.75,Besiktas,0.95,1.95,1.9,0.598660943,-0.75
SC2,8/4/2021,Clyde,Forfar,3,0,Clyde,Clyde,1,0.72,1.72,3.4,4.2,-0.5,-0.5,Clyde,0.85,1.85,2,0.47884775,-0.5
SC2,8/4/2021,Dumbarton,East Fife,2,1,Dumbarton,East Fife,0,-1,3.25,3.5,1.9,0.25,0.5,Dumbarton,-1,1.85,2,0.434467439,-0.25
SC3,8/4/2021,Stenhousemuir,Cowdenbeath,1,0,Stenhousemuir,Stenhousemuir,1,0.72,1.72,3.6,3.8,-0.5,-0.5,Stenhousemuir,0.85,1.85,2,0.504948369,-0.5
D2,8/4/2021,Hannover,Wurzburger Kickers,1,2,Wurzburger Kickers,Hannover,0,-1,1.57,4,5.5,-1,-1,Wurzburger Kickers,-1,1.77,2.1,0.691285485,-1
T1,8/4/2021,Denizlispor,Kasimpasa,1,1,Draw,Kasimpasa,0,-1,2.9,3.25,2.37,0.25,0,Denizlispor,-0.5,1.88,1.98,0.50641677,-0.25
T1,8/4/2021,Gaziantep,Buyuksehyr,2,0,Gaziantep,Gaziantep,1,1.75,2.75,3.4,2.45,0,0,Gaziantep,1.02,2.02,1.83,0.478857947,0
T1,8/4/2021,Yeni Malatyaspor,Fenerbahce,1,1,Draw,Fenerbahce,0,-1,4.75,3.75,1.7,0.75,0.75,Yeni Malatyaspor,-0.5,1.88,1.98,0.717630026,-0.75
E0,9/4/2021,Fulham,Wolves,0,1,Wolves,Wolves,1,2.1,2.5,3,3.1,0,-0.25,Wolves,1.05,1.88,2.05,0.39293364,0
E1,9/4/2021,Watford,Reading,2,0,Watford,Watford,1,0.83,1.83,3.4,4.75,-0.75,-0.5,Watford,1.05,2.05,1.85,0.538351669,-0.75
E3,9/4/2021,Mansfield,Newport County,1,1,Draw,Newport County,0,-1,2.45,3,3.2,-0.25,-0.25,Newport County,0.4,2.05,1.8,0.425639652,0.25
E3,9/4/2021,Oldham,Colchester,5,2,Oldham,Oldham,1,1.55,2.55,3.4,2.7,0,0,Oldham,0.93,1.93,1.93,0.527659939,0
SC1,9/4/2021,Hearts,Alloa,6,0,Hearts,Hearts,1,0.16,1.16,7,13,-2,-2,Hearts,0.95,1.95,1.9,0.654945314,-2
D1,9/4/2021,Bielefeld,Freiburg,1,0,Bielefeld,Freiburg,0,-1,2.87,3.3,2.45,0,0,Bielefeld,-1,1.89,2.01,0.45365172,0
D2,9/4/2021,Hamburg,Darmstadt,1,2,Darmstadt,Hamburg,0,-1,1.6,4.33,4.75,-0.75,-1,Darmstadt,-1,1.95,1.9,0.714439705,-0.75
SP1,9/4/2021,Huesca,Elche,3,1,Huesca,Huesca,1,1,2,3.2,4.1,-0.25,-0.5,Huesca,0.82,1.82,2.11,0.462338762,-0.25
SP2,9/4/2021,Tenerife,Sp Gijon,1,0,Tenerife,Draw,0,-1,2.4,2.75,3.5,-0.25,-0.25,Tenerife,0,2.15,1.73,0.382853289,0.25
I2,9/4/2021,Reggiana,Empoli,0,1,Empoli,Empoli,1,0,1,1,1,0.75,0.5,Empoli,0.5,1.85,2,0.74712868,-0.75
F1,9/4/2021,Metz,Lille,0,2,Lille,Lille,1,0.61,6,3.7,1.61,0.75,0.75,Lille,0.94,1.99,1.94,0.756809824,-0.75
B1,9/4/2021,Eupen,Standard,0,4,Standard,Eupen,0,-1,3.5,3.4,2.05,0.5,0.25,Standard,-1,1.9,1.95,0.412335812,0.5
N1,9/4/2021,Vitesse,Den Haag,0,0,Draw,Vitesse,0,-1,1.18,6.5,15,-1.75,-2,Den Haag,-1,1.98,1.92,0.83550784,-1.75
P1,9/4/2021,Portimonense,Guimaraes,3,0,Portimonense,Portimonense,1,1.55,2.55,3.1,2.9,0,0,Portimonense,0.88,1.88,2.02,0.545240471,0
E0,10/4/2021,Man City,Leeds,1,2,Leeds,Man City,0,-1,1.28,5.75,10,-1.5,-1.5,Leeds,-1,2.05,1.75,0.813002256,-1.5
E0,10/4/2021,Liverpool,Aston Villa,2,1,Liverpool,Liverpool,1,0.5,1.5,4.33,6.5,-1.25,-1,Aston Villa,-0.5,2.03,1.9,0.504672112,-1.25
E0,10/4/2021,Crystal Palace,Chelsea,1,4,Chelsea,Chelsea,1,0.53,7,3.8,1.53,1,1,Chelsea,0.85,2.08,1.85,0.553012869,-1
E1,10/4/2021,Millwall,Swansea,0,3,Swansea,Millwall,0,-1,2.8,3.1,2.7,0.25,0,Swansea,-1,1.84,2.06,0.557374107,0.25
E1,10/4/2021,Barnsley,Middlesbrough,2,0,Barnsley,Barnsley,1,1.1,2.1,3.3,3.6,-0.5,-0.25,Barnsley,1.01,2.01,1.89,0.396326583,-0.5
E1,10/4/2021,Birmingham,Stoke,2,0,Birmingham,Stoke,0,-1,2.9,3,2.62,0,0,Birmingham,-1,2.02,1.88,0.450221988,0
E1,10/4/2021,Bournemouth,Coventry,4,1,Bournemouth,Bournemouth,1,0.61,1.61,3.9,5.75,-0.75,-0.75,Bournemouth,0.81,1.81,2.09,0.761597925,-0.75
E1,10/4/2021,Bristol City,Nott'm Forest,0,0,Draw,Nott'm Forest,0,-1,3.2,3,2.37,0.25,0.25,Bristol City,-0.5,2.05,1.85,0.682627292,-0.25
E1,10/4/2021,Cardiff,Blackburn,2,2,Draw,Draw,1,2.4,2.1,3.4,3.5,0,-0.25,Draw,0,1.91,1.99,0.219209751,0
E1,10/4/2021,Derby,Norwich,0,1,Norwich,Norwich,1,0.7,5,3.8,1.7,0.75,0.75,Norwich,0.375,2.05,1.75,0.724580075,-0.75
E1,10/4/2021,Huddersfield,Rotherham,0,0,Draw,Rotherham,0,-1,2.45,3.1,3.1,0,-0.25,Draw,0,1.8,2.1,0.363495265,0
E1,10/4/2021,Preston,Brentford,0,5,Brentford,Brentford,1,0.9,4.2,3.4,1.9,0.5,0.5,Brentford,0.91,1.99,1.91,0.457005101,-0.5
E1,10/4/2021,QPR,Sheffield Weds,4,1,QPR,QPR,1,1.2,2.2,3.3,3.3,-0.25,-0.25,QPR,0.96,1.96,1.94,0.38419457,-0.25
E1,10/4/2021,Wycombe,Luton,1,3,Luton,Wycombe,0,-1,3.1,3.25,2.4,0.25,0.25,Luton,-1,2.05,1.85,0.407362323,0.25
E2,10/4/2021,Accrington,AFC Wimbledon,1,5,AFC Wimbledon,Accrington,0,-1,2.3,3.4,3,-0.25,-0.25,AFC Wimbledon,-1,1.83,2.02,0.418508676,-0.25
E2,10/4/2021,Crewe,Oxford,0,6,Oxford,Crewe,0,-1,2.5,3.4,2.8,-0.25,0,Oxford,-1,2.05,1.8,0.472147008,-0.25
E2,10/4/2021,Doncaster,Wigan,1,4,Wigan,Draw,0,-1,2.2,3.3,3.4,-0.25,-0.25,Wigan,0,1.88,1.98,0.31946926,0.25
E2,10/4/2021,Fleetwood Town,Rochdale,1,0,Fleetwood Town,Fleetwood Town,1,0.95,1.95,3.5,3.8,-0.5,-0.5,Fleetwood Town,1.05,2.05,1.8,0.487244243,-0.5
E2,10/4/2021,Gillingham,Shrewsbury,0,0,Draw,Gillingham,0,-1,2.25,3.3,3.25,-0.25,-0.25,Shrewsbury,-0.5,1.95,1.9,0.395527656,-0.25
E2,10/4/2021,Ipswich,Milton Keynes Dons,0,0,Draw,Milton Keynes Dons,0,-1,2.5,3.3,2.87,0,0,Draw,0,1.85,2,0.370879658,0
E2,10/4/2021,Lincoln,Blackpool,2,2,Draw,Blackpool,0,-1,2.6,3.3,2.75,0,0,Draw,0,1.98,1.88,0.722333867,0
E2,10/4/2021,Northampton,Bristol Rvs,1,1,Draw,Draw,1,2.2,2.75,3.2,2.75,0,0,Draw,0,2.1,1.77,0.269711302,0
E2,10/4/2021,Plymouth,Hull,0,3,Hull,Hull,1,0.7,5,3.8,1.7,1,0.75,Hull,1,1.85,2,0.790059667,-1
E2,10/4/2021,Portsmouth,Burton,1,2,Burton,Portsmouth,0,-1,1.75,3.75,4.5,-0.5,-0.5,Burton,-1,1.9,1.95,0.367462244,-0.5
E2,10/4/2021,Sunderland,Charlton,1,2,Charlton,Sunderland,0,-1,1.83,3.5,4.5,-0.5,-0.5,Charlton,-1,1.9,1.95,0.629737452,-0.5
E2,10/4/2021,Swindon,Peterboro,0,3,Peterboro,Peterboro,1,0.61,5.5,4,1.61,0.75,0.75,Peterboro,0.95,1.9,1.95,0.720419271,-0.75
E3,10/4/2021,Barrow,Carlisle,2,2,Draw,Carlisle,0,-1,3.1,3.2,2.4,0.25,0.25,Barrow,-0.5,1.85,2,0.444238648,-0.25
E3,10/4/2021,Bolton,Harrogate,2,1,Bolton,Bolton,1,0.95,1.95,3.8,3.6,-0.5,-0.5,Bolton,0.85,1.85,2,0.454162621,-0.5
E3,10/4/2021,Bradford,Grimsby,1,0,Bradford,Bradford,1,1.05,2.05,3.5,3.75,-0.25,-0.5,Bradford,0.365,1.73,2.08,0.456949931,-0.25
E3,10/4/2021,Cambridge,Exeter,1,4,Exeter,Cambridge,0,-1,2.45,3.3,2.9,0,0,Exeter,-1,1.85,2,0.474450383,0
E3,10/4/2021,Cheltenham,Leyton Orient,1,0,Cheltenham,Draw,0,-1,1.8,3.5,4.75,-0.5,-0.5,Cheltenham,0,1.83,2.02,0.246804905,0.5
E3,10/4/2021,Port Vale,Morecambe,1,0,Port Vale,Port Vale,1,1.3,2.3,3.3,3.2,-0.25,-0.25,Port Vale,0.51,2.02,1.83,0.418383327,-0.25
E3,10/4/2021,Salford,Stevenage,2,1,Salford,Draw,0,-1,2.1,3.2,3.8,-0.25,-0.25,Salford,0,1.8,2.05,0.422621136,0.25
E3,10/4/2021,Scunthorpe,Tranmere,0,0,Draw,Tranmere,0,-1,3.2,3.3,2.3,0.25,0.25,Scunthorpe,-0.5,2.05,1.8,0.423858147,-0.25
E3,10/4/2021,Southend,Crawley Town,0,0,Draw,Draw,1,2.2,2.9,3.2,2.45,-0.25,0,Crawley Town,0,2.13,1.75,0.250179579,0.25
E3,10/4/2021,Walsall,Forest Green,2,1,Walsall,Draw,0,-1,2.9,3.2,2.55,0.25,0,Walsall,0,1.77,2.1,0.296167102,-0.25
EC,10/4/2021,Altrincham,Halifax,0,1,Halifax,Halifax,1,1.6,2.4,3.4,2.6,0.25,0,Halifax,0.5,1.8,2,0.511210149,-0.25
EC,10/4/2021,Boreham Wood,Wealdstone,3,1,Boreham Wood,Boreham Wood,1,0.45,1.45,4,6.5,-1.25,-1,Boreham Wood,0.465,1.93,1.88,0.638872079,-1.25
EC,10/4/2021,Bromley,Dag and Red,1,0,Bromley,Bromley,1,1.2,2.2,3.4,3.1,-0.25,-0.25,Bromley,0.425,1.85,1.95,0.38493803,-0.25
EC,10/4/2021,Eastleigh,Woking,0,0,Draw,Draw,1,2.1,2.1,3.1,3.75,-0.25,-0.25,Woking,0,1.85,1.95,0.243843807,0.25
EC,10/4/2021,King?™s Lynn,Chesterfield,1,2,Chesterfield,Chesterfield,1,0.83,3.75,3.6,1.83,1,0.5,Draw,0,1.93,1.88,0.678803569,-1
EC,10/4/2021,Maidenhead,Barnet,0,0,Draw,Maidenhead,0,-1,1.44,4.2,6,-1,-1,Barnet,-1,1.93,1.88,0.804193703,-1
EC,10/4/2021,Torquay,Weymouth,2,1,Torquay,Torquay,1,0.5,1.5,4,5.5,-1,-1,Draw,0,1.8,2,0.382719485,-1
EC,10/4/2021,Wrexham,Stockport,0,3,Stockport,Draw,0,-1,3,3.1,2.3,0.5,0.25,Stockport,0,1.88,1.93,0.353464283,-0.5
EC,10/4/2021,Hartlepool,Notts County,2,0,Hartlepool,Hartlepool,1,1.2,2.2,3.4,3,-0.25,-0.25,Hartlepool,1,2,1.8,0.354373899,-0.25
SC0,10/4/2021,Celtic,Livingston,6,0,Celtic,Celtic,1,0.45,1.45,4,8,-1.5,-1,Celtic,1.02,2.02,1.77,0.720337349,-1.5
SC0,10/4/2021,Hamilton,Dundee United,0,1,Dundee United,Dundee United,1,1.2,3.3,3.25,2.2,0.25,0.25,Dundee United,0.5,1.85,2,0.478209099,-0.25
SC0,10/4/2021,Kilmarnock,Ross County,2,2,Draw,Kilmarnock,0,-1,1.95,3.2,4.2,-0.5,-0.5,Ross County,-1,1.77,2.02,0.463463624,-0.5
SC0,10/4/2021,Motherwell,St Mirren,1,0,Motherwell,Motherwell,1,1.55,2.55,3.2,2.8,0,0,Motherwell,0.93,1.93,1.93,0.363437214,0
SC0,10/4/2021,St Johnstone,Aberdeen,0,1,Aberdeen,Draw,0,-1,2.87,3,2.6,-0.25,0,Aberdeen,0,2.02,1.83,0.097549562,0.25
SC1,10/4/2021,Ayr,Dunfermline,1,1,Draw,Dunfermline,0,-1,2.75,3.3,2.5,0,0,Draw,0,1.95,1.9,0.351399485,0
SC1,10/4/2021,Dundee,Morton,1,1,Draw,Dundee,0,-1,1.61,3.75,5.5,-1,-0.75,Morton,-1,1.95,1.9,0.745186936,-1
SC1,10/4/2021,Queen of Sth,Inverness C,1,1,Draw,Inverness C,0,-1,2.75,3.3,2.5,0.25,0,Queen of Sth,-0.5,1.83,2.02,0.516425894,-0.25
SC1,10/4/2021,Raith Rvs,Arbroath,2,2,Draw,Raith Rvs,0,-1,1.85,3.6,4,-0.25,-0.5,Arbroath,-0.5,1.85,2,0.390655148,-0.25
SC2,10/4/2021,Cove Rangers,Dumbarton,1,0,Cove Rangers,Cove Rangers,1,0.3,1.3,4.75,8.5,-1.25,-1.25,Dumbarton,-0.5,1.95,1.9,0.465412412,-1.25
SC2,10/4/2021,Falkirk,Clyde,2,1,Falkirk,Falkirk,1,0.28,1.28,5,7,-1.25,-1.25,Clyde,-0.5,1.93,1.93,0.519289026,-1.25
SC2,10/4/2021,Forfar,East Fife,1,2,East Fife,East Fife,1,0.95,3.4,3.6,1.95,0.5,0.5,East Fife,0.77,2.02,1.77,0.586713848,-0.5
SC2,10/4/2021,Montrose,Airdrie Utd,2,2,Draw,Montrose,0,-1,2.1,3.6,2.8,-0.5,-0.25,Airdrie Utd,-1,1.98,1.88,0.409383448,-0.5
SC2,10/4/2021,Peterhead,Partick,0,3,Partick,Partick,1,1.15,2.75,3.6,2.15,0.25,0.25,Partick,0.85,2,1.85,0.447789001,-0.25
SC3,10/4/2021,Annan Athletic,Stirling,1,2,Stirling,Stirling,1,1,3.2,3.3,2,0.5,0.25,Stirling,1.02,1.83,2.02,0.514755875,-0.5
SC3,10/4/2021,Brechin,Albion Rvs,2,4,Albion Rvs,Albion Rvs,1,1.15,2.62,3.6,2.15,0.25,0.25,Albion Rvs,0.98,1.88,1.98,0.481847925,-0.25
SC3,10/4/2021,Cowdenbeath,Elgin,1,0,Cowdenbeath,Elgin,0,-1,3.5,3.6,1.83,0.75,0.5,Cowdenbeath,-1,1.85,2,0.812573196,-0.75
SC3,10/4/2021,Stenhousemuir,Queens Park,1,3,Queens Park,Queens Park,1,0.53,5,3.8,1.53,1.25,1,Queens Park,0.51,1.83,2.02,0.832102214,-1.25
SC3,10/4/2021,Stranraer,Edinburgh City,0,1,Edinburgh City,Edinburgh City,1,1.62,2.8,2.8,2.62,0,0,Edinburgh City,1.1,1.77,2.1,0.500305031,0
D1,10/4/2021,Bayern Munich,Union Berlin,1,1,Draw,Bayern Munich,0,-1,1.44,4.75,6.5,-0.5,-1.25,Union Berlin,-1,1.89,2.01,0.963394298,-0.5
D1,10/4/2021,Ein Frankfurt,Wolfsburg,4,3,Ein Frankfurt,Wolfsburg,0,-1,2.37,3.5,2.9,0,-0.25,Ein Frankfurt,-1,1.87,2.06,0.437236604,0
D1,10/4/2021,Hertha,M'gladbach,2,2,Draw,M'gladbach,0,-1,3.2,3.5,2.2,0.25,0.25,Hertha,-0.5,1.94,1.99,0.486805679,-0.25
D1,10/4/2021,Werder Bremen,RB Leipzig,1,4,RB Leipzig,RB Leipzig,1,0.4,8,4.75,1.4,1.5,1.25,RB Leipzig,1.01,1.92,2.01,0.661080671,-1.5
D1,10/4/2021,Stuttgart,Dortmund,2,3,Dortmund,Stuttgart,0,-1,4,3.8,1.83,0.75,0.5,Dortmund,-0.5,1.9,2.03,0.396612236,0.75
D2,10/4/2021,Erzgebirge Aue,St Pauli,1,3,St Pauli,St Pauli,1,1.3,3,3.3,2.3,0.25,0.25,St Pauli,0.9,1.95,1.9,0.481580083,-0.25
D2,10/4/2021,Paderborn,Bochum,3,0,Paderborn,Bochum,0,-1,3,3.3,2.25,0.25,0,Paderborn,-1,1.93,1.93,0.6370088,-0.25
SP1,10/4/2021,Getafe,Cadiz,0,1,Cadiz,Draw,0,-1,1.9,3.1,4.5,-0.5,-0.5,Cadiz,0,1.84,2.09,0.267826052,0.5
SP1,10/4/2021,Ath Bilbao,Alaves,0,0,Draw,Ath Bilbao,0,-1,1.9,3.3,4.4,-0.5,-0.5,Alaves,-1,2.02,1.91,0.652450648,-0.5
SP1,10/4/2021,Eibar,Levante,0,1,Levante,Levante,1,2.1,2.2,3.5,3.1,-0.25,-0.25,Levante,0.83,2.1,1.83,0.456132116,0.25
SP1,10/4/2021,Real Madrid,Barcelona,2,1,Real Madrid,Barcelona,0,-1,2.8,3.8,2.3,0.25,0.25,Real Madrid,-1,1.73,2.08,0.552503755,-0.25
SP2,10/4/2021,Ponferradina,Fuenlabrada,0,0,Draw,Ponferradina,0,-1,2.75,2.9,2.7,0,0,Draw,0,2,1.85,0.400845765,0
SP2,10/4/2021,Oviedo,Las Palmas,0,0,Draw,Las Palmas,0,-1,2,3.1,3.75,-0.5,-0.25,Las Palmas,1,1.85,2,0.415757544,0.5
SP2,10/4/2021,Vallecano,Girona,2,1,Vallecano,Vallecano,1,0.83,1.83,3.2,4.75,-0.5,-0.5,Vallecano,1.02,2.02,1.83,0.414916184,-0.5
I1,10/4/2021,Spezia,Crotone,3,2,Spezia,Spezia,1,0.75,1.75,4.2,4,-0.5,-0.75,Spezia,0.92,1.92,2.01,0.549148691,-0.5
I1,10/4/2021,Parma,Milan,1,3,Milan,Milan,1,0.66,5.25,3.75,1.66,0.75,0.75,Milan,1.02,1.91,2.02,0.693717232,-0.75
I1,10/4/2021,Udinese,Torino,0,1,Torino,Udinese,0,-1,2.4,3.3,3,-0.25,-0.25,Torino,-1,1.98,1.95,0.42210852,-0.25
I2,10/4/2021,Ascoli,Monza,1,0,Ascoli,Monza,0,-1,3.75,3.25,2.05,0.25,0.5,Ascoli,-1,1.77,2.1,0.382740065,-0.25
I2,10/4/2021,Brescia,Pescara,1,1,Draw,Brescia,0,-1,2.1,3.2,3.6,-0.25,-0.25,Pescara,-0.5,1.83,2.02,0.522729972,-0.25
I2,10/4/2021,Cremonese,Pordenone,2,1,Cremonese,Cremonese,1,1.2,2.2,2.9,3.7,-0.5,-0.25,Cremonese,0.95,1.95,1.9,0.504622769,-0.5
I2,10/4/2021,Lecce,Spal,1,2,Spal,Lecce,0,-1,1.83,3.5,4.33,-0.75,-0.5,Spal,-1,2.05,1.8,0.68809042,-0.75
I2,10/4/2021,Virtus Entella,Salernitana,0,3,Salernitana,Draw,0,-1,4,3.1,2.05,0.25,0.25,Salernitana,0,2.13,1.75,0.431708016,-0.25
I2,10/4/2021,Frosinone,Cittadella,1,1,Draw,Cittadella,0,-1,2.37,3.1,3.1,0,0,Draw,0,1.77,2.1,0.456328694,0
F1,10/4/2021,Strasbourg,Paris SG,1,4,Paris SG,Paris SG,1,0.75,4.33,4,1.75,0.75,0.75,Paris SG,0.85,2.08,1.85,0.656857708,-0.75
F1,10/4/2021,Montpellier,Marseille,3,3,Draw,Montpellier,0,-1,2.55,3.4,2.62,0,0,Draw,0,1.84,2.09,0.406432654,0
F2,10/4/2021,Paris FC,Troyes,1,1,Draw,Paris FC,0,-1,2.8,3.2,2.5,0,0,Draw,0,1.88,1.98,0.447777561,0
F2,10/4/2021,Chateauroux,Dunkerque,1,2,Dunkerque,Dunkerque,1,2.3,2.2,3.2,3.3,-0.25,-0.25,Dunkerque,1,1.85,2,0.381608815,0.25
F2,10/4/2021,Grenoble,Caen,3,1,Grenoble,Grenoble,1,0.95,1.95,3.3,4,-0.5,-0.5,Grenoble,1.02,2.02,1.83,0.541212268,-0.5
F2,10/4/2021,Le Havre,Ajaccio,1,1,Draw,Ajaccio,0,-1,2.7,3,2.75,0,0,Draw,0,1.75,2.13,0.38952037,0
F2,10/4/2021,Nancy,Sochaux,0,0,Draw,Nancy,0,-1,3.4,2.75,2.45,0.25,0,Nancy,0.375,1.75,2.13,0.371216051,0.25
F2,10/4/2021,Niort,Auxerre,0,4,Auxerre,Auxerre,1,1,3.8,3.25,2,0.25,0.5,Auxerre,0.8,2.05,1.8,0.397802304,-0.25
F2,10/4/2021,Pau FC,Clermont,2,1,Pau FC,Clermont,0,-1,5.5,3.75,1.61,1,0.75,Pau FC,-1,1.8,2.05,0.599480402,-1
F2,10/4/2021,Valenciennes,Chambly,2,1,Valenciennes,Valenciennes,1,1.5,2.5,3.1,2.9,-0.25,-0.25,Valenciennes,0.55,2.1,1.77,0.419169803,-0.25
B1,10/4/2021,Cercle Brugge,Oud-Heverlee Leuven,3,0,Cercle Brugge,Oud-Heverlee Leuven,0,-1,2,3.75,3.4,-0.5,-0.5,Cercle Brugge,-1,2,1.85,0.47937767,0.5
B1,10/4/2021,Mechelen,Waregem,4,2,Mechelen,Waregem,0,-1,1.75,4.2,4,-0.75,-0.75,Mechelen,-1,1.8,2.05,0.39855262,0.75
B1,10/4/2021,Gent,Charleroi,4,0,Gent,Gent,1,0.66,1.66,4,4.75,-0.75,-0.75,Gent,0.88,1.88,1.98,0.468971382,-0.75
N1,10/4/2021,Heracles,Willem II,4,0,Heracles,Heracles,1,1.05,2.05,3.5,3.5,-0.25,-0.25,Heracles,0.95,1.95,1.95,0.404541884,-0.25
N1,10/4/2021,AZ Alkmaar,Sparta Rotterdam,2,0,AZ Alkmaar,AZ Alkmaar,1,0.45,1.45,4.5,6,-1.25,-1,AZ Alkmaar,0.535,2.07,1.83,0.734261997,-1.25
N1,10/4/2021,For Sittard,FC Emmen,1,3,FC Emmen,For Sittard,0,-1,2.25,3.5,3,-0.25,-0.25,FC Emmen,-1,2.06,1.84,0.359333704,-0.25
N1,10/4/2021,Zwolle,Twente,1,0,Zwolle,Zwolle,1,1.9,2.9,3.3,2.37,0.25,0.25,Zwolle,0.79,1.79,2.11,0.410850426,0.25
P1,10/4/2021,Maritimo,Farense,1,0,Maritimo,Farense,0,-1,2.5,3.1,2.9,0.25,0,Maritimo,-1,1.81,2.09,0.407967342,-0.25
P1,10/4/2021,Boavista,Rio Ave,3,3,Draw,Boavista,0,-1,2.55,3,2.9,0,0,Draw,0,1.98,1.92,0.418363764,0
P1,10/4/2021,Tondela,Porto,0,2,Porto,Porto,1,0.4,9.5,4,1.4,1.5,1.25,Porto,1.01,1.89,2.01,0.746811814,-1.5
P1,10/4/2021,Pacos Ferreira,Benfica,0,5,Benfica,Benfica,1,0.45,7.5,4,1.45,1.25,1,Benfica,1.08,1.82,2.08,0.664456847,-1.25
T1,10/4/2021,Hatayspor,Goztep,2,3,Goztep,Hatayspor,0,-1,1.95,3.6,3.6,-0.5,-0.5,Goztep,-1,1.85,2,0.466921349,-0.5
T1,10/4/2021,Rizespor,Trabzonspor,0,0,Draw,Trabzonspor,0,-1,3.6,3.4,2,0.25,0.25,Rizespor,-0.5,1.88,1.98,0.481280486,-0.25
T1,10/4/2021,Galatasaray,Karagumruk,1,1,Draw,Karagumruk,0,-1,1.5,4.2,6,-0.75,-1,Karagumruk,0.49,1.88,1.98,0.379098087,0.75
G1,10/4/2021,Volos NFC,Panetolikos,3,1,Volos NFC,Draw,0,-1,2.2,3.2,3.3,0,-0.25,Volos NFC,0,1.75,2.13,0.153210217,0
G1,10/4/2021,Apollon,OFI Crete,0,0,Draw,OFI Crete,0,-1,2.4,3.2,3,0,-0.25,Draw,0,1.73,2.08,0.374363874,0
G1,10/4/2021,Atromitos,Larisa,0,1,Larisa,Larisa,1,2,2.4,3.2,3,-0.25,-0.25,Larisa,0.85,2,1.85,0.400878416,0.25
E0,11/4/2021,Burnley,Newcastle,1,2,Newcastle,Burnley,0,-1,2.3,3.1,3.4,-0.25,-0.25,Newcastle,-1,1.95,1.98,0.462977332,-0.25
