Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
SC0,27/10/2019,Aberdeen,Celtic,0,4,Celtic,Celtic,1,0.33,8.5,5,1.33,1,Celtic,0.93,1.93,1.93,0.269805294,0.298682466,0.43151224
SC0,27/10/2019,Rangers,Motherwell,2,1,Rangers,Rangers,1,0.18,1.18,7,13,-2,Motherwell,-1,1.88,1.98,0.727204016,0.17359424,0.099201744
D1,27/10/2019,Wolfsburg,Augsburg,0,0,Draw,Wolfsburg,0,-1,1.57,4.33,5.5,-1,Augsburg,0,2.1,1.83,0.564211653,0.256801664,0.178986682
D1,27/10/2019,M'gladbach,Ein Frankfurt,4,2,M'gladbach,M'gladbach,1,0.83,1.83,4,3.75,-0.25,M'gladbach,0.84,1.84,2.09,0.392446617,0.280203941,0.327349442
D2,27/10/2019,Heidenheim,St Pauli,1,0,Heidenheim,St Pauli,0,-1,2.15,3.4,3.3,-0.5,Heidenheim,-1,1.9,1.95,0.26530114,0.31467703,0.420021829
D2,27/10/2019,Nurnberg,Regensburg,1,1,Draw,Regensburg,0,-1,1.9,3.6,3.75,-0.5,Regensburg,0,1.93,1.93,0.377791617,0.228497368,0.393711015
D2,27/10/2019,Osnabruck,Greuther Furth,0,0,Draw,Draw,1,2.25,2.25,3.25,3.2,-0.25,Greuther Furth,0,1.93,1.93,0.252929562,0.464964367,0.282106071
SP1,27/10/2019,Celta,Sociedad,0,1,Sociedad,Sociedad,1,1.45,3,3.25,2.45,0,Sociedad,1.05,1.88,2.05,0.125223447,0.235218544,0.639558009
SP1,27/10/2019,Granada,Betis,1,0,Granada,Granada,1,1.45,2.45,3.2,3,-0.25,Granada,0.545,2.09,1.84,0.628464296,0.209616629,0.161919075
SP1,27/10/2019,Levante,Espanol,0,1,Espanol,Levante,0,-1,2.1,3.5,3.5,-0.25,Espanol,-1,2.07,1.86,0.539268934,0.310771755,0.149959311
SP1,27/10/2019,Sevilla,Getafe,2,0,Sevilla,Getafe,0,-1,1.72,3.3,6,-0.75,Sevilla,-1,2.02,1.91,0.314343533,0.273131461,0.412525005
SP1,27/10/2019,Osasuna,Valencia,3,1,Osasuna,Valencia,0,-1,2.87,3.1,2.62,0,Osasuna,-1,1.91,2.02,0.278012063,0.313632961,0.408354975
SP2,27/10/2019,Girona,Alcorcon,0,0,Draw,Alcorcon,0,-1,1.61,3.4,6.5,-0.75,Alcorcon,0,1.95,1.9,0.353750917,0.234629712,0.411619371
SP2,27/10/2019,Sp Gijon,Zaragoza,4,0,Sp Gijon,Zaragoza,0,-1,2.3,3,3.4,-0.25,Sp Gijon,-1,1.93,1.93,0.300245651,0.289153868,0.410600481
SP2,27/10/2019,Huesca,Elche,2,0,Huesca,Draw,0,-1,1.57,3.4,7.5,-0.75,Huesca,-1,1.9,1.95,0.322462556,0.371290448,0.306246996
SP2,27/10/2019,Las Palmas,Fuenlabrada,1,3,Fuenlabrada,Las Palmas,0,-1,1.95,3.3,4,-0.5,Fuenlabrada,-1,2.02,1.83,0.439465227,0.300416345,0.260118428
SP2,27/10/2019,Almeria,Extremadura UD,3,2,Almeria,Almeria,1,0.8,1.8,3.4,4.75,-0.75,Almeria,0.5,2,1.85,0.410845089,0.307183968,0.281970943
I1,27/10/2019,Bologna,Sampdoria,2,1,Bologna,Bologna,1,0.9,1.9,3.8,3.8,-0.5,Bologna,0.98,1.98,1.95,0.508394122,0.298037241,0.193568637
I1,27/10/2019,Atalanta,Udinese,7,1,Atalanta,Atalanta,1,0.4,1.4,5,7.5,-1.25,Atalanta,0.94,1.94,1.99,0.505703146,0.294089767,0.200207088
I1,27/10/2019,Spal,Napoli,1,1,Draw,Napoli,0,-1,7.5,4.5,1.44,1,Spal,0,2.04,1.89,0.1011014,0.223705503,0.675193098
I1,27/10/2019,Torino,Cagliari,1,1,Draw,Cagliari,0,-1,1.75,3.75,4.75,-0.75,Cagliari,0,2.02,1.91,0.155570976,0.264457332,0.579971692
I1,27/10/2019,Roma,Milan,2,1,Roma,Roma,1,1.15,2.15,3.4,3.4,-0.25,Roma,0.405,1.81,2.13,0.410504725,0.306282731,0.283212544
I1,27/10/2019,Fiorentina,Lazio,1,2,Lazio,Lazio,1,1.87,2.4,3.5,2.87,0,Lazio,1.08,1.85,2.08,0.298832329,0.263684513,0.437483158
I2,27/10/2019,Cremonese,Frosinone,1,1,Draw,Draw,1,2.2,2.4,3.2,3,0,Draw,0,1.8,2.05,0.338296967,0.339337078,0.322365956
F1,27/10/2019,Rennes,Toulouse,3,2,Rennes,Rennes,1,0.9,1.9,3.4,4.33,-0.5,Rennes,0.83,1.83,2.1,0.375670154,0.283085145,0.341244701
F1,27/10/2019,St Etienne,Amiens,2,2,Draw,St Etienne,0,-1,1.83,3.5,4.5,-0.25,Amiens,0,1.99,1.94,0.355826863,0.302476023,0.341697114
F1,27/10/2019,Paris SG,Marseille,4,0,Paris SG,Paris SG,1,0.22,1.22,7,11,-2,Paris SG,0.9,1.9,2.03,0.69706069,0.208610783,0.094328527
B1,27/10/2019,Club Brugge,Standard,1,1,Draw,Club Brugge,0,-1,1.45,4.2,6.5,-1.25,Standard,0,1.8,2.05,0.561495231,0.309376127,0.129128642
B1,27/10/2019,St Truiden,Gent,0,0,Draw,Gent,0,-1,6,4,1.55,1,St Truiden,0,1.85,2,0.112711688,0.169865836,0.717422477
B1,27/10/2019,Waasland-Beveren,Mechelen,1,3,Mechelen,Mechelen,1,1.05,3.4,3.5,2.05,0.25,Mechelen,1.02,1.83,2.02,0.154559619,0.223450065,0.621990316
N1,27/10/2019,Heerenveen,Groningen,1,1,Draw,Groningen,0,-1,2,3.4,3.75,-0.25,Groningen,0,1.9,2,0.302238836,0.325365602,0.372395562
N1,27/10/2019,PSV Eindhoven,AZ Alkmaar,0,4,AZ Alkmaar,PSV Eindhoven,0,-1,1.75,3.6,4.5,-0.25,AZ Alkmaar,-1,1.72,2.07,0.375367737,0.261669631,0.362962632
N1,27/10/2019,Sparta Rotterdam,Utrecht,1,2,Utrecht,Utrecht,1,1.05,3.5,3.5,2.05,0.25,Utrecht,0.375,2.05,1.75,0.180752795,0.231511909,0.587735295
N1,27/10/2019,Ajax,Feyenoord,4,0,Ajax,Ajax,1,0.22,1.22,6.25,11,-2,Ajax,0.92,1.92,1.98,0.778865465,0.136289525,0.08484501
P1,27/10/2019,Tondela,Benfica,0,1,Benfica,Benfica,1,0.28,10,5.25,1.28,1.5,Tondela,-1,1.96,1.94,0.140869488,0.253852906,0.605277605
P1,27/10/2019,Porto,Famalicao,3,0,Porto,Porto,1,0.22,1.22,6,12,-1.5,Porto,0.75,1.75,2.05,0.572907083,0.231217989,0.195874928
P1,27/10/2019,Sp Lisbon,Guimaraes,3,1,Sp Lisbon,Guimaraes,0,-1,1.72,3.75,4.75,-0.25,Sp Lisbon,-1,1.86,2.04,0.279346733,0.289492618,0.43116065
T1,27/10/2019,Yeni Malatyaspor,Kayserispor,4,0,Yeni Malatyaspor,Yeni Malatyaspor,1,0.53,1.53,4,6,-1,Yeni Malatyaspor,0.83,1.83,2.02,0.683901153,0.178158946,0.137939901
T1,27/10/2019,Genclerbirligi,Denizlispor,0,2,Denizlispor,Genclerbirligi,0,-1,1.8,3.6,4.5,-0.75,Denizlispor,-1,1.8,2.05,0.508266026,0.283228952,0.208505022
T1,27/10/2019,Goztep,Kasimpasa,1,4,Kasimpasa,Goztep,0,-1,1.83,3.5,4.33,-0.75,Kasimpasa,-1,2.02,1.83,0.451803765,0.33129088,0.216905355
T1,27/10/2019,Besiktas,Galatasaray,1,0,Besiktas,Galatasaray,0,-1,2.8,3.3,2.45,0.25,Besiktas,-1,1.85,2,0.284892885,0.349943393,0.365163722
G1,27/10/2019,Panathinaikos,Larisa,1,2,Larisa,Larisa,1,4,1.75,3.4,5,-0.75,Larisa,0.77,2.1,1.77,0.260194208,0.350281493,0.389524299
G1,27/10/2019,Atromitos,Panionios,4,0,Atromitos,Atromitos,1,0.55,1.55,3.75,6.25,-1,Atromitos,1.1,2.1,1.77,0.53101934,0.263161714,0.205818945
G1,27/10/2019,Aris,Panetolikos,2,0,Aris,Aris,1,0.5,1.5,4.1,6.5,-1.25,Aris,0.425,1.85,2,0.614048285,0.235832185,0.15011953
G1,27/10/2019,Olympiakos,AEK,2,0,Olympiakos,Olympiakos,1,0.53,1.53,3.8,7,-1,Olympiakos,0.9,1.9,1.95,0.492106933,0.289130357,0.21876271
E1,28/10/2019,QPR,Brentford,1,3,Brentford,Brentford,1,1.55,2.8,3.4,2.55,0.25,Brentford,1.08,1.82,2.08,0.222374752,0.216328398,0.56129685
D2,28/10/2019,Sandhausen,Wehen,0,0,Draw,Wehen,0,-1,1.83,3.6,4.1,-0.5,Wehen,0,1.93,1.93,0.286595103,0.313358627,0.40004627
F2,28/10/2019,Valenciennes,Le Havre,0,0,Draw,Le Havre,0,-1,3.4,3,2.3,0.25,Valenciennes,0,2.1,1.77,0.226963086,0.344106419,0.428930496
P1,28/10/2019,Sp Braga,Santa Clara,2,0,Sp Braga,Santa Clara,0,-1,1.44,4.33,7,-1.25,Sp Braga,-0.5,1.91,1.99,0.232114503,0.357075199,0.410810298
T1,28/10/2019,Buyuksehyr,Trabzonspor,2,2,Draw,Trabzonspor,0,-1,2,3.5,3.6,-0.75,Trabzonspor,0,1.88,1.98,0.37123945,0.23778572,0.39097483
G1,28/10/2019,Asteras Tripolis,Lamia,4,1,Asteras Tripolis,Asteras Tripolis,1,0.85,1.85,3.4,4.33,-1,Asteras Tripolis,1.02,2.02,1.83,0.512204483,0.302393906,0.185401611
EC,29/10/2019,Boreham Wood,Aldershot,0,0,Draw,Boreham Wood,0,-1,2.2,3.2,3.3,-0.25,Aldershot,0,1.85,1.95,0.462856298,0.310413254,0.226730448
EC,29/10/2019,Bromley,Stockport,2,2,Draw,Bromley,0,-1,1.72,3.6,4.33,-0.75,Stockport,0,1.9,1.9,0.740663748,0.171160873,0.088175379
EC,29/10/2019,Chorley,Ebbsfleet,0,4,Ebbsfleet,Chorley,0,-1,2.5,3.25,2.6,-0.25,Ebbsfleet,-1,1.97,1.82,0.369087129,0.323838657,0.307074214
EC,29/10/2019,Dag and Red,Barrow,0,2,Barrow,Barrow,1,1.55,2.45,3.5,2.55,0,Barrow,0.95,1.85,1.95,0.243876619,0.260324834,0.495798547
EC,29/10/2019,Dover Athletic,Eastleigh,3,1,Dover Athletic,Eastleigh,0,-1,2,3.5,3.2,-0.25,Dover Athletic,-1,2.05,1.75,0.188050769,0.262799926,0.549149305
EC,29/10/2019,Harrogate,Barnet,2,1,Harrogate,Harrogate,1,1.1,2.1,3.4,3.4,-0.5,Harrogate,0.97,1.97,1.82,0.557369477,0.285585557,0.157044965
EC,29/10/2019,Maidenhead,Fylde,1,1,Draw,Maidenhead,0,-1,2.87,3.25,2.3,0.25,Maidenhead,0,2.02,1.77,0.461770539,0.264651222,0.273578239
EC,29/10/2019,Sutton,Halifax,0,1,Halifax,Halifax,1,1.3,2.8,3.25,2.3,0,Halifax,1.02,1.77,2.02,0.260024674,0.332985778,0.406989548
EC,29/10/2019,Torquay,Wrexham,1,0,Torquay,Torquay,1,1.3,2.3,3.4,3,-0.5,Torquay,0.95,1.95,1.85,0.619232609,0.200280922,0.180486469
EC,29/10/2019,Woking,Notts County,0,4,Notts County,Notts County,1,1.2,3.1,3.25,2.2,0.25,Notts County,0.95,1.85,1.95,0.169762012,0.269136967,0.561101021
SC1,29/10/2019,Alloa,Dundee,0,3,Dundee,Alloa,0,-1,3.75,3.6,2,0.5,Dundee,-1,1.8,2.05,0.372502124,0.258897265,0.368600611
SC1,29/10/2019,Dundee United,Partick,1,0,Dundee United,Dundee United,1,0.57,1.57,4.2,5,-1,Draw,0,1.98,1.88,0.603895693,0.196977649,0.199126658
SC1,29/10/2019,Dunfermline,Arbroath,2,0,Dunfermline,Arbroath,0,-1,1.7,3.75,5,-0.75,Dunfermline,-1,1.98,1.88,0.303488003,0.334874604,0.361637393
SC1,29/10/2019,Morton,Ayr,2,3,Ayr,Ayr,1,1.6,2.55,3.5,2.6,0,Ayr,0.75,2.13,1.75,0.200276852,0.210657342,0.589065806
SC1,29/10/2019,Queen of Sth,Inverness C,0,2,Inverness C,Queen of Sth,0,-1,2.8,3.5,2.37,0,Inverness C,-1,2.02,1.83,0.359742804,0.324808077,0.315449118
SC3,29/10/2019,Cove Rangers,Albion Rvs,3,0,Cove Rangers,Cove Rangers,1,0.14,1.14,7,15,-2.25,Cove Rangers,0.4,1.8,2,0.773411549,0.1273779,0.099210551
SC3,29/10/2019,Edinburgh City,Stenhousemuir,4,0,Edinburgh City,Edinburgh City,1,0.8,1.8,3.5,4,-0.75,Edinburgh City,0.95,1.95,1.9,0.544806224,0.23059037,0.224603407
SC3,29/10/2019,Stirling,Cowdenbeath,0,0,Draw,Cowdenbeath,0,-1,2.5,3.4,2.7,-0.25,Cowdenbeath,0,1.95,1.85,0.085307182,0.29756096,0.617131858
SP1,29/10/2019,Alaves,Ath Madrid,1,1,Draw,Ath Madrid,0,-1,6,3.5,1.65,0.5,Alaves,0,1.94,1.96,0.137283441,0.319106311,0.543610248
SP1,29/10/2019,Barcelona,Valladolid,5,1,Barcelona,Barcelona,1,0.12,1.12,9.5,17,-2.5,Barcelona,1.01,2.01,1.89,0.53627561,0.28526622,0.17845817
I1,29/10/2019,Parma,Verona,0,1,Verona,Parma,0,-1,2.75,3.1,2.75,0,Verona,-1,1.96,1.97,0.451745443,0.324645073,0.223609483
I1,29/10/2019,Brescia,Inter,1,2,Inter,Inter,1,0.5,6.5,4.33,1.5,1.5,Brescia,-1,1.77,2.02,0.150510194,0.206313153,0.643176654
I2,29/10/2019,Chievo,Crotone,2,1,Chievo,Crotone,0,-1,2.4,3.2,3,0,Chievo,-1,1.8,2.05,0.308847784,0.251853989,0.439298226
I2,29/10/2019,Cittadella,Livorno,1,0,Cittadella,Cittadella,1,0.9,1.9,3.4,4,-0.5,Cittadella,0.88,1.88,1.98,0.404150208,0.317536897,0.278312895
I2,29/10/2019,Empoli,Spezia,1,1,Draw,Empoli,0,-1,1.85,3.2,4.75,-0.25,Spezia,0,1.93,1.93,0.396655782,0.270726624,0.332617595
I2,29/10/2019,Juve Stabia,Pescara,2,1,Juve Stabia,Pescara,0,-1,2.4,3,3.2,0,Juve Stabia,-1,1.77,2.1,0.143567349,0.197483659,0.658948992
I2,29/10/2019,Perugia,Ascoli,1,1,Draw,Perugia,0,-1,1.8,3.3,4.75,-0.75,Ascoli,0,2,1.85,0.381416689,0.31625603,0.302327281
I2,29/10/2019,Pisa,Salernitana,2,1,Pisa,Salernitana,0,-1,2.2,3.1,3.5,-0.25,Pisa,-0.5,2.13,1.75,0.331054784,0.315237493,0.353707722
I2,29/10/2019,Venezia,Pordenone,1,2,Pordenone,Pordenone,1,2.5,2.2,3.1,3.5,-0.25,Pordenone,0.93,1.93,1.93,0.323970015,0.299855329,0.376174656
I2,29/10/2019,Virtus Entella,Cosenza,1,0,Virtus Entella,Cosenza,0,-1,2.5,3,3,0,Virtus Entella,-1,1.7,2.1,0.245431672,0.299628815,0.454939513
B1,29/10/2019,Cercle Brugge,Mouscron,2,2,Draw,Mouscron,0,-1,2.8,3.6,2.3,0,Draw,0,1.95,1.9,0.078215743,0.209039836,0.712744421
B1,29/10/2019,Kortrijk,Eupen,1,2,Eupen,Kortrijk,0,-1,1.85,4,3.6,-0.75,Eupen,-1,2.05,1.75,0.607524998,0.236559776,0.155915227
B1,29/10/2019,Oostende,Charleroi,0,1,Charleroi,Charleroi,1,1.2,3.25,3.4,2.2,0.25,Charleroi,0.51,1.83,2.02,0.121219519,0.178876606,0.699903874
SC0,30/10/2019,Celtic,St Mirren,2,0,Celtic,Celtic,1,0.1,1.1,9,23,-2.25,St Mirren,-0.5,2,1.85,0.659480123,0.260655172,0.079864705
SC0,30/10/2019,Hamilton,Aberdeen,0,1,Aberdeen,Aberdeen,1,0.75,5,3.4,1.75,1,Draw,0,1.77,2.02,0.237136342,0.262726865,0.500136793
SC0,30/10/2019,Hibernian,Livingston,2,2,Draw,Livingston,0,-1,1.85,3.5,4.2,-0.25,Livingston,0,2,1.85,0.253360846,0.260358391,0.486280763
SC0,30/10/2019,Motherwell,Kilmarnock,2,1,Motherwell,Kilmarnock,0,-1,2.4,3.1,3,-0.25,Motherwell,-0.5,2.02,1.83,0.248463889,0.322370005,0.429166106
SC0,30/10/2019,Ross County,Rangers,0,4,Rangers,Rangers,1,0.25,11,5.75,1.25,2,Rangers,0.88,1.98,1.88,0.057943952,0.120762161,0.821293887
SC0,30/10/2019,St Johnstone,Hearts,1,0,St Johnstone,Hearts,0,-1,2.55,3.25,2.75,0,St Johnstone,-1,1.85,2,0.210452949,0.272773165,0.516773886
SP1,30/10/2019,Sociedad,Levante,1,2,Levante,Sociedad,0,-1,1.5,4.5,6.5,-1,Levante,-1,1.92,1.98,0.631347822,0.232303738,0.13634844
SP1,30/10/2019,Valencia,Sevilla,1,1,Draw,Sevilla,0,-1,2.8,3.4,2.5,0.25,Valencia,0,1.91,1.99,0.264605428,0.248743171,0.486651401
SP1,30/10/2019,Ath Bilbao,Espanol,3,0,Ath Bilbao,Ath Bilbao,1,0.9,1.9,3.25,4.5,-0.5,Ath Bilbao,0.86,1.86,2.04,0.398708581,0.394597413,0.206694006
SP1,30/10/2019,Betis,Celta,2,1,Betis,Betis,1,1,2,3.5,3.75,-0.25,Betis,0.47,1.94,1.96,0.428526081,0.349449493,0.222024426
SP1,30/10/2019,Real Madrid,Leganes,5,0,Real Madrid,Real Madrid,1,0.25,1.25,6,12,-1.5,Real Madrid,0.93,1.93,1.97,0.609262948,0.258083212,0.13265384
I1,30/10/2019,Napoli,Atalanta,2,2,Draw,Atalanta,0,-1,2,3.75,3.5,-0.25,Atalanta,0,1.96,1.97,0.281024881,0.221183565,0.497791554
I1,30/10/2019,Cagliari,Bologna,3,2,Cagliari,Cagliari,1,1.7,2.7,3.3,2.62,0,Cagliari,0.9,1.9,2.03,0.495986115,0.275954509,0.228059375
I1,30/10/2019,Juventus,Genoa,2,1,Juventus,Juventus,1,0.28,1.28,5.25,12,-1.75,Genoa,-0.5,1.93,2,0.68227498,0.185524335,0.132200685
I1,30/10/2019,Lazio,Torino,4,0,Lazio,Lazio,1,0.57,1.57,4.2,5.75,-1,Lazio,0.9,1.9,2.03,0.600586151,0.221204235,0.178209614
I1,30/10/2019,Sampdoria,Lecce,1,1,Draw,Lecce,0,-1,1.66,4,4.75,-0.75,Lecce,0,1.9,2.03,0.218950925,0.274913287,0.506135788
I1,30/10/2019,Sassuolo,Fiorentina,1,2,Fiorentina,Fiorentina,1,1.4,2.87,3.5,2.4,0.25,Fiorentina,0.5,1.93,2,0.323652666,0.250685157,0.425662177
I1,30/10/2019,Udinese,Roma,0,4,Roma,Roma,1,0.95,4,3.5,1.95,0.5,Roma,1.09,1.84,2.09,0.21850155,0.373461742,0.408036707
I2,30/10/2019,Benevento,Cremonese,2,0,Benevento,Draw,0,-1,1.7,3.5,5.25,-0.75,Benevento,-1,2.02,1.83,0.360716965,0.362734799,0.276548237
I2,30/10/2019,Frosinone,Trapani,3,0,Frosinone,Frosinone,1,0.66,1.66,3.5,5.5,-1,Frosinone,0.83,1.83,2.02,0.420389482,0.292095878,0.287514641
B1,30/10/2019,Genk,Antwerp,2,2,Draw,Antwerp,0,-1,1.95,3.6,3.6,-0.25,Antwerp,0,1.8,2,0.348874956,0.256418895,0.39470615
B1,30/10/2019,Mechelen,St Truiden,1,2,St Truiden,Mechelen,0,-1,1.75,4,4.2,-0.5,St Truiden,-1,1.88,1.98,0.570194729,0.228098386,0.201706885
B1,30/10/2019,Standard,Waasland-Beveren,2,0,Standard,Standard,1,0.2,1.2,6.5,11,-1.5,Standard,0.88,1.88,1.98,0.790243354,0.153934233,0.055822413
B1,30/10/2019,Waregem,Club Brugge,0,2,Club Brugge,Club Brugge,1,0.45,5.75,4.5,1.45,1.25,Club Brugge,0.44,1.98,1.88,0.114194769,0.271394451,0.61441078
P1,30/10/2019,Rio Ave,Moreirense,1,1,Draw,Rio Ave,0,-1,1.66,4,4.75,-1,Moreirense,0,2.02,1.88,0.45660321,0.295837461,0.247559328
P1,30/10/2019,Maritimo,Porto,1,1,Draw,Porto,0,-1,10,4.75,1.3,1.5,Maritimo,0,1.8,2,0.041331408,0.116686079,0.841982514
P1,30/10/2019,Guimaraes,Belenenses,5,0,Guimaraes,Guimaraes,1,0.45,1.45,4.2,7.5,-1.25,Guimaraes,0.88,1.88,2.02,0.530513754,0.250298684,0.219187562
P1,30/10/2019,Benfica,Portimonense,4,0,Benfica,Benfica,1,0.16,1.16,7.5,13,-1.75,Benfica,1.06,2.06,1.84,0.721081196,0.204147714,0.07477109
P1,30/10/2019,Famalicao,Gil Vicente,2,1,Famalicao,Famalicao,1,0.75,1.75,3.5,4.75,-0.25,Famalicao,0.445,1.89,2.01,0.602584917,0.242705499,0.154709584
SP1,31/10/2019,Eibar,Villarreal,2,1,Eibar,Villarreal,0,-1,2.62,3.5,2.5,-0.25,Eibar,-0.5,2.09,1.84,0.155843789,0.197029797,0.647126414
SP1,31/10/2019,Mallorca,Osasuna,2,2,Draw,Osasuna,0,-1,2.45,3,3.1,-0.25,Osasuna,0,2.15,1.67,0.177194348,0.355412994,0.467392658
SP1,31/10/2019,Getafe,Granada,3,1,Getafe,Granada,0,-1,1.9,3.3,4.33,-0.75,Getafe,-1,2.1,1.83,0.179935703,0.264024839,0.556039458
I1,31/10/2019,Milan,Spal,1,0,Milan,Milan,1,0.45,1.45,4.2,8,-1,Draw,0,2.13,1.81,0.423555377,0.281090735,0.295353889
B1,31/10/2019,Anderlecht,Gent,3,3,Draw,Gent,0,-1,2.75,3.6,2.37,0.25,Anderlecht,0,1.9,1.95,0.23079814,0.338512317,0.430689543
P1,31/10/2019,Pacos Ferreira,Sp Lisbon,1,2,Sp Lisbon,Sp Lisbon,1,0.9,4,3.5,1.9,0.25,Sp Lisbon,0.45,2,1.9,0.163125265,0.302093126,0.53478161
P1,31/10/2019,Boavista,Sp Braga,2,0,Boavista,Draw,0,-1,4,3.3,1.95,0.75,Boavista,-1,1.91,1.99,0.327791399,0.358191838,0.314016764
P1,31/10/2019,Santa Clara,Setubal,1,1,Draw,Draw,1,2.2,2,3.2,4,-0.5,Setubal,0,2.1,1.8,0.185109967,0.651744083,0.163145951
E1,1/11/2019,Barnsley,Bristol City,2,2,Draw,Bristol City,0,-1,2.6,3.6,2.6,0,Draw,0,1.89,2.01,0.204922001,0.205910433,0.589167567
SC1,1/11/2019,Dundee,Morton,2,1,Dundee,Dundee,1,0.57,1.57,4.2,5.5,-1,Draw,0,1.9,1.95,0.619285339,0.21837426,0.162340401
D1,1/11/2019,Hoffenheim,Paderborn,3,0,Hoffenheim,Hoffenheim,1,0.4,1.4,4.75,7,-1.25,Hoffenheim,0.93,1.93,2,0.637069914,0.206351281,0.156578805
D2,1/11/2019,Hannover,Sandhausen,1,1,Draw,Draw,1,2.5,1.9,3.5,3.8,-0.5,Sandhausen,0,1.93,1.93,0.352154103,0.383962143,0.263883753
D2,1/11/2019,Regensburg,Osnabruck,3,3,Draw,Draw,1,2.5,2.15,3.5,3.2,-0.25,Osnabruck,0,2.02,1.83,0.416664383,0.428568095,0.154767522
SP2,1/11/2019,Numancia,Albacete,1,0,Numancia,Draw,0,-1,2.1,3.2,3.6,-0.25,Numancia,-0.5,1.88,1.98,0.276046043,0.394673334,0.329280622
SP2,1/11/2019,Cadiz,Sp Gijon,3,1,Cadiz,Cadiz,1,1.2,2.2,3.1,3.5,-0.25,Cadiz,0.9,1.9,1.95,0.474327812,0.312486007,0.213186181
SP2,1/11/2019,Ponferradina,Malaga,1,0,Ponferradina,Ponferradina,1,1.75,2.75,3,2.75,0,Ponferradina,1.02,2.02,1.83,0.444512377,0.286641627,0.268845996
SP2,1/11/2019,Oviedo,Almeria,0,0,Draw,Almeria,0,-1,2.37,3,3.3,-0.25,Almeria,0,2,1.85,0.328011112,0.228745105,0.443243784
I2,1/11/2019,Spezia,Chievo,0,0,Draw,Chievo,0,-1,2.37,3.2,3,-0.25,Chievo,0,1.93,1.93,0.240180254,0.248102011,0.511717735
F1,1/11/2019,Dijon,Paris SG,2,1,Dijon,Paris SG,0,-1,15,7,1.16,2,Dijon,-1,1.77,2.02,0.037184138,0.201557529,0.761258333
F2,1/11/2019,Ajaccio,Rodez,1,0,Ajaccio,Ajaccio,1,0.9,1.9,3.1,4.5,-0.5,Ajaccio,1,2,1.85,0.548803644,0.288550536,0.16264582
F2,1/11/2019,Caen,Orleans,2,1,Caen,Orleans,0,-1,2.05,3.3,3.6,-0.25,Caen,-0.5,1.77,2.1,0.300966296,0.312152939,0.386880766
F2,1/11/2019,Chambly,Guingamp,1,5,Guingamp,Guingamp,1,1.3,3.4,3,2.3,0.25,Guingamp,1.05,1.8,2.05,0.110194105,0.358389479,0.531416416
F2,1/11/2019,Chateauroux,Auxerre,1,0,Chateauroux,Auxerre,0,-1,3.6,2.9,2.25,0.25,Chateauroux,-1,1.8,2.05,0.140778549,0.334683361,0.52453809
F2,1/11/2019,Troyes,Valenciennes,1,0,Troyes,Draw,0,-1,1.57,3.8,6,-1,Draw,0,2.05,1.8,0.402465375,0.436073801,0.161460824
N1,1/11/2019,Zwolle,Ajax,2,4,Ajax,Ajax,1,0.12,17,9,1.12,2.5,Zwolle,-1,1.88,2.02,0.012138503,0.04074348,0.947118016
T1,1/11/2019,Galatasaray,Rizespor,2,0,Galatasaray,Galatasaray,1,0.5,1.5,4.2,5.75,-1,Galatasaray,1,2,1.85,0.387815701,0.317623486,0.294560813
E0,2/11/2019,Bournemouth,Man United,1,0,Bournemouth,Man United,0,-1,3.25,3.6,2.15,0.5,Bournemouth,-1,1.8,2,0.241188943,0.334494671,0.424316386
E0,2/11/2019,Arsenal,Wolves,1,1,Draw,Wolves,0,-1,1.75,3.75,4.75,-0.75,Wolves,0,1.99,1.94,0.33166655,0.267823742,0.400509708
E0,2/11/2019,Aston Villa,Liverpool,1,2,Liverpool,Liverpool,1,0.33,9,5,1.33,1.75,Aston Villa,-0.5,1.82,1.97,0.15319423,0.191664587,0.655141183
E0,2/11/2019,Brighton,Norwich,2,0,Brighton,Brighton,1,0.72,1.72,4.2,4.33,-1,Brighton,1,2,1.93,0.602112451,0.229602926,0.168284623
E0,2/11/2019,Man City,Southampton,2,1,Man City,Man City,1,0.07,1.07,13,23,-3,Southampton,-1,1.96,1.97,0.852403298,0.10473717,0.042859532
E0,2/11/2019,Sheffield United,Burnley,3,0,Sheffield United,Sheffield United,1,1.25,2.25,3.2,3.4,-0.25,Sheffield United,0.93,1.93,2,0.373614766,0.335388335,0.290996899
E0,2/11/2019,West Ham,Newcastle,2,3,Newcastle,West Ham,0,-1,1.75,3.8,4.5,-0.5,Newcastle,-1,1.89,2.04,0.393221366,0.348444245,0.258334389
E0,2/11/2019,Watford,Chelsea,1,2,Chelsea,Chelsea,1,0.61,5,4.33,1.61,1,Draw,0,1.86,2.07,0.083428829,0.174459969,0.742111202
E1,2/11/2019,Wigan,Swansea,1,2,Swansea,Draw,0,-1,3,3.3,2.4,0,Swansea,-1,2.04,1.86,0.269723002,0.373926163,0.356350835
E1,2/11/2019,Blackburn,Sheffield Weds,2,1,Blackburn,Sheffield Weds,0,-1,2.5,3.25,2.9,-0.25,Blackburn,-0.5,2.11,1.79,0.164330393,0.286080273,0.549589334
